Code,Name,Sales Price,Actual Quantity,Free Stock Quantity,Standard Cost,Manufacturer,Quantity on POP Order,Inactive Date
HERMIX001,Triple Lion Mixed Herbs 150gm,3.30000,6.00000,6.00000,1.65830,SPL001,0.00000,
HERORE001,Triple Lion Dried Oregano 150gm,3.15000,1.00000,0.00000,1.71333,SPL001,12.00000,
HERORE002,Chefs Selections Dried Oregano 150gm,3.15000,0.00000,0.00000,2.00000,HUN001,0.00000,30/09/2025
HERPAR01,Triple Lion Dried Parsley 120gm,3.60000,13.00000,13.00000,1.78500,SPL001,0.00000,
HERPAR02,Chef William Dried Parsley 100gm,3.00000,0.00000,0.00000,1.56166,SLE001,0.00000,15/08/2025
HERROS01,Triple Lion Dried Rosemary 270gm,4.75000,0.00000,0.00000,2.42300,SPL001,0.00000,22/09/2025
HERROS02,Chef William Dried Rosemary 200gm,3.55000,13.00000,13.00000,1.32333,SLE001,0.00000,
HERSAG001,Triple Lion Dried Sage 150gm,3.25000,6.00000,6.00000,1.59666,SPL001,0.00000,
HERSAG002,Chef William Dried Sage 140gm,3.05000,1.00000,1.00000,1.54500,SLE001,0.00000,
HERSAG003,Chefs Selections Dried Sage 150gm,3.25000,0.00000,0.00000,1.92000,HUN001,0.00000,21/02/2025
HERTAR001,Triple Lion Dried Tarragon 80gm,5.20000,0.00000,0.00000,2.86000,SPL001,0.00000,01/03/2024
HERTAR002,Triple Lion Dried Tarragon 100gm,5.60000,6.00000,6.00000,3.19170,SPL001,0.00000,
HERTHY001,Triple Lion Dried Thyme 180gm,4.30000,11.00000,11.00000,1.74000,SPL001,0.00000,
HERTHY002,Chef William Dried Thyme 210gm,5.05000,0.00000,0.00000,2.06333,SLE001,0.00000,28/08/2025
HERZAH01,Old India Za'ater (Blended Thyme) 500gm - Clearance,4.47368,4.00000,4.00000,4.25000,FGS001,0.00000,
HIG01,High Weald Dairy Sussex Marble With Cranberries 750gm,21.60000,0.00000,0.00000,17.06000,HIG001,0.00000,
HIG02,High Weald Dairy Brighton Belle 250gm,5.60000,0.00000,0.00000,4.42500,HIG001,0.00000,
HIG03,High Weald Dairy Little Sussex 80gm,2.85000,0.00000,0.00000,2.25000,HIG001,0.00000,15/01/2024
HIG06,High Weald Dairy Halloumi Catering Pack (Approx 6pc) x 1kg,20.90000,1.98200,1.98200,13.98750,HIG001,0.00000,
HIG11,High Weald Dairy Smoked Ashdown Foresters 1kg,20.70000,2.35200,2.35200,13.87500,HIG001,0.00000,
HIG12,High Weald Tremains Sussex Cheddar 800gm,19.70000,1.84000,1.84000,13.20000,HIG001,0.00000,
HIG17,High Weald Dairy Brighton Blue 1.8kg,21.95000,3.46200,3.46200,14.69932,HIG001,0.00000,
HIG17A,High Weald Dairy Brighton Blue Wedge 150gm,4.50000,0.00000,0.00000,3.10000,HIG001,0.00000,18/04/2023
HIG20,High Weald Dairy Sussex Velvet 4 x 150gm - TO ORDER ONLY,13.20000,0.00000,0.00000,9.90000,HIG001,0.00000,
HIG21,High Weald Dairy Sussex Floral 4 x 150gm - TO ORDER ONLY,13.80000,0.00000,0.00000,10.35000,HIG001,0.00000,
HIG22,High Weald Dairy Brighton Blue 4 x 150gm - TO ORDER ONLY,13.20000,0.00000,0.00000,9.90000,HIG001,0.00000,
HIG23,High Weald Dairy Sussex Slipcote with Garlic & Herb 100gm,3.00000,0.00000,0.00000,2.25000,HIG001,0.00000,
HIG24,High Weald Dairy Little Sussex 80gm - TO ORDER ONLY,3.40000,0.00000,0.00000,2.55000,HIG001,0.00000,
HIG25,High Weald Dairy Truffle Ewe 4 x 125gm - TO ORDER ONLY,17.00000,0.00000,0.00000,12.75000,HIG001,0.00000,
HIG26,High Weald Dairy Seven Sisters 4 x125gm - TO ORDER ONLY,16.60000,0.00000,0.00000,12.45000,HIG001,0.00000,
HIG27,High Weald Dairy Oak Smoked Ashdown Foresters 4 x 150gm,13.60000,0.00000,0.00000,10.20000,HIG001,0.00000,
HMC10,Handmade Cake Raspberry & Coconut Tray Bake 1 x 12 ptn,19.35000,1.00000,1.00000,12.96000,HUN001,0.00000,
HMC23,Handmade Cake Gluten Free Caramel Shortbread 1 x 15 ptn,25.15000,6.00000,6.00000,16.38000,MAD001,0.00000,
HON01,Hilltop Squeezy Blossom Honey (Large) 1.36kg,6.99000,0.00000,0.00000,4.19000,HIL001,0.00000,14/10/2023
HON03C,Hilltop Squeezy Blossom Honey (Small) 340gm,2.25000,0.00000,0.00000,1.55000,HIL001,0.00000,14/10/2023
HON03D,Chefs Selections Squeezy Honey 340gm,1.95000,0.00000,0.00000,1.17670,HUN001,0.00000,
HON04D,Hyve Squeezy Honey 340gm,2.25000,116.00000,116.00000,1.23333,ROW001,0.00000,
HON06,Tiptree Pure Clear Honey CASE 72 x 28gm,35.95000,1.00000,1.00000,24.80000,WIL001,0.00000,
HON06A,Tiptree Pure Clear Honey TRAY 24 x 28gm,12.00000,0.00000,0.00000,8.27000,WIL001,0.00000,19/11/2024
HON07,Roquito Hot Honey 720gm,5.95000,10.00000,10.00000,3.50000,LEA001,0.00000,
HON07A,Rowse Chilli Fusion Honey 680gm,5.65000,0.00000,0.00000,3.08666,ROW001,0.00000,
HON10,Hilltop Real Cut Honeycomb 200gm,4.15000,0.00000,0.00000,3.30000,HIL001,0.00000,26/04/2023
HON20A,Hilltop Bee Pollen 125gm,2.50000,0.00000,0.00000,2.00000,HIL001,0.00000,26/04/2023
HON27B,Hilltop Blossom Honey 3.17kg,16.25000,0.00000,0.00000,8.79000,HIL001,0.00000,14/10/2023
HON27C,Rowse Clear Honey 3.17kg,16.25000,313.00000,313.00000,8.38000,ROW001,0.00000,
HON30,English Honeycomb 190gm,12.35000,0.00000,0.00000,8.25000,TEC001,0.00000,09/10/2025
HON30A,Real Honeycomb 200gm,6.75000,1.00000,1.00000,4.50000,CEN001,0.00000,
HON40,Wainwright Organic Zambian Clear Honey 3.18kg,31.10000,0.00000,0.00000,20.85000,HUN001,0.00000,07/11/2025
HON41,Clear Honey Portions (Plastic) 100 x 25gm,31.65000,0.00000,0.00000,22.14000,HUN001,0.00000,23/06/2023
HONB01,Paynes Bee Pollen Sprinkles 180gm,13.65000,0.00000,0.00000,9.40000,,0.00000,27/09/2024
HONB02,General Foods Merchant Organic Pollen Granules 110gm,6.80000,0.00000,0.00000,4.67000,HUN001,0.00000,30/10/2024
HONEYB001,Frozen Honeybuns Dark Chocolate Brownie 16 x 50gm,26.35000,0.00000,0.00000,17.65000,HUN001,0.00000,
HOT04A,Beef Bovril 250gm,4.75000,19.00000,19.00000,3.32750,UNI001,0.00000,
HOT04B,Bovril Beef Flavoured Hot Drink 450gm,15.25000,102.00000,102.00000,8.25000,AIM001,60.00000,
HOT05B,Zuma DARK Hot Chocolate Powder 1kg,15.65000,7.00000,7.00000,7.99000,AMA001,0.00000,
HOT06,Cadbury Drinking Hot Chocolate (Add milk) 2kg,21.25000,12.00000,12.00000,13.24830,MON001,60.00000,
HOT06A,Galaxy Drinking Hot Chocolate (Add Milk) 2kg,15.10000,0.00000,0.00000,10.09830,AIM001,0.00000,
HOT07,Cadbury Instant Drinking Hot Chocolate (Add Water) 2kg,22.30000,3.00000,1.00000,14.91500,MON001,12.00000,
HOT08,Drink Me Chai Artisan Blend Chai Latte 1kg,20.95000,0.00000,0.00000,8.75000,AIM001,16.00000,
HOT08A,Drink Me Chai Signature Blend Matcha Latte 1kg,16.80000,0.00000,0.00000,11.25000,AIM001,0.00000,08/12/2025
HOT09,Original Marmite 600gm,9.95000,13.00000,13.00000,6.95166,UNI001,0.00000,
HOT09A,Original Marmite 250gm,4.75000,12.00000,12.00000,3.13920,UNI001,0.00000,
HOT10,Divine Hot Chocolate 400gm,3.80000,0.00000,0.00000,2.60000,,0.00000,27/09/2024
HOT14,Catering Original Horlicks 2kg,17.90000,2.00000,2.00000,12.00000,AIM001,6.00000,
HOT19,Cadbury Hot Chocolate Sachets 50 x 28gm,22.40000,26.00000,26.00000,14.99000,MON001,0.00000,
HOT22,Van Houten Hot Chocolate Sachets 100 x 23gm,25.20000,0.00000,0.00000,17.38800,CAL001,0.00000,
HOT23,Galaxy Instant Hot Chocolate Sachets 100 x 25gm,24.45000,0.00000,0.00000,17.10000,AIM001,0.00000,04/09/2023
HOT24,Horlicks Light Malt Sticks 30 x 32gm,11.35000,0.00000,0.00000,7.92000,AIM001,0.00000,02/10/2023
HOT25,Horlicks Chocolate Malt Sticks 30 x 32gm,11.35000,0.00000,0.00000,7.92000,AIM001,0.00000,05/01/2024
HOT26,Lyons Instant Hot Chocolate Sachets 50 x 28gm,15.60000,0.00000,0.00000,10.43000,POR002,2.00000,
HUILER005,Huilerie Beaujolaise Virgin Toasted Sesame Oil 250ml,5.25000,0.00000,0.00000,3.68000,CLA003,0.00000,04/05/2023
HUILER006,Huilerie Beaujolaise Roasted Peanut Oil 250ml - TOO,6.05000,0.00000,0.00000,4.17000,CLA003,0.00000,
ICE41,Caterforce Strawberry Ice Cream 4ltr,4.30000,0.00000,0.00000,2.50000,HUN001,0.00000,19/04/2023
ICE45,Frozen Cheeky Moo Plain Yoghurt 4llt,8.95000,0.00000,0.00000,5.75500,HUN001,0.00000,13/02/2025
ICE45A,Suncream Natural Frozen Yoghurt 4ltr,8.95000,2.00000,2.00000,5.75500,HUN001,0.00000,
ICE49,Frozen Party Ice Cubes 6 x 2.27kg,9.70000,0.00000,0.00000,6.49000,BOO001,0.00000,
ICE49A,Retail Ice Cubes (Bag) 2kg,1.10000,0.00000,0.00000,0.71166,ICE001,0.00000,06/03/2025
ICE49B,The Ice Company CRUSHED Ice (BAG) 2kg,1.30000,0.00000,0.00000,0.69000,HUN001,0.00000,31/07/2024
ICE49C,Frozen Eskimo Classic Ice Cubes 5 x 1.8kg,4.80000,18.00000,18.00000,2.64000,HUN001,0.00000,
ICE50,Eskimo Crushed Ice 5 x 1.8kg - TO ORDER ONLY,5.35000,0.00000,0.00000,3.69000,HUN001,0.00000,
ICECR001,Frozen Destiny Foods Tonka Bean Ice Cream 2.5ltr,19.15000,0.00000,0.00000,15.30000,DES001,0.00000,27/09/2024
ICECR002,Frozen Destiny Foods Lemon Curd Ice Cream 2.5ltr,19.15000,0.00000,0.00000,11.48000,DES001,0.00000,27/09/2024
ICECR003,Frozen Destiny Foods Mascapone Ice Cream 2.5ltr,19.15000,0.00000,0.00000,15.30000,DES001,0.00000,26/06/2024
ICECR004,Frozen Destiny Foods Cinnamon Ice Cream 2.5ltr,15.40000,0.00000,0.00000,10.65000,DES001,0.00000,22/08/2025
ICECR005,Frozen Destiny Foods Panettone Ice Cream 2.5ltr,18.50000,0.00000,0.00000,12.75000,DES001,0.00000,05/09/2024
ICO04,Orangina Bulby (Glass) 12 x 250ml,11.95000,0.00000,0.00000,8.32000,MAT001,0.00000,04/05/2023
ICO06,7Up Free (Glass) 12 x 330ml,8.80000,0.00000,0.00000,6.15000,BOO001,0.00000,23/05/2023
ICO06A,7Up Free (Glass) 24 x 330ml,23.15000,0.00000,0.00000,15.49000,BOO001,1.00000,
ICO07,Appletiser Sparkling Apple Juice 12 x 275ml - TOO,19.05000,0.00000,0.00000,12.75000,BOO001,0.00000,
IMP01,Marshfield Orange Fruit Pop 24 x 110ml - Clearance,16.74737,5.00000,5.00000,15.91000,MAR001,0.00000,
IMP02,Marshfield Vanilla Milk Pop 24 x 110ml,23.75000,0.00000,0.00000,15.91000,MAR001,0.00000,
IMP03,Marshfield Blackcurrant Fruit Pop 24 x 110ml,23.75000,1.00000,1.00000,15.91000,MAR001,0.00000,
IMP10,Frozen Cornetto Strawberry 24 x 120ml,33.35000,0.00000,0.00000,19.68000,HUN001,0.00000,
IMP11,Frozen Cornetto Classico 24 x 120ml - Clearance,20.72000,2.00000,2.00000,19.68000,HUN001,0.00000,
IMP12,Frozen Cornetto Mint 24 x 120ml - TO ORDER ONLY,29.95000,0.00000,0.00000,20.96000,HUN001,0.00000,
IMP16,Frozen Nestle Smarties Push Ups 20 x 90ml - Clearance,18.06316,2.00000,2.00000,12.87000,EDE001,0.00000,
IMP20,Frozen Solero Exotic 25 x 90ml - Clearance,22.17000,3.00000,2.00000,21.06000,HUN001,0.00000,
IMP30,Rowntrees Blackcurrant Push Up Lollys 24 x 100ml,21.25000,0.00000,0.00000,14.87000,HUN001,0.00000,26/04/2023
IMP31,Rowntrees Orange Push Up Lollys 24 x 100,21.25000,0.00000,0.00000,14.87000,HUN001,0.00000,15/06/2024
IMP40,Frozen Calippo Orange 24 x 105ml,25.65000,0.00000,0.00000,17.68000,HUN001,0.00000,30/10/2024
IMP50,Cheshire Creamery Choc Ice 1 x 48 - TO ORDER ONLY,12.80000,0.00000,0.00000,8.56000,HUN001,0.00000,
IMP61,Frozen Mini Milk Vanilla 44 x 35ml,21.75000,0.00000,0.00000,15.22000,HUN001,0.00000,26/04/2023
INF11B,Belazu Extra Virgin Lemon Infused Oil 250ml,17.35000,1.00000,1.00000,13.99000,BEL002,0.00000,
INF12B,Belazu Chilli Infused Oil 250ml,11.55000,0.00000,0.00000,7.28666,BEL002,0.00000,
INF15B,Belazu Basil Infused Oil 250ml,11.55000,0.00000,0.00000,7.96000,BEL002,0.00000,19/07/2025
INF22,Chilli Infused Extra Virgin Olive Oil 5ltr - DELISTED,70.25000,0.00000,0.00000,49.17000,CAR001,0.00000,30/12/2023
ING01,Special Ingredients Meat Glue / Transglutaminase 500gm,41.80000,1.00000,1.00000,28.00000,SPE001,0.00000,
ING02,Special Ingredients Cream Of Tartar 500gm,10.80000,2.00000,2.00000,6.86000,SPE001,0.00000,
ING03,Special Ingredients Nutritional Yeast Flakes 250gm,7.50000,3.00000,3.00000,4.46000,SPE001,0.00000,
ING04,Special Ingredients Activated Charcoal Powder 500gm,18.15000,3.00000,3.00000,12.06000,SPE001,0.00000,
ING05,Special Ingredients Black Food Colour Paste 300gm,18.75000,0.00000,0.00000,13.11000,SPE001,0.00000,07/10/2024
ING06,Special Ingredients Pink Food Colour Paste 300gm,18.75000,0.00000,0.00000,13.02000,SPE001,0.00000,07/01/2025
ING07,Special Ingredients Yellow Food Colour Paste 300gm,18.95000,0.00000,0.00000,13.05000,SPE001,0.00000,17/09/2024
ING08,Special Ingredients Blue Food Colour Paste 300gm,18.75000,0.00000,0.00000,12.97000,SPE001,0.00000,17/09/2024
ING09,Special Ingredients Dark Purple Food Colour Paste 300gm,18.75000,0.00000,0.00000,13.11000,SPE001,0.00000,04/05/2023
ING10,Special Ingredients Gold Food Colour Paste 300gm,18.75000,0.00000,0.00000,13.11000,ING001,0.00000,17/09/2024
ING11,Special Ingredients Zorbit (Tapioca Maltodextrin) 500gm,27.20000,0.00000,0.00000,18.20000,SPE001,0.00000,
ING12,Special Ingredients Pea Green Food Colour Paste 300gm,19.45000,0.00000,0.00000,13.43000,SPE001,0.00000,17/09/2024
ING13,Special Ingredients Red Food Colour Paste 300gm,18.95000,0.00000,0.00000,12.72000,SPE001,0.00000,17/09/2024
ING15,Special Ingredients Agar Agar 500gm,24.45000,8.00000,8.00000,13.94000,SPE001,0.00000,
ING16,Special Ingredients Cinnamon Flavour Drop 30ml,6.15000,0.00000,0.00000,4.29000,SPE001,0.00000,19/12/2023
ING17,Special Ingredients Tapioca Flour 1kg,7.80000,8.00000,8.00000,4.68000,SPE001,0.00000,
ING18,Special Ingredients Crisp Film Powder 500gm,15.65000,1.00000,1.00000,10.22000,SPE001,0.00000,
ING19,Special Ingredients Xanthan Gum 500gm,9.65000,3.00000,3.00000,6.44000,SPE001,0.00000,
ITA01,Virgilio Parmigiano Reggiano Parmesan 1kg,22.20000,32.66500,32.66500,14.86000,FUT001,0.00000,
ITA02,Albiero Grana Padano DOP 1kg,16.95000,9.00000,9.00000,11.36000,FUT001,0.00000,
ITA03A,Gran Levanto Vegetarian Hard Cheese 1kg,14.20000,2.26200,2.26200,9.49000,LON001,0.00000,
ITA04,Autorizzazione Consorzio Shaved Grana Padano 1kg,19.40000,6.00000,6.00000,12.85000,FUT001,0.00000,
ITA05,Grana Padano RETAIL 200gm,4.25000,1.00000,1.00000,2.85000,LON001,0.00000,
ITA06,Elda Large Ricotta 1.5kg,8.20000,0.00000,0.00000,4.40000,H&B001,0.00000,
ITA06A,Galbani Ricotta 250gm - TO ORDER ONLY,2.70000,0.00000,0.00000,1.50000,H&B001,0.00000,
ITA07A,Latbri Ricotta 250gm,1.70000,0.00000,0.00000,1.03000,MID001,0.00000,
ITA09,Latbri Mascarpone 500gm,4.50000,0.00000,0.00000,3.01000,MID001,0.00000,17/11/2025
ITA09A,Latte Carso Authentic Italian Mascarpone 500gm,4.50000,53.00000,53.00000,2.83500,FUT001,0.00000,
ITA09B,Galbani Italian Mascarpone Cheese 250gm,3.45000,4.00000,4.00000,2.30000,H&B001,0.00000,
ITA10,Galbani Dolcelatte Quarter 1.5kg,19.15000,1.45600,1.45600,13.20000,H&B001,0.00000,
ITA11,Dolce Panna DOP Gorgonzola 1.5kg,12.15000,4.46300,4.46300,8.38000,FUT001,0.00000,
ITA12,Seppi Formaggi Di Sardegna Pecorino Romano DOP 1kg,16.02000,4.77100,4.77100,15.22000,FUT001,0.00000,
ITA14,Fontal Tedesco 2kg - TO ORDER ONLY,18.65000,0.00000,0.00000,12.88000,CAR002,0.00000,
ITA15,Taleggio 2.2kg - TO ORDER ONLY,13.90000,0.00000,0.00000,9.29000,LON001,0.00000,
ITA16A,Provolone Dolce 1kg - TO ORDER ONLY,15.45000,0.00000,0.00000,10.52000,H&B001,0.00000,
ITA16B,Provelone Stick 800gm - TO ORDER ONLY,17.40000,0.00000,0.00000,11.99000,LON001,0.00000,09/10/2025
ITA21,Gourmet Grated Vegetarian Hard Cheese 1kg,11.40000,10.00000,10.00000,7.34000,FUT001,0.00000,
ITA22,Grated Briciolo Grana Padano Grattuggiato 1kg,16.20000,10.00000,10.00000,11.36000,FUT001,0.00000,
JAC01,Jackson Thick Sliced White Bloomer 6 x 900gm 14+2,17.90000,7.00000,7.00000,11.99000,HUN001,0.00000,
JAC01A,Thick Sliced White Bloomer (Loaf) 900gm,3.00000,1.00000,1.00000,1.99830,HUN001,0.00000,
JAC01B,Frozen Kingsmill White Bloomer (Loaf) 700gm,2.40000,0.00000,0.00000,1.65000,HUN001,0.00000,23/08/2023
JAC01C,Roberts Sliced White Bloomer (Loaf) 800gm,2.60000,0.00000,0.00000,1.61125,HUN001,0.00000,07/11/2025
JAC02,Jackson Thick Sliced Malted Bloomer 6 x 900gm 14+2,18.25000,7.00000,7.00000,12.21000,HUN001,0.00000,
JAC02A,Thick Sliced Malted Bloomer (Loaf) 900gm,3.05000,3.00000,3.00000,2.03500,HUN001,0.00000,
JAC02B,Roberts Sliced Malted Bloomer (Loaf) 800gm,2.60000,0.00000,0.00000,1.72250,HUN001,0.00000,07/11/2025
JAC03,Jackson Thick Sliced White Sandwich Bread 10x800gm 14+2,22.70000,0.00000,0.00000,15.20000,DEL002,0.00000,
JAC03A,Jacksons Thick Sliced White Sandwich Bread (Loaf) 800gm,2.30000,0.00000,0.00000,1.52000,DEL002,0.00000,
JAC03B,Roberts Thick Sliced White Sandwich Bread 10 x 800gm 14+2,21.45000,45.00000,44.00000,11.00000,ROB002,56.00000,
JAC03C,Roberts Thick Sliced White Sandwich Bread (Loaf) 800gm,2.15000,74.00000,69.00000,1.48000,ROB002,0.00000,
JAC03D,Jacksons Thick Sliced White Sandwich Bread 10 x 800gm 16+2,20.25000,0.00000,0.00000,13.98000,DEL002,0.00000,
JAC03E,Jacksons Thick Sliced White Sandwich Bread (Loaf) 800gm 16+2,2.05000,0.00000,0.00000,1.40000,DEL002,0.00000,11/03/2024
JAC04,Jackson Thick Sliced Malt Brown Sandwich Bread 10x800gm 14+2,23.25000,0.00000,0.00000,15.57000,DEL002,0.00000,
JAC04A,Jackson Thick Sliced Malt Brown Sandwich Bread (Loaf) 800gm,2.35000,0.00000,0.00000,1.56500,DEL002,0.00000,
JAC04B,Roberts Thick Sliced Malt Sandwich Bread 10 x 800gm 14+2,22.85000,49.00000,48.00000,12.00000,ROB002,56.00000,
JAC04C,Roberts Thick Sliced Malt Sandwich Bread (Loaf) 800gm,2.32500,34.00000,29.00000,1.55700,ROB002,0.00000,
JAC04D,Jacksons Thick Sliced Brown Sandwich Bread 10 x 800gm 16+2,20.95000,0.00000,0.00000,14.44000,DEL002,0.00000,11/03/2024
JAC04E,Jacksons Thick Sliced Brown Sandwich Bread (Loaf) 800gm 16+2,2.10000,0.00000,0.00000,1.44000,DEL002,0.00000,11/03/2024
JAC04F,Jacksons MEDIUM Sliced Malted Sandwich Bread 10 x 800gm 18+2,23.25000,0.00000,0.00000,15.56000,HUN001,0.00000,
JAC04G,Jacksons Malted Brown Sandwich Bread 10 x 800gm 14+2,23.35000,0.00000,0.00000,15.57000,HUN001,0.00000,
JAC05K,Kingsmill White Bloomer 6 x 700gm 12+2,14.35000,0.00000,0.00000,9.89000,HUN001,0.00000,23/08/2023
JACKSON01,Jackson Thick Sliced White Bloomer 6 x 900gm 14+2,12.95000,0.00000,0.00000,9.06000,JAC001,0.00000,12/01/2024
JACKSON01A,Thick Sliced White Bloomer (Loaf) 900gm,2.20000,0.00000,0.00000,1.51000,JAC001,0.00000,12/01/2024
JACKSON02,Jackson Thick Sliced Malted Bloomer 6 x 900gm 14+2,13.05000,0.00000,0.00000,9.12000,JAC001,0.00000,12/01/2024
JACKSON02A,Thick Sliced Malted Bloomer (Loaf) 900gm,2.20000,0.00000,0.00000,1.52000,JAC001,0.00000,12/01/2024
JACKSON03,Jackson Thick Sliced White Sandwich Bread 10x800gm 14+2,22.70000,0.00000,0.00000,15.20000,HUN001,0.00000,07/11/2025
JACKSON03A,Thick Sliced White Sandwich Bread (Loaf) 800gm,2.26860,0.00000,0.00000,1.52000,JAC001,0.00000,
JACKSON04,Jackson Thick Sliced Wholemeal Sandwich Bread 10x800gm 14+2,21.85000,0.00000,0.00000,14.64000,HUN001,0.00000,07/11/2025
JACKSON04A,Jacksons Thick Sliced Wholemeal Sandwich Bread (Loaf) 800gm,1.85000,0.00000,0.00000,1.29000,JAC001,0.00000,
JAM01C,Hartley's Best Strawberry Jam 3.18kg,9.70000,3.00000,3.00000,6.49000,HAI001,0.00000,
JAM01D,Tiptree Catering Strawberry Preserve 3kg,20.60000,7.00000,7.00000,14.21000,WIL001,0.00000,
JAM02B,Tiptree Catering Apricot Preserve 3kg,20.60000,7.00000,7.00000,14.21000,WIL001,0.00000,
JAM03B,Menz & Gasser Assorted Jam Portions (Plastic) 100 x 20gm,11.45000,82.00000,82.00000,6.90000,MAR002,0.00000,
JAM03C,Menz & Gasser Strawberry Jam Portions (Plastic) 100 x 20gm,11.45000,6.00000,6.00000,6.65000,MAR002,0.00000,
JAM04A,Tiptree Strawberry Preserve CASE 72 x 28gm,24.35000,13.00000,13.00000,16.79000,WIL001,0.00000,
JAM04AA,Tiptree Strawberry Preserve TRAY 24 x 28gm,8.15000,0.00000,0.00000,5.60000,WIL001,0.00000,11/11/2024
JAM04B,Tiptree Raspberry Preserve CASE 72 x 28gm,28.20000,0.00000,0.00000,19.43000,WIL001,0.00000,
JAM04BB,Tiptree Raspberry Preserve TRAY 24 x 28gm,9.40000,0.00000,0.00000,6.48000,WIL001,0.00000,11/11/2024
JAM06A,Tiptree Catering SEEDLESS Raspberry Jam 3kg,26.10000,10.00000,10.00000,17.99000,WIL001,0.00000,
JAM07,Tiptree Blackcurrant Preserve CASE 72 x 28gm,24.35000,3.00000,3.00000,16.79000,WIL001,0.00000,
JAM07A,Tiptree Blackcurrant Preserve TRAY 24 x 28gm,8.15000,0.00000,0.00000,5.60000,WIL001,0.00000,11/11/2024
JAM08,Tiptree Apricot Preserve CASE 72 x 28gm,24.35000,0.00000,0.00000,16.79000,WIL001,0.00000,01/05/2023
JAM100,Tiptree Catering Blackcurrant Preserve 3kg,20.60000,3.00000,3.00000,14.21000,WIL001,0.00000,
JAN42A,Mr. Muscle Drain Unblocker Gel 1ltr,3.65000,0.00000,0.00000,2.52000,DCS001,0.00000,08/12/2025
JAN42C,Mr. Muscle Drain Unblocker Gel 500ml,3.99000,0.00000,0.00000,2.11000,DCS001,0.00000,06/06/2025
JAN50,Trigger Spray Bottle 750ml - TO ORDER ONLY,2.80000,0.00000,0.00000,1.17000,BAR002,0.00000,
JELLYS001,Triple Lion Raspberry Jelly Crystals 3.5kg,15.20000,0.00000,0.00000,8.50000,SPL001,0.00000,16/10/2023
JELLYS001A,James Brown Raspberry Jelly Crystals 3.5kg,15.20000,0.00000,0.00000,9.04750,SPL001,0.00000,24/07/2025
JELLYS002,Triple Lion Strawberry Jelly Crystals 3.5kg,15.20000,0.00000,0.00000,8.50000,SPL001,0.00000,14/10/2023
JELLYS002A,James Brown Strawberry Jelly Crystals 3.5kg,15.20000,0.00000,0.00000,9.04800,SPL001,0.00000,24/07/2025
JELLYS003,Triple Lion Orange Jelly Crystals 3.5kg,15.20000,0.00000,0.00000,8.51000,SPL001,0.00000,10/01/2024
JELLYS003A,James Brown Orange Jelly Crystals 3.5kg,15.20000,0.00000,0.00000,8.51000,SPL001,0.00000,24/07/2025
JELLYS004,Chef William Strawberry Jelly Crystals 3.5kg,15.20000,0.00000,0.00000,7.49750,SLE001,4.00000,
JELLYS004A,Chef William Raspberry Jelly Crystals 3.5kg,15.20000,0.00000,0.00000,8.49750,SLE001,4.00000,
JOHNW001,John West Red Salmon 213gm,5.30000,0.00000,0.00000,3.54125,WES002,0.00000,
JUD01,Jude's Very Vanilla Ice Cream 4ltr,27.55000,4.00000,4.00000,18.47000,JUD001,0.00000,
JUD02,Jude's Chocolate Ice Cream 4ltr - TO ORDER ONLY,27.20000,0.00000,0.00000,18.23000,JUD001,0.00000,
JUD03,Jude's Strawberry Ice Cream 4ltr - TO ORDER ONLY,24.85000,0.00000,0.00000,17.38000,JUD001,0.00000,
JUD04,Jude's Salted Caramel Ice Cream 4ltr,31.55000,1.00000,1.00000,21.13000,JUD001,0.00000,
JUD05,Jude's Ginger Spice Ice Cream 4ltr - TO ORDER ONLY,33.10000,0.00000,0.00000,22.83000,JUD001,0.00000,
JUD06,Jude's Black Coconut Ice Cream 4ltr,31.60000,0.00000,0.00000,24.32000,JUD001,0.00000,15/12/2025
JUD07,Jude's Brandy Butter Ice Cream 4ltr,33.40000,0.00000,0.00000,22.37000,JUD001,0.00000,
JUD09,Judes's White Chocolate Ice Cream 4ltr,0.00000,0.00000,0.00000,13.25000,JUD001,0.00000,29/01/2025
JUD12,Jude's Caramel Pecan Ice Cream 4ltr,26.65000,0.00000,0.00000,21.30000,JUD001,0.00000,05/04/2023
JUD13,Jude's Blood Orange Sorbet 4ltr - TO ORDER ONLY,31.55000,0.00000,0.00000,21.13000,JUD001,0.00000,
JUD16,Jude's Lemon Sorbet 4ltr - TO ORDER ONLY,24.80000,0.00000,0.00000,19.85000,JUD001,0.00000,
JUD17,Jude's Mango Sorbet 4ltr - TO ORDER ONLY,31.55000,0.00000,0.00000,21.13000,JUD001,0.00000,
JUD18,Jude's Raspberry Sorbet 4ltr - TO ORDER ONLY,30.55000,0.00000,0.00000,20.48000,JUD001,0.00000,
JUD19,Jude's VEGAN Rhubarb and Elderflower Sorbet 4ltr,24.80000,0.00000,0.00000,0.00000,JUD001,0.00000,10/09/2025
JUD50,Jude's VEGAN Vanilla Ice Cream 4ltr,31.55000,5.00000,5.00000,21.13000,JUD001,0.00000,
JUD51,Jude's VEGAN Coconut Ice Cream 4ltr,31.55000,1.00000,1.00000,21.13000,JUD001,0.00000,
JUD52,Jude's VEGAN Chocolate Ice Cream 4ltr,31.55000,0.00000,0.00000,21.13000,JUD001,0.00000,
