SKU,Title,Sessions,Units,Conversion_%,Revenue_£,AOV_£
CER27 - 003 Prime,Ready Brek Original 750gm (Pack of 10),27.0,3.0,11.11,149.55,49.85
TAYLOR001 - 006,"Taylors of Harrogate Lemon and Ginger Tea, 20 Tea bags (Pack of 6, Total 120 Tea bags)",27.0,3.0,11.11,60.27,20.09
VAN50A - 005 Prime,Nielsen Massey Vanilla Bean Paste 60ml (Pack of 6),27.0,3.0,11.11,195.63,65.21
SAU52C - 002,Wikinger Tinned Hot Dogs 30 x 50gm (Pack of 6),27.0,4.0,14.81,363.26,90.82
VEG09G - 002 Prime,Fontinella Artichoke Hearts in Brine 390g ARTH12 x 12,27.0,2.0,7.41,67.74,33.87
BIS09 - 006,Schar Digestive Biscuits 150 g (Pack of 3),27.0,2.0,7.41,26.3,13.15
UHT04 - 002,Kerrymaid Single UHT 1L x 12,27.0,2.0,7.41,95.68,47.84
SPI51G - 001,Chef William Onion Powder 500g,27.0,2.0,7.41,14.7,7.35
ALP10 - 007 not prime,Alpro Coconut Milk For Professionals 1ltr,26.0,1.0,3.85,37.75,37.75
MONINS32 - Prime,Monin Blueberry Syrup 70cl Case of 6,26.0,2.0,7.69,120.22,60.11
FOL09 - 002 Prime,Folkingtons Gently Sparkling Lemon & Mint Presse - 12 x 250ml cans,26.0,1.0,3.85,18.85,18.85
FRU03A - 001,"Caterers Pride Tinned Fruits (Plum Halves In Syrup 2.6kg, Pack of 1)",26.0,2.0,7.69,20.36,10.18
FIREF002 - 003 Prime,"Firefly (12 x 330ml, POMEGRANATE & ELDERFLOWER)",26.0,4.0,15.38,91.76,22.94
ALP10 - 007 Prime,Alpro Coconut Milk For Professionals 1ltr,26.0,1.0,3.85,37.97,37.97
ELSIN001 - 004,"Elsinore - Black Lumpfish Caviar, Medium Size, Salty Flavour, 100g",26.0,3.0,11.54,38.97,12.99
MAY22 - 001,"Flying Goose Mayo Sriracha, 730 ml",26.0,2.0,7.69,17.74,8.87
SPR25B - 002,Sun Pat - SMOOTH Peanut Butter - 1kg - (Pack of 3),26.0,2.0,7.69,58.96,29.48
VAN07 x 3 uk shipping,Taylor and Colledge Queen Vanilla Bean Extract 100 ml (Pack of 3),26.0,1.0,3.85,29.84,29.84
BOT21 - 001,"Coca Cola Diet Coke Glass, Pack of 24x330 ml",26.0,1.0,3.85,36.71,36.71
MED32B - 003,Dorri - Borettane Onions in Balsamic Vinegar (Pickled Onions) 2.5kg,25.0,4.0,16.0,69.36,17.34
VEG06C - 005,Batchelors Original Mushy Peas 3000g x 1,25.0,1.0,4.0,10.62,10.62
COL10A - 004 Prime,Colman's English Mustard 150g x Case of 6,25.0,4.0,16.0,89.2,22.3
MIL13 - 002 Prime,Milfresh Skimmed Milk Powder 2kg (Pack of 6),25.0,5.0,20.0,336.49,67.3
LIO05A - 001 Prime,Lion Louisiana BBQ Sauce 1ltr,25.0,1.0,4.0,8.73,8.73
RUMMO010 - 003 Prime,Parkers Rummo Premium Italian No.117 Gnocchi 500gm (Pack of 2),25.0,3.0,12.0,32.58,10.86
CRUSHA001 - 002,Crusha Milkshake Mix Banana Flavour 1 Litre (Pack of 12 x 1ltr),25.0,1.0,4.0,61.84,61.84
50-Q457-MT7D,REGGIA - Cannelloni Tubes - 2 x 250gm,25.0,4.0,16.0,29.16,7.29
PUREE010 - 001 Prime,Ravifruit Strawberry Puree 1kg,25.0,2.0,8.0,23.94,11.97
NUTALM001C - 001,Perelló Salted Catalan Almonds – 1 kg | Traditional Premium Spanish Snack | Lightly Salted Almonds,25.0,1.0,4.0,44.39,44.39
OIL02H - 001 Prime,LA ESPAÑOLA - Extra Virgin Olive Oil Made from 100% Spanish Olives. 5 l Bottle,25.0,3.0,12.0,101.94,33.98
GRA07 - 002 not prime,McDougalls Thickening Granules Sweet and Savory Instant Thickener 1.5kg British Food Shop,25.0,1.0,4.0,23.16,23.16
STO23 - 003 Prime,Essential Cuisine - LAMB Stock Mix - 700g,25.0,2.0,8.0,54.18,27.09
ORI51D - 001,Ma Kombu (Dried Kelp) - 1st Grade 500G,25.0,2.0,8.0,68.48,34.24
FLORA004 - 002,Flora Plant Based Double Cream Alternative 1ltr (Pack of 8),25.0,2.0,8.0,106.24,53.12
CLE01HA - 003, ,25.0,3.0,12.0,172.41,57.47
MAY02 - 001,Oasis Luxury Premium Mayonnaise 5 Litres,24.0,1.0,4.17,28.15,28.15
ELSIN003 - 002 Prime,Elsinore Cooked & Pickled Cockles 200gm,24.0,3.0,12.5,21.63,7.21
BAK13B - 001,"Cacao Barry Pistachio Praline Paste – 1kg | 70% Pistachio | Natural Green | Vegan, Gluten-Free, No Lecithin",24.0,1.0,4.17,74.99,74.99
GAR09B - 001,Lefktro Peeled Black Garlic 150g,24.0,1.0,4.17,11.52,11.52
BAK06G - 001,"Chef William Gluten Free Baking Powder, 900g – Aluminium-Free Double-Acting Raising Agent, Ideal for Gluten-Free Cakes, Breads, Pastries, and General Baking, Resealable Catering Pack",24.0,3.0,12.5,23.97,7.99
Bundle - 101 Prime,Menz & Gasser - Jam Portions Bundle (Plastic) (Marmalade and Assorted 200 x 20gm),24.0,3.0,12.5,81.12,27.04
DRI15 - 001,Parkers Dried Apple Rings 1kg,24.0,4.0,16.67,63.2,15.8
JAM03B - 002,Menz and Gasser Assorted Jam Portions - Individual Portions of Delicious Assorted Jam Perfect for Breakfast Travel - Pack of 200 Portions Exp 04/26,23.0,4.0,17.39,103.6,25.9
POW01 - 001,Middleton Foods Chinese Meat Glaze Marinade Seasoning Mix 2.5kg,23.0,1.0,4.35,21.99,21.99
TWIN021 - 001 Prime,Twinings Earl Grey Loose Tea in Tin 600g (Multipack of 6 x 100g tins),23.0,1.0,4.35,38.23,38.23
POW02 - 002,Middleton Foods Garden Mint Meat Glaze Marinade Seasoning Mix 2.5kg,23.0,1.0,4.35,21.99,21.99
OLI02 - 001,ETINA - Pitted Hojiblanca (Spanish) Black Olives - 4.1kg,23.0,3.0,13.04,44.04,14.68
SOUTHD008 - 001,South Downs Water 24 x 500ML Sparkling - 100% Recyclable Bottles,23.0,4.0,17.39,70.78,17.7
SOUTHD005 - 001 Prime,South Downs Water 24 x 500ml Still Water (100% Recyclable Plastic Bottles),23.0,2.0,8.7,35.56,17.78
MIL06D - 015 Prime,Biona Organic Coconut Milk 400ml Tinned Healthy Food,23.0,1.0,4.35,6.81,6.81
MED10 - 002 Prime,"Cortas - Baba Ghanoush Eggplant Dip, 13 1/2 oz (Pack of 6), Ready to Eat",23.0,2.0,8.7,60.3,30.15
TATECA001 - 009 Prime,Tate & Lyle Fairtrade Caster Sugar - 6x2kg,23.0,1.0,4.35,24.02,24.02
Bundle - 194 Prime,"Tate and Lyle - Syrup Lover's Bundle- Maple, Agave, Golden & Black Treacle",23.0,1.0,4.35,20.33,20.33
SOUTHD008 - 001 Prime,South Downs Water 24 x 500ML Sparkling - 100% Recyclable Bottles,23.0,1.0,4.35,19.05,19.05
SPI12AAAAAA,Belazu Rose Harissa 170g (Pack of 4),23.0,4.0,17.39,77.52,19.38
OIL08A - 003 Prime,Centaur - Walnut Oil - 500ml,22.0,4.0,18.18,49.96,12.49
COF10 - 001 Prime,"Small Batch Coffee - BRAZIL Whole Coffee Beans 1kg (1kg, Milk Chocolate, Hazelnut & Vanilla)",22.0,3.0,13.64,76.8,25.6
PAS70A - 002,Pasta Reggia Riso Orzo Pasta - 24x500g,22.0,2.0,9.09,62.0,31.0
VEG06B - 008 Prime,( 3kg Pack ) Batchelors Original Mushy Peas 3kg,22.0,3.0,13.64,33.6,11.2
PRE09C - 003 Prime,Gale's Lemon Curd 3.18kg – Premium Catering-Grade Spread,22.0,3.0,13.64,47.97,15.99
wessex mill,Wessex Mill Flours (Wessex Mill Wholemeal Rye Flour 2x1.5kg Pack),22.0,2.0,9.09,19.98,9.99
DES05 - 002,Callebaut Dark Chocolate Mousse Powder 800 g,22.0,3.0,13.64,74.25,24.75
RUMMO014 - 004 Prime,Rummo Premium Italian No. 88 Casarecce 500gm (Pack of 6),22.0,2.0,9.09,40.24,20.12
FLO40 - 002,Shipton Mill Dark Rye Flour 25kg,21.0,1.0,4.76,33.16,33.16
JAM03B - 003,Menz and Gasser Assorted Jam Portions - Individual Portions of Delicious Assorted Jam Perfect for Breakfast Travel - Pack of 400 Portions Exp 04/26,21.0,3.0,14.29,146.82,48.94
DRE04 - 002,Lion Blue Cheese Dressing 2.27ltr - (Pack of 2),21.0,2.0,9.52,51.32,25.66
ORI19 - 001 Prime,"Chili Sriracha Sauce, Sharp, with Garlic, Squeeze Flasche, Flying Goose, 720 ml",21.0,2.0,9.52,18.86,9.43
CORE0I002 - 001 Prime,CORE Extra Virgin Olive Oil 5ltr (1),21.0,2.0,9.52,66.46,33.23
DEEPIO001 - 002 Prime,Deepio Degreaser Powder 6kg (Pack of 2),21.0,2.0,9.52,95.47,47.74
LIO07 - 001 Prime,LION Horseradish Sauce 2.27 Litres,21.0,3.0,14.29,45.08,15.03
CUP24B - 002,Edenware Compostable Double Wall Coffee Cup 8oz - 1x500,21.0,2.0,9.52,103.26,51.63
GRA03 - 004 Prime,Bisto Chicken Gravy Granules 1.9kg,21.0,2.0,9.52,43.53,21.76
TAR31A - 001 Prime,Pidy - Medium Vol Au Vents - 72 x 8cm,21.0,1.0,4.76,56.07,56.07
Bundle - 099 Prime,Menz & Gasser - Jam Portions Bundle (Plastic) (Strawberry and Assorted 200 x 20gm),21.0,1.0,4.76,27.81,27.81
MILLER001 - 002,"Artisan Toast for Cheese Selection 12 x 100g (4 x 100g Date, Hazlenut & Pumpkins Seeds, 4 x 100g Apricots, Pistachios & Sunflower Seeds, & 4 x 100g Cherries, Almonds & Linseeds)",21.0,3.0,14.29,119.86,39.95
CHU12 - 002 Prime,The Bay Tree Spicy Gooseberry & Coriander Chutney 1.3kg,20.0,1.0,5.0,19.98,19.98
SPI70 - 002 Prime,"Global Farm Hand Picked Wild Fennel Pollen (2, 28gm)",20.0,1.0,5.0,45.45,45.45
SPICUR01A - 002 Prime,Triple Lion Mild Curry Powder 500gm,20.0,2.0,10.0,16.8,8.4
BAR04A - 002 Prime,Parkers Yutaka Wasabi Peas 2kg (Pack of 2),20.0,1.0,5.0,34.6,34.6
CUP25 - 001,Edenware Compostable Double Wall Coffee Cup 12oz - 1x500,20.0,1.0,5.0,62.9,62.9
BAR30 - 001 Prime,"Jacob's Mini Cheddars Smoky BBQ Grab Bag, 45 g (Pack of 30)",20.0,3.0,15.0,63.84,21.28
CHO90A - 001,Callebaut Dark Chocolate Chunks 10kg,20.0,3.0,15.0,552.55,184.18
HOT04A - 002,Bovril Beef Savoury Drink 250G,19.0,4.0,21.05,36.28,9.07
MONINT02 - 004,3 x Monin caramel sauce 500 ml - caramel flavoured Sauce,19.0,1.0,5.26,25.61,25.61
MONINS17 - 004 Prime,MONIN Maple Spice Maple Syrup 3 x 0.7 Litres,19.0,1.0,5.26,31.69,31.69
CAL101, ,19.0,2.0,10.53,189.9,94.95
Bundle - 210 Prime,Dr. Oetker Bundle - Chocolate & Sugar Strands - 2 x 700gm,19.0,2.0,10.53,40.62,20.31
VIN02F - 001,"Sarson's Malt Vinegar - Plastic Bottle, 300ml (Pack of 6)",19.0,1.0,5.26,12.08,12.08
MAJORS002 - 001,Major Gluten Free Vegetable Stock Powder Mix - 1x1kg,19.0,1.0,5.26,28.09,28.09
VIN07A - 001,Lefktro Balsamic Vinegar,19.0,1.0,5.26,15.69,15.69
CER08 - 001,Centaur Greenwheat Freekeh 1kg,19.0,4.0,21.05,47.08,11.77
AFT04B - 003,"Parkers Whitakers Mint Crisps 1kg, Brown/Gold",19.0,3.0,15.79,62.88,20.96
DEC20 - 004 Prime,"Mona Lisa Chocolate Shavings 2.5kg (1 Box, Dark Chocolate)",19.0,1.0,5.26,48.72,48.72
OLI99 - 004,Belazu | Black Olive Tapenade | 4 x 170g,19.0,3.0,15.79,52.29,17.43
UHT31C - 002,Jersey Luxury CHOCOLATE Ice Cream Mix 1ltr - (Pack of 12),19.0,1.0,5.26,89.85,89.85
GLA02,Essential Cuisine - Game Glace 600g,18.0,2.0,11.11,67.3,33.65
ALP08 - 002,Alpro Barista for Professionals Almond Long Life Drink 1L x 12,18.0,1.0,5.56,32.31,32.31
CON32A,Frenchs 100% Natural Classic Yellow Mustard 2.98kg Catering Size Tub,18.0,2.0,11.11,35.28,17.64
COR21A - 003,"Fresher's Juice Drinks 5ltr (No Added Sugar Blackcurrant, Pack of 2)",18.0,2.0,11.11,39.1,19.55
MUS02,Porcini Dried Mushrooms 500g,18.0,1.0,5.56,43.25,43.25
BAK22A - 002 Prime,Biona Squeezy Blackstrap Molasses 350gm (Pack of 2),18.0,3.0,16.67,32.16,10.72
ORI18 - 002,Squid Brand Fish Sauce 700 ml (Pack of 6),18.0,2.0,11.11,47.68,23.84
CAMBR016 - 002 Prime,"Cambrook (650gm, Giant Spicy Corn Kernels)",17.0,2.0,11.76,24.36,12.18
SUG31 - 003 Prime,La Perruche Wrapped Mixed Individual Sugar Cubes 2.5kg (Pack of 2),17.0,1.0,5.88,59.96,59.96
DEC10A - 001,Callebaut White Chocolate Rubens Pencils 20 cm 900 g,17.0,1.0,5.88,41.25,41.25
CAMBR012 - 002 Prime,"Cambrook (1kg, Nut Mix No. 2)",17.0,2.0,11.76,59.66,29.83
CHU36 - 003,The Bay Tree - Spicy Tomato & Onion Chutney - 3kg - (Pack of 4),17.0,2.0,11.76,202.32,101.16
CAP02B - 002 Prime,Surfine Capers in Brine 1.65KG Lefktro (Pack of 6),17.0,3.0,17.65,200.88,66.96
CHO91A - 001 Prime,Callebaut Bakestable Milk Chocolate Chunks 10kg,17.0,1.0,5.88,177.76,177.76
FAT03C - 002,Centaur - Duck Fat - 1kg - (Pack of 6),17.0,1.0,5.88,60.99,60.99
HERDIL01A - 001 Prime,Dried Dill 180g | Triple Lion | Herbs & Seasoning,16.0,2.0,12.5,21.98,10.99
TATEIC001 - 002,Tate & Lyle Icing Sugar 25Kg x 1 pack,16.0,2.0,12.5,73.54,36.77
OIL02G - 001,Lefktro - Extra Virgin Olive Oil - 5ltr - (Case of 3),16.0,1.0,6.25,95.95,95.95
BAK08 - 001,Silver Leaf Gelatine 1KG,16.0,2.0,12.5,67.16,33.58
LIO01 - 001 Prime,Lion English Mustard 2.27Ltr,16.0,2.0,12.5,31.5,15.75
LIO01 - 001,Lion English Mustard 2.27Ltr,16.0,1.0,6.25,15.17,15.17
TAYLOR006 - 002,"Taylors of Harrogate Pure Green Tea, 20 Individually Wrapped & Tagged Tea Bags (Pack of 6)",16.0,1.0,6.25,14.55,14.55
COL10A - 001,"Colman's English Squeezable Mustard , 150g",16.0,1.0,6.25,6.92,6.92
SOS21B - 001,"Ultratex 3, Tapioca Starch, Thickener for Cold, Sosa, 400 g",16.0,1.0,6.25,28.45,28.45
ESS16 - 004 Prime,"Nielsen-Massey Pure Orange Extract, 60ml",16.0,1.0,6.25,8.28,8.28
TAYLOR007 - 002,"Taylors of Harrogate Ceylon Tea, 20 Individually Wrapped & Tagged Tea Bags (Pack of 6)",16.0,3.0,18.75,51.6,17.2
GRA16 - 005,Essential Cuisine No1 Beef Gravy Mix - 2x1.5kg,16.0,2.0,12.5,89.62,44.81
DEH05 - 003 Prime,Batchelors Cheese Sauce Large 1600g,15.0,2.0,13.33,63.64,31.82
BLA03 - 001 Prime,Boudin Noire (Black Pudding) 370g – Traditional French Pork Sausage – Shelf Stable – by Centaur Foods,15.0,2.0,13.33,25.98,12.99
Retail026 x 2,Maille Dijon Originale Traditional Mustard Hot 7.5oz(Pack of 2) by Maille,15.0,3.0,20.0,29.16,9.72
COL10B,Colman's Original English Squeezy Mustard 150g - Pack of 2,15.0,1.0,6.67,9.85,9.85
CAMBR011 - 002 Prime,"Cambrook (1kg, Truffle and Pecorino Nut Mix)",15.0,1.0,6.67,30.71,30.71
GLA07 - 001 Prime,Essential Cuisine - LAMB GLACE - 600g,15.0,3.0,20.0,92.16,30.72
MAY21 - 002 Prime,Lion Vegan Chipotle Mayonnaise 1ltr (Pack of 6),15.0,1.0,6.67,35.52,35.52
DRE05 - 002,Lion Honey & Mustard Dressing 2.27ltr (Pack of 2),15.0,1.0,6.67,28.19,28.19
BEL04A - 001,Belvoir - GINGER Beer - 12 x 275ml,14.0,2.0,14.29,51.98,25.99
CHALK05 - 001 Prime,Chalkboard Marker Pen - 15mm Line White. Water based.,14.0,1.0,7.14,12.84,12.84
CRI10 - 002,Burt's Chips Lightly Salted (150g x 10),14.0,2.0,14.29,36.76,18.38
OETKER004 - 002,Dr Oetker Professional Coloured Sugar Strands - 6x700g,14.0,1.0,7.14,52.03,52.03
MONINS31 - 006 Prime,Monin Glasco Lemon Syrup 70cl Case of 6,14.0,1.0,7.14,43.51,43.51
POW02 - 003,Middletons Garden Mint Glaze 2.5kg Resealable Tub,14.0,1.0,7.14,21.99,21.99
COMPOU006 - 001 Prime,Dawn - RASPBERRY Compound - 1kg,14.0,3.0,21.43,119.67,39.89
DEEPIO001A - 001,Deepio Degreaser Powder 5.5 kg – Heavy‑Duty Alkaline Cleaner for Industrial & Catering Use,14.0,3.0,21.43,77.52,25.84
CRI10 - 002 Prime,Burt's Chips Lightly Salted (150g x 10),14.0,2.0,14.29,37.92,18.96
COR20A - 004,"Fresher's Juice Drinks 5ltr (Lime, Pack of 2)",14.0,1.0,7.14,18.28,18.28
DEC21 - 002 Prime,"Mona Lisa Chocolate Shavings 2.5kg (1 Box, Milk Chocolate)",14.0,2.0,14.29,93.32,46.66
BUT25G,Whirl Vegetable Oil Butter Flavour - 2 x 4LTR,14.0,3.0,21.43,124.56,41.52
PIC01 - 005,Branston Original Pickle 2.55kg x 2,14.0,3.0,21.43,90.27,30.09
LIO05 - 002,"Lion Hickory BBQ Sauce, 2.27 Litres - (Pack of 2)",14.0,2.0,14.29,40.8,20.4
HOT04A - 009,Bovril Beef Extract 250G,14.0,1.0,7.14,9.07,9.07
PIC03D - 002 Prime,Parkers Seasoners - Pickled SILVERSKIN Onions - 2.25kg (drained weight 1.3kg) (Pack of 2),14.0,1.0,7.14,20.33,20.33
RTS15 - 001, ,14.0,1.0,7.14,31.23,31.23
HON07A - 004,Rowse Chilli Fusion Honey – 680g | Infused with Birds Eye & Guajillo Chillies | Sweet & Spicy Gourmet Honey,13.0,1.0,7.69,9.19,9.19
JUS01B,"Essential Cuisine Veal Jus - 2x1kg, 2 Pieces, 16L Total, Tub Container",13.0,2.0,15.38,133.64,66.82
MUS05,morel dried mushrooms 100g,13.0,1.0,7.69,43.45,43.45
ORI04D - 001 Prime,Flying Goose Thai Hoisin Sauce for Stir Fry & Dipping Sauce 730ml HALAL (Pack of 2),13.0,1.0,7.69,12.54,12.54
SPIMIX01 - 001,Mixed Spice 450g | Triple Lion | Herbs & Seasoning,13.0,1.0,7.69,8.94,8.94
COL07 - 011,Colman's Tartare Sauce 2.25L x Case of 2,12.0,1.0,8.33,38.86,38.86
GJ-0BAE-4647,Belazu - Rose Harissa - 170gm - (Pack of 12),12.0,1.0,8.33,49.57,49.57
ACC02 - 004,Manora - Shrimp Crackers - 500gm - (Case of 20),12.0,1.0,8.33,76.74,76.74
STO23,Essential Cuisine - Lamb Stock Mix - 700g,12.0,2.0,16.67,54.32,27.16
FOL21 - 002,Folkington's - Sparkling ELDERFLOWER Presse (Glass) - 12 x 330ml,12.0,2.0,16.67,51.98,25.99
ORI90 - 002 Prime,Biona Seitan Marinated In Ginger & Tamari 350gm (Pack of 2),12.0,1.0,8.33,14.79,14.79
Bundle - 104 Prime,Mona lisa BUNDLE - Chocolate Pencils - 2 x 900g (WHITE & MARBLED),12.0,1.0,8.33,84.79,84.79
RIC03D - 002 Prime,"Parkers TILDA rice 5kg (2, Fragrant Jasmine (YELLOW))",12.0,2.0,16.67,106.42,53.21
DIP10E - 001,Lefktro Tahini 900g,12.0,2.0,16.67,22.64,11.32
COMPOU005 - 001 Prime,Dawn - STRAWBERRY Compound - 1kg,12.0,2.0,16.67,74.5,37.25
CON12B - 001,"Heinz Lea and Perrins Worcester Sauce, 290 ml (Pack of 6)",12.0,1.0,8.33,26.38,26.38
SPICAJ001 - 002 Prime,Triple Lion Cajun Seasoning 600gm,12.0,2.0,16.67,18.24,9.12
VEG03D - 001 Prime,Ballerina Tomato Paste 800gm,12.0,1.0,8.33,6.72,6.72
HOT19 - 002 Prime,Hot Chocolate Sachets - 50 x 28gm (Pack of 2),12.0,2.0,16.67,105.14,52.57
LIO02 - 002,Lion French Mustard 2.27ltr - Pack of 2,12.0,1.0,8.33,21.11,21.11
VEG06B - 006,Batchelors Mushy Peas 6X3KG,12.0,2.0,16.67,87.94,43.97
BUT25 - 002 Prime,Whirl Butter Substitute 4ltr (Pack of 2),11.0,2.0,18.18,83.32,41.66
MED03D - 004 Prime,Chefs Brigade Sundried Tomatoes NO OIL 1kg (2),11.0,1.0,9.09,26.56,26.56
FRU07A - 002,"Caterers Pride Tinned Fruits (Grapefruit Segments in Syrup 3kg, Pack of 6)",11.0,1.0,9.09,48.76,48.76
CON11 - 001,Caterers Pride Brown Sauce 4.3kg,11.0,2.0,18.18,26.84,13.42
OLI08 - 001,"World Food Shop Perello Gordal Pitted Picante Olives - Gourmet Spanish Snack, Spicy & Succulent - 2kg Bulk Pack for Entertaining and Culinary Delights",11.0,2.0,18.18,93.54,46.77
FLO19E - 001 Prime,Doves Farm - Gluten Free WHITE SELF RAISING Flour (Sack) - 16kg,11.0,1.0,9.09,46.4,46.4
BUT25 - 002,Whirl Butter Substitute 4ltr (Pack of 2),11.0,1.0,9.09,41.33,41.33
HON07A - 003,Rowse Chilli Infused Honey 680g (6 Pack),11.0,1.0,9.09,33.99,33.99
VIN07A - 002,Lefktro Balsamic Vinegar 5ltr (Pack of 3),11.0,1.0,9.09,42.16,42.16
DRE01B - 002 Prime,Lion French Dressing with Extra Virgin Olive Oil 2.27ltr (Pack of 2),11.0,1.0,9.09,20.24,20.24
SUG16B,( 8 Pack ) Béghin Say La Perruche Pure Cane Rough Cut Cubes 1kg SUWH1K,11.0,2.0,18.18,76.78,38.39
CER25D - Prime,"Parkers Foodservice – Luxury Muesli 1 kg | Fruit, Nut & Oat Breakfast Cereal | Bulk Catering Bag",11.0,1.0,9.09,10.31,10.31
MACPHI004 - 002,Macphie Panna Cotta 1000 x 1,11.0,1.0,9.09,10.56,10.56
RTS03A,Essential Cuisine Signature Hollandaise Sauce - 1x1ltr,11.0,2.0,18.18,36.36,18.18
JUS06,Essential Cuisine - Signature Range - Red Wine Jus 1ltr,11.0,2.0,18.18,33.58,16.79
MACPHI004 - 004 Prime,Macphie Panna Cotta 1 Litre Dessert Mix,11.0,2.0,18.18,22.98,11.49
VIN31A - 003,"KTC White Vinegar 5 Litre - Perfect for Pickling, Cleaning, Baking, Marinades and Sauces & Cheese Making - 5 Litre Bottle - Produced in The UK (2 Pack)",11.0,2.0,18.18,29.66,14.83
ESS13 - 002,Nielsen Massey - Pure Almond Extract - 60ml x 8,11.0,1.0,9.09,33.79,33.79
PESTO003 - 002,Casalinga Vegan Green Pesto - 6x950g,11.0,1.0,9.09,59.48,59.48
MUS006 - 001 Prime,Centaur - Dried Trompettes Mushroom 100gm,11.0,2.0,18.18,38.44,19.22
BUNDLE012,Callebaut - Ruby and Gold 2 x 2.5kg Bundle - Finest Belgian Ruby RB1 and Caramel Gold Chocolate Couverture (Callets),10.0,1.0,10.0,119.9,119.9
MED07D - 003 Prime,Bay Tree Marinated Miniature Figs (6 x 600gm),10.0,2.0,20.0,114.76,57.38
FLO01A - 002 Prime,Heygates Fine Lady Plain Flour 1.5kg (Pack of 6),10.0,2.0,20.0,26.48,13.24
LIO10 - 002,Lion Tartare Sauce 2.27lt,10.0,1.0,10.0,13.5,13.5
HON07 - 002,Roquito Hot Honey 720gm - (Pack of 5),10.0,1.0,10.0,31.56,31.56
Bundle - 034 Prime,Caterers Pride Tomato Ketchup and Brown Sauce Bundle (2 x 4.3kg),10.0,1.0,10.0,22.35,22.35
TRU12A - 003,Acacia Honey with Truffle 220 grams,10.0,2.0,20.0,38.34,19.17
FLO03B - 002,Heygates Fine Lady Self Raising Flour 1.5kg (Pack of 6),10.0,1.0,10.0,14.56,14.56
FLO03B - 002 Prime,Heygates Fine Lady Self Raising Flour 1.5kg (Pack of 6),10.0,1.0,10.0,14.62,14.62
CER02H - 007,Merchant Gourmet Polenta 500g (Pack of 3),10.0,1.0,10.0,9.56,9.56
HOT04B - 009,Bovril Beef Flavoured Drink - 4 x 450gm,10.0,1.0,10.0,55.24,55.24
MIL06D - 012 Prime,Biona Organic Coconut Milk 400ml x 3,10.0,1.0,10.0,11.03,11.03
VIN55 - 006,Belazu Balsamic Pearls 55 g (Pack of 5),10.0,2.0,20.0,71.84,35.92
Bundle - 081 Prime,"Parkers Tate & Lyle Bundle - Demerara, White and Sucralose Sachets (Pack of 3)",10.0,2.0,20.0,52.36,26.18
POW05 - 002,Middleton Foods Piri Piri Meat Glaze Marinade Seasoning Mix 2.5kg,10.0,1.0,10.0,22.99,22.99
BAK22A - 001 Prime,Biona Squeezy Blackstrap Molasses 350gm,10.0,2.0,20.0,15.42,7.71
Belazu Oil Bundle - 003,Belazu Bundle WHITE and BLACK Truffle Extra Virgin Olive Oil (2 x 250ml),10.0,2.0,20.0,77.32,38.66
PANKO003 - 002 Prime,Chef William - Panko Breadcrumbs - 1kg - (Pack of 10),10.0,1.0,10.0,34.57,34.57
CER03D - 003,Merchant Gourmet Polenta 500g (Pack of 3),10.0,2.0,20.0,21.98,10.99
JUI18A - 007 Prime,"Biona Pressed Carrot Juice 500ml (12, Beetroot)",10.0,2.0,20.0,76.84,38.42
HON04D - 004 Prime,Hyve Squeezy Honey 340gm (Pack of 6),10.0,2.0,20.0,33.34,16.67
CORESA005 - 001 Prime,"Parkers CORE Condiments Sachets (1, Salad Cream)",10.0,1.0,10.0,13.1,13.1
ORI26B - 003 Prime,Yutaka Mirin Seasoning 150ml (Pack of 6),10.0,2.0,20.0,29.72,14.86
TATECA001 - 008,"Tate And Lyle Fairtrade Caster Sugar, 2kg",10.0,2.0,20.0,17.06,8.53
OLI99 - 006,Belazu Black Tapenade 170g - Pack of 6,9.0,1.0,11.11,24.8,24.8
CHO01B - 002,Cacao Barry Rouge Ultime Cocoa Powder 1kg (Pack of 6),9.0,1.0,11.11,111.01,111.01
Lefktro Vinegar Bundle 002,"Lefktro Vinegar Bundle (Cider, Balsamic, White and Red Wine 4 x 5l)",9.0,1.0,11.11,34.87,34.87
BAK07 - 003 Prime,Atlas BRONZE Leaf Gelatine 1kg (1kg),9.0,1.0,11.11,28.58,28.58
ORI90 - 001 Prime,Biona Seitan Marinated In Ginger & Tamari 350gm,9.0,1.0,11.11,9.7,9.7
Essential Cuisine Bundle - 004,"Essential Cuisine Stock Mix Bundle (Beef, Chicken, Vegetable 3 x 800g)",9.0,1.0,11.11,72.9,72.9
DRIMIX001 - 003 Prime,"Buchanan Dried Fruits (Mixed Fruit 3kg, Pack of 1)",9.0,1.0,11.11,17.82,17.82
Crisps Bundle - 003 Prime,Brown Bag Oak Smoked Chilli Crisps and Sea Salt & Malt Vinegar Crisps (2 boxes),9.0,1.0,11.11,33.1,33.1
TAYLOR003 - 005,Taylors Of Harrogate Earl Grey Tea (6x20BAG ),9.0,1.0,11.11,16.22,16.22
RTS16 - 002,Essential Cuisine Peppercorn Sauce Base - 2x800g,9.0,1.0,11.11,50.78,50.78
CAMBR008 - 003 Prime,"Cambrook (3 x 1kg, Hickory Smoked Almonds)",9.0,1.0,11.11,47.67,47.67
DEC08A - 002,Mona Lisa - Extra Long Dark Chocolate Pencils - Size 20 cm - 900 Grams,9.0,1.0,11.11,46.6,46.6
