SKU,ASIN,Status,Buy Box Price,Lowest Price,Currency,Our Price,Winning,Offers
"MED03D - 003",,Success,16.1,16.1,GBP,16.1,Yes,2
"MED03D - 003 Prime",,Success,16.1,16.1,GBP,16.1,Yes,2
"MED03E - 001 Prime",,Success,16.54,16.54,GBP,16.55,No,2
"MED04B - 001 One",,Success,20.58,20.58,GBP,20.58,Yes,1
"MED05D - 001",,Success,12.45,12.25,GBP,14.18,No,6
"MED06C - 001",,Success,17.01,17.01,GBP,17.01,Yes,1
"MED07D - 002 Prime",,Success,14.37,14.37,GBP,14.37,Yes,1
"MED07D - 004",,Success,13.7,13.7,GBP,13.7,Yes,2
"MED07D - 004 Prime",,Success,13.7,13.7,GBP,13.7,Yes,2
"MED07E - 001 Prime",,Success,11.67,11.67,GBP,11.67,Yes,1
"MED07E - 002 Prime",,Success,11.67,11.67,GBP,11.67,Yes,1
"MED12 - 001",,Success,20.21,20.21,GBP,20.22,No,2
"MED13 - 002",,Success,,,,,No,0
"MED13 - 004",,Success,,,,,No,0
"MED14 - 002",,Success,20.34,20.34,GBP,20.34,Yes,1
"MED16C - 001",,Success,7.6,7.6,GBP,13.7,No,2
"MED17A - 001 Prime",,Success,,10.64,GBP,10.64,No,2
"MED19B - 010 Prime",,Success,,7.85,GBP,7.85,No,1
"MED19C - 001 Prime",,Success,3,3,GBP,8.19,No,5
"MED32B - 001",,Success,17.35,17.35,GBP,18.71,No,6
"MED32B - 001 Uk shipping",,Success,17.35,17.35,GBP,18.71,No,6
"MED32B - 002",,Success,19.85,18.71,GBP,18.71,No,3
"MED32B - 003",,Success,18.95,18.71,GBP,18.71,No,2
"MED33",,Success,,,,,No,0
"MED33C - 001 Prime",,Success,10.95,10.95,GBP,10.95,Yes,1
"MED33E - 001 Prime",,Success,11.73,11.73,GBP,11.73,Yes,1
"MED33F - 001 Prime",,Success,,,,,No,0
"MED60A - 001",,Success,,13.88,GBP,,No,1
"MED60A - 001 Prime",,Success,,13.88,GBP,,No,1
"MED60A - 002 Prime",,Success,13.78,13.78,GBP,,No,4
"MED60A - 004",,Success,9.08,9.08,GBP,,No,4
"MED60A - 004 Prime",,Success,9.08,9.08,GBP,,No,4
"MIL06B - 001",,Success,15.05,15.05,GBP,15.05,Yes,1
"MIL13 - 002",,Success,11.99,11.99,GBP,16.94,No,8
"MIL13 - 004",,Success,16.36,15.85,GBP,16.36,Yes,2
"MIL13 - 005",,Success,16.36,15.85,GBP,16.36,Yes,2
"MIL13 - 006",,Success,16.36,15.85,GBP,16.36,Yes,2
"MILLER010 - 001",,Success,13.51,13.51,GBP,13.51,Yes,2
"MON13c",,Success,5.39,5.39,GBP,12.62,No,6
"MONIN Vanilla",,Success,8.26,8.26,GBP,15.27,No,15
"MONIN20",,Success,8.45,8.45,GBP,16.42,No,9
"MONIN20 - 002",,Success,8.45,8.45,GBP,16.42,No,9
"MONIN20 - 004",,Success,17.41,17.25,GBP,,No,2
"MONIN21 - 009",,Success,13.28,13.49,GBP,17.09,No,12
"MONIN21 - 010",,Success,17.17,16.95,GBP,,No,3
"MONINS01Q",,Success,,11.49,GBP,15.27,No,5
"MONINS02 - 003",,Success,12.87,12.55,GBP,14.6,No,8
"MONINS02W",,Success,8.45,8.45,GBP,15.27,No,15
"MONINS02Y",,Success,8.45,8.45,GBP,15.27,No,15
"MONINS03 - 001",,Success,14.6,14.6,GBP,14.6,Yes,2
"MONINS03 - 001 uk shipping",,Success,14.6,14.6,GBP,14.6,Yes,2
"MONINS04",,Success,15.27,15.27,GBP,15.27,Yes,1
"MONINS04 - 001",,Success,12.72,12.63,GBP,15.27,No,10
"MONINS04 1",,Success,11.4,11.4,GBP,14.6,No,11
"MONINS04 1 Prime",,Success,11.4,11.4,GBP,14.6,No,11
"MONINS05",,Success,7.99,7.99,GBP,15.27,No,7
"MONINS05 - 004",,Success,12.53,11.99,GBP,15.27,No,3
"MONINS06A - 004",,Success,14.25,13.72,GBP,14.91,No,15
"MONINS06A - 004 Prime",,Success,14.25,13.72,GBP,14.91,No,15
"MONINS07",,Success,9.99,9.99,GBP,15.58,No,14
"MONINS08",,Success,7.99,7.99,GBP,15.27,No,5
"MONINS08 - 002",,Success,19.36,19.36,GBP,19.36,Yes,1
"MONINS08a",,Success,,15.27,GBP,15.27,No,2
"MONINS09",,Success,11.52,7.99,GBP,11.91,No,9
"MONINS09 uk shipping",,Success,11.52,7.99,GBP,11.91,No,9
"MONINS10",,Success,10.99,10.99,GBP,14.6,No,11
"MONINS10 Prime",,Success,10.99,10.99,GBP,14.6,No,11
"MONINS100",,Success,12.39,12.39,GBP,17.64,No,13
"MONINS101 - 007",,Success,,21.2,GBP,,No,2
"MONINS101 - 007 Prime",,Success,,21.2,GBP,,No,2
"MONINS104 - 002",,Success,10.45,10.45,GBP,16.97,No,12
"MONINS104 - 004",,Success,15.9,15.9,GBP,,No,4
"MONINS11",,Success,8.45,8.45,GBP,15.27,No,14
"MONINS12 - 004",,Success,8.45,8.45,GBP,14.6,No,16
"MONINS12 - 004 Premium",,Success,8.45,8.45,GBP,14.6,No,16
"MONINS12 - 004 Prime",,Success,,19.36,GBP,19.36,No,2
"MONINS13 - 001 Prime",,Success,8.45,8.45,GBP,13.6,No,9
"MONINS14 - 002",,Success,13.17,13.16,GBP,14.6,No,5
"MONINS15 - 001",,Success,8.45,8.45,GBP,15.27,No,9
"MONINS17 - 007",,Success,12.88,12.86,GBP,14.91,No,7
"MONINS17 - 007 Prime",,Success,12.88,12.86,GBP,14.91,No,7
"MONINS18 - 006",,Success,8.45,8.45,GBP,14.91,No,12
"MONINS18 - 006 uk shipping",,Success,8.45,8.45,GBP,14.91,No,12
"MONINS20 - 001",,Success,9.5,9.5,GBP,15.27,No,13
"MONINS21",,Success,8.45,8.43,GBP,15.27,No,11
"MONINS22 - 008",,Success,8.45,8.45,GBP,12.59,No,10
"MONINS22 - 011",,Success,12.43,12.43,GBP,11.91,No,2
"MONINS22 - 012",,Success,,11.91,GBP,11.91,No,2
"MONINS23 - 001",,Success,13.37,13.49,GBP,15.58,No,11
"MONINS23 - 002",,Success,14.36,14.36,GBP,15.58,No,5
"MONINS23 - 007",,Success,13.2,13.2,GBP,15.58,No,6
"MONINS23 - 009 Prime",,Success,13.44,13.39,GBP,15.58,No,3
"MONINS26 - 001",,Success,12.63,8.45,GBP,15.27,No,12
"MONINS27 - 003",,Success,14.77,14.77,GBP,14.6,No,3
"MONINS27 - 003 Prime",,Success,14.77,14.77,GBP,14.6,No,3
"MONINS27 - 005 Prime",,Success,18.15,17.8,GBP,19.36,No,3
"MONINS28 - 002",,Success,14.99,14.99,GBP,15.27,No,2
"MONINS28 - 005",,Success,,14.6,GBP,14.6,No,3
"MONINS30 - 006",,Success,,14.6,GBP,14.6,No,1
"MONINS31 - 001",,Success,11.52,11.47,GBP,11.91,No,8
"MONINS31 - 001 Prime",,Success,11.52,11.47,GBP,11.91,No,8
"MONINS32 - 001",,Success,8.45,8.45,GBP,14.91,No,17
"MONINS32 - 001 Prime",,Success,8.45,8.45,GBP,14.91,No,17
"MONINS33 - 001",,Success,8.45,8.45,GBP,14.91,No,11
"MONINS33 - 001 Prime",,Success,8.45,8.45,GBP,14.91,No,11
"MONINS34 - 001 Prime",,Success,,15,GBP,15.58,No,4
"MONINS41 - 002 Prime",,Success,14.99,14.99,GBP,15.27,No,4
"MONINS44 - 001",,Success,12.79,12.79,GBP,16.42,No,9
"MONINS50 - 001",,Success,9.44,14.01,GBP,9.03,No,11
"MONINS50 - 001 Prime",,Success,9.44,14.01,GBP,9.03,No,11
"MONINS50 - 003",,Success,9.03,9.03,GBP,9.03,Yes,4
"MONINS51 - 001",,Success,5.99,6.33,GBP,,No,15
"MONINS51 - 001 Prime",,Success,5.99,6.33,GBP,,No,15
"MONINT01 - 001",,Success,7.7,7.79,GBP,12.98,No,12
"MONINT01 - 006",,Success,18.47,18.47,GBP,18.47,Yes,1
"MONINT02 - 001",,Success,7.99,8.4,GBP,13.48,No,13
"MONINT02 - 002",,Success,20.56,20.26,GBP,20.26,No,3
"MONINT03 - 001",,Success,7.99,8.29,GBP,13.48,No,9
"MONINT03 - 004",,Success,19.52,19.52,GBP,19.52,Yes,1
"MONINT05 - 001",,Success,10,9.85,GBP,14.26,No,11
"MUFFIN024 - 003 Prime",,Success,22.67,22.67,GBP,22.67,Yes,1
"MUFFIN024A - 001 One Day",,Success,17.47,17.47,GBP,19.1,No,4
"MUS001Aa - 001",,Success,,,,,No,0
"MUS01 - 001",,Success,17.99,17.99,GBP,20.18,No,6
"MUS01 - 001 Prime",,Success,17.99,17.99,GBP,20.18,No,6
"MUS01 - 003",,Success,20.18,20.18,GBP,20.18,Yes,2
"MUSTAR005 - 001 Prime",,Success,10.86,10.86,GBP,10.86,Yes,1
"MUSTAR006 - 001 Prime",,Success,10.86,10.86,GBP,10.86,Yes,1
"MUSTAR01",,Success,23.12,23.12,GBP,23.12,Yes,1
"MUSTAR03 - 001",,Success,16.08,15.48,GBP,15.48,No,2
"MUSTAR03 - 001 One Day",,Success,16.08,15.48,GBP,15.48,No,2
"MUSTAR04 - 001",,Success,14.9,14.9,GBP,14.9,Yes,1
"NAPKIN107 - 001 Prime",,Success,22.49,22.49,GBP,22.49,Yes,1
"NAPKIN82 - 001 Prime",,Success,14.4,14.4,GBP,25.02,No,12
"NAV07 x 2",,Success,,23.45,GBP,18.14,No,5
"NESQUIK001 - 001 Prime",,Success,2.25,2.25,GBP,,No,4
"NESQUIK002 - 001 Prime",,Success,3.3,3.3,GBP,,No,3
"NESQUIK003 - 001 Prime",,Success,,5.99,GBP,,No,3
"Nielsen Massey Bundle - 001",,Success,20.1,20.1,GBP,20.1,Yes,2
"Nielsen Massey Bundle - 002",,Success,17.04,17.04,GBP,17.04,Yes,1
"Nielsen Massey Bundle - 003",,Success,12.93,12.93,GBP,12.93,Yes,1
"Nielsen Massey Bundle - 004",,Success,19.75,19.75,GBP,19.75,Yes,1
"Nielsen Massey Bundle - 005",,Success,20.77,20.77,GBP,20.77,Yes,1
"NON01",,Success,16.5,16.49,GBP,19.48,No,3
"NON01 - 001",,Success,17.04,17.04,GBP,19.48,No,2
"NON13C - 001 Prime",,Success,20.32,20.32,GBP,20.32,Yes,1
"NON21B - 001 Prime",,Success,6.64,6.64,GBP,6.64,Yes,1
"NON38M - 001 Prime",,Success,5.99,5.99,GBP,5.99,Yes,1
"NON38N - 001 Prime",,Success,6.17,6.17,GBP,6.17,Yes,1
"NON40B - 001 Prime",,Success,11.22,11.22,GBP,11.22,Yes,1
"NON40B - 002 Prime",,Success,16.32,16.32,GBP,16.32,Yes,1
"NOO05 - 001",,Success,,17.99,GBP,,No,2
"NOO05W",,Success,22.99,22.99,GBP,,No,1
"NOO06A - 001",,Success,,9.95,GBP,,No,3
"NOO06TT",,Success,,,,,No,0
"NUT06A - 001",,Success,16.01,16.01,GBP,16.01,Yes,1
"NUT10 - 001 Prime",,Success,9.7,9.7,GBP,9.7,Yes,1
"NUT12C - 001",,Success,,16.69,GBP,16.93,No,3
"NUT12C - 001 Prime",,Success,,16.69,GBP,16.93,No,3
"NUT12C - 002",,Success,,8.57,GBP,8.57,No,4
"NUT12C - 002 Prime",,Success,,8.57,GBP,8.57,No,4
"NUT12C - 003",,Success,,11.86,GBP,11.86,No,5
"NUT12C - 003 Prime",,Success,,11.86,GBP,11.86,No,5
"NUT12C - 005",,Success,,14.33,GBP,14.33,No,3
"NUT12C - 005 Prime",,Success,,14.33,GBP,14.33,No,3
"NUT12C - 006 Prime",,Success,8.1,8.1,GBP,16.91,No,4
"NUT12C - 007 Prime",,Success,,12.98,GBP,13,No,5
"NUT12C - 008 Pime",,Success,16.91,16.89,GBP,16.91,Yes,6
"NUT12C - 009 Prime",,Success,14.89,14.87,GBP,14.89,Yes,6
"NUT15E - 002",,Success,,7.79,GBP,11.2,No,4
"NUT17 - 001",,Success,17.01,17.01,GBP,17.01,Yes,1
"NUT25 - 001",,Success,17.71,17.71,GBP,17.71,Yes,1
"NUTALM001BA - 001 One",,Success,15.12,15.12,GBP,15.12,Yes,3
"NUTALM002A - 001 Prime",,Success,25.64,25.64,GBP,,No,1
"NUTALM003 - 001 Prime",,Success,15.87,15.87,GBP,15.87,Yes,1
"NUTWAL003 - 001",,Success,11.78,11.78,GBP,11.78,Yes,1
"OETKER002 - 001",,Success,6.09,6.09,GBP,9.47,No,11
"OETKER003 - 002",,Success,9.93,9.93,GBP,,No,10
"OETKER003 - 002 uk shipping",,Success,9.93,9.93,GBP,,No,10
"OETKER004 - 001",,Success,9.15,9.88,GBP,12.93,No,10
"OETKER005 - 001",,Success,,9.27,GBP,,No,5
"OETKER005 - 002",,Success,7.86,7.86,GBP,,No,4
"OETKER007 - 003",,Success,6.66,6.31,GBP,11.25,No,5
"OIL03 - 001",,Success,,19.29,GBP,19.29,No,2
"OIL03J - 001",,Success,20.58,20.58,GBP,20.58,Yes,2
"OIL03J - 001 One Day",,Success,20.58,20.58,GBP,20.58,Yes,2
"OIL03K - 001",,Success,19.48,19.48,GBP,19.48,Yes,1
"OIL07B - 002",,Success,,,,,No,0
"OIL08A - 001 Prime",,Success,13.52,13.52,GBP,13.52,Yes,1
"OIL08A - 003 Prime",,Success,13.52,13.52,GBP,13.52,Yes,1
"OIL12 - 007",,Success,18.66,18.66,GBP,18.66,Yes,2
"OIL12 - 007 Prime",,Success,18.66,18.66,GBP,18.66,Yes,2
"OIL13 - 001",,Success,18.66,18.66,GBP,18.66,Yes,2
"OIL13 - 001 Prime",,Success,18.66,18.66,GBP,18.66,Yes,2
"OIL14 - 001",,Success,,,,,No,0
"OIL14 - 001 Prime",,Success,,,,,No,0
"OIL15D - 001",,Success,9.25,9.99,GBP,,No,6
"OIL15D - 002",,Success,,,,,No,0
"OIL16E - 001",,Success,,,,,No,0
"OIL18A - 001",,Success,12.9,12.9,GBP,12.9,Yes,1
"OIL22A - 001",,Success,11.5,11.29,GBP,11.29,No,2
"OIL22A - 002",,Success,14.99,14.99,GBP,17.78,No,2
"OIL22B - 001",,Success,17.7,17.7,GBP,17.7,Yes,1
"OIL27A - 002",,Success,,12.61,GBP,,No,11
"OIL27A - 002 Prime",,Success,,12.61,GBP,,No,11
"OIL27A - 006",,Success,,6.7,GBP,,No,7
"OIL27A - 006 Prime",,Success,,6.7,GBP,,No,7
"OIL27A - 009",,Success,6.4,6.4,GBP,,No,5
"OIL27A - 009 Prime",,Success,6.4,6.4,GBP,,No,5
"OIL28 - 001 Prime",,Success,,,,,No,0
"OIL31 - 001",,Success,8.71,8.71,GBP,,No,7
"OIL99 - 001",,Success,2.9,2.9,GBP,8.16,No,6
"OLI01 - 001",,Success,15.97,15.97,GBP,15.97,Yes,1
"OLI01A - 001",,Success,,,,,No,0
"OLI02 - 001",,Success,15.76,15.76,GBP,15.76,Yes,1
"OLI02A - 001",,Success,19.63,19.63,GBP,19.63,Yes,1
"OLI07A - 003",,Success,14.99,14.99,GBP,,No,2
"OLI41 - 001",,Success,,7,GBP,7,No,2
"OLI41 - 002",,Success,9.24,9.24,GBP,9.24,Yes,2
"OLI41 - 003",,Success,7,7,GBP,7,Yes,1
"OLI99 - 001",,Success,,14.92,GBP,14.92,No,2
"OLI99 - 002",,Success,2.9,2.9,GBP,8.16,No,6
"OLI99 - 003",,Success,,8.16,GBP,8.16,No,2
"OLI99 - 004",,Success,18.35,18.35,GBP,18.35,Yes,2
"OLI99 - 005",,Success,,11.52,GBP,11.52,No,5
"OPIES008 - 002",,Success,,,,,No,0
"OPIES008 - 004",,Success,,,,,No,0
"OPIES009 - 001",,Success,,,,,No,0
"OPIES009 - 002",,Success,,,,,No,0
"OPIES010 - 001",,Success,,,,,No,0
"ORI01 - 002",,Success,3.75,3.75,GBP,,No,15
"ORI01 - 002 Prime",,Success,3.75,3.75,GBP,,No,15
"ORI03B",,Success,16.01,16.01,GBP,17.67,No,5
"ORI03B Prime",,Success,16.01,16.01,GBP,17.67,No,5
"ORI04C - 001",,Success,12.79,12.79,GBP,18.25,No,3
"ORI04D - 001 Prime",,Success,15.95,15.95,GBP,,No,1
"ORI04D - 002",,Success,,,,,No,0
"ORI04D - 004",,Success,9.49,9.49,GBP,,No,3
"ORI04D - 004 Prime",,Success,9.49,9.49,GBP,,No,3
"ORI04D - 005",,Success,,,,,No,0
"ORI06B",,Success,13.29,13.29,GBP,17.67,No,5
"ORI06B Prime",,Success,13.29,13.29,GBP,17.67,No,5
"ORI07C - 004",,Success,16.4,16.41,GBP,17.67,No,3
"ORI08C - 001",,Success,11.45,11.45,GBP,17.6,No,4
"ORI09A",,Success,8.3,7.95,GBP,,No,5
"ORI09C - 001",,Success,12.25,11,GBP,,No,4
"ORI105 - 001",,Success,9.9,9.9,GBP,12.3,No,6
"ORI12C - 002 Prime",,Success,,7.68,GBP,7.69,No,3
"ORI12C - 003",,Success,13.52,13.52,GBP,17.19,No,5
"ORI12C - 003 Prime",,Success,13.52,13.52,GBP,17.19,No,5
"ORI12C - 004 Prime",,Success,9.99,9.99,GBP,11.29,No,3
"ORI13D - 001 Prime",,Success,6.39,6.39,GBP,6.39,Yes,1
"ORI13D - 002 Prime",,Success,6.39,6.39,GBP,6.39,Yes,1
"ORI13D - 003 Prime",,Success,8.14,8.14,GBP,16.59,No,3
"ORI13E - 001",,Success,11.67,11.67,GBP,11.67,Yes,1
"ORI14A - 001",,Success,,10.99,GBP,,No,4
"ORI14A - 002 Prime",,Success,14.32,15.12,GBP,,No,5
"ORI15D - 002",,Success,9.58,9.58,GBP,9.58,Yes,1
"ORI15E - 002",,Success,0.9,0.9,GBP,5.59,No,5
"ORI15E - 003",,Success,15.04,15.04,GBP,15.04,Yes,1
"ORI18 - 001",,Success,,7.97,GBP,8.48,No,7
"ORI18 - 003",,Success,14,14,GBP,14,Yes,2
"ORI19 - 001",,Success,9.72,9.72,GBP,9.72,Yes,2
"ORI19 - 001 Prime",,Success,9.72,9.72,GBP,9.72,Yes,2
"ORI19 - 002",,Success,5.7,6.08,GBP,9.72,No,13
"ORI19 - 002 Prime",,Success,5.7,6.08,GBP,9.72,No,13
"ORI20 - 002 Prime",,Success,9,9,GBP,9,Yes,1
"ORI20 - 007 Prime",,Success,9,9,GBP,9,Yes,1
"ORI21",,Success,3.58,3.58,GBP,6.36,No,4
"ORI21B",,Success,5.79,4.7,GBP,7.91,No,9
"ORI21E",,Success,,,,,No,0
"ORI21T",,Success,2.35,2.35,GBP,6.36,No,3
"ORI22 - 001",,Success,,6.58,GBP,6.58,No,1
"ORI23 - 001",,Success,4.22,4.65,GBP,7.83,No,13
"ORI23 - 002",,Success,15.5,15.05,GBP,15.05,No,6
"ORI23 - 002 Prime",,Success,15.5,15.05,GBP,15.05,No,6
"ORI23 - 006",,Success,6.92,6.92,GBP,7.16,No,3
"ORI23 - 008 One Day",,Success,9.86,9.86,GBP,10.23,No,2
"ORI23A - 004 Prime",,Success,5.13,5.41,GBP,7.83,No,15
"ORI23A - 005",,Success,6.92,6.92,GBP,7.16,No,4
"ORI23B - 004 Prime",,Success,12.66,13.78,GBP,15.63,No,7
"ORI23B - 005",,Success,7.16,7.33,GBP,7.16,Yes,2
"ORI24 - 001",,Success,4.76,4.76,GBP,7.16,No,15
"ORI24 - 002",,Success,12.49,12.49,GBP,15.05,No,6
"ORI24 - 004",,Success,9.32,9.32,GBP,9.56,No,4
"ORI24 - 005",,Success,6.92,6.92,GBP,7.16,No,4
"ORI25 - 001",,Success,,6.89,GBP,7.16,No,8
"ORI25 - 004 Prime",,Success,6.39,6.9,GBP,9.56,No,14
"ORI25 - 005 Prime",,Success,12.76,12.63,GBP,12.63,No,3
"ORI25 - 006",,Success,,13.23,GBP,14.33,No,7
"ORI25 - 008",,Success,9.66,9.56,GBP,9.56,No,3
"ORI26 - 001",,Success,4.75,4.95,GBP,7.16,No,15
"ORI26 - 002",,Success,12.49,12.49,GBP,14.31,No,8
"ORI26 - 004",,Success,,9.56,GBP,9.56,No,3
"ORI26B - 001",,Success,5.8,5.8,GBP,6.58,No,10
"ORI26B - 002",,Success,4.96,4.96,GBP,6.53,No,9
"ORI26B - 003 Prime",,Success,15.95,15.95,GBP,15.95,Yes,1
"ORI27 - 006",,Success,12.54,12.54,GBP,16.05,No,4
"ORI27 - 007",,Success,,6.66,GBP,6.66,No,2
"ORI28 - 001 Prime",,Success,,23.72,GBP,,No,3
"ORI28 - 002",,Success,,6.86,GBP,6.86,No,1
"ORI300C - 001",,Success,,6.49,GBP,,No,8
"ORI300C - 003",,Success,,6.49,GBP,,No,8
"ORI300C - 004",,Success,,26.99,GBP,,No,1
"ORI300C - 005",,Success,,8.75,GBP,,No,3
"ORI300C - 006",,Success,,13.49,GBP,,No,4
"ORI300C - 007",,Success,,7.98,GBP,,No,1
"ORI300C - 009",,Success,,7.23,GBP,,No,1
"ORI300C - 010",,Success,,13.79,GBP,,No,4
"ORI300C - 010 - Prime",,Success,,13.79,GBP,,No,4
"ORI300C - 011",,Success,26.98,26.98,GBP,,No,2
"ORI300C - 013",,Success,,26.99,GBP,,No,3
"ORI300C - 014",,Success,26.99,26.99,GBP,,No,2
"ORI300C - 015",,Success,19.69,19.69,GBP,,No,1
"ORI300C - 016",,Success,4.99,4.99,GBP,,No,1
"ORI31 - 003 Prime",,Success,,7,GBP,,No,6
"ORI40",,Success,16.66,16.64,GBP,21.19,No,5
"ORI50J - 006",,Success,6.86,6.86,GBP,6.86,Yes,1
"ORI51C",,Success,13.61,13.61,GBP,13.5,No,11
"ORI51C uk shipping",,Success,13.61,13.61,GBP,13.5,No,11
"ORI51F - 001",,Success,6.7,6.7,GBP,9.89,No,9
"ORI52B",,Success,8.22,8.22,GBP,8.46,No,2
"ORI52B - 003",,Success,12.85,12.85,GBP,12.86,No,4
"ORI52B - PRIME",,Success,12.85,12.85,GBP,12.86,No,4
"ORI52C - 001",,Success,6.29,6.29,GBP,10.37,No,9
"ORI52C - 001 uk shipping",,Success,6.29,6.29,GBP,10.37,No,9
"ORI54",,Success,5.75,5.75,GBP,7.2,No,11
"ORI54 - 005",,Success,,15.04,GBP,15.05,No,2
"ORI54 - 006",,Success,12,11.99,GBP,12.7,No,3
"ORI54 - 007",,Success,19.16,19.16,GBP,19.16,No,10
"ORI54 - 008",,Success,19.16,19.16,GBP,19.16,Yes,7
"ORI54 - 009 Prime",,Success,,19.41,GBP,19.74,No,9
"ORI54 - 010",,Success,,9.35,GBP,9.63,No,9
"ORI54 - 011",,Success,9.63,9.62,GBP,9.63,Yes,3
"ORI54 - 012",,Success,,5.99,GBP,7.2,No,8
"ORI54 - 013",,Success,,7.19,GBP,7.2,No,3
"ORI54 - 014",,Success,,6.56,GBP,7.2,No,3
"ORI54 - 015",,Success,,7.18,GBP,7.2,No,2
"ORI56B - 001",,Success,7.42,7.42,GBP,10.01,No,6
"ORI56B - 001 Prime",,Success,7.42,7.42,GBP,10.01,No,6
"ORI56B - 003 prime",,Success,12.39,12.39,GBP,15.17,No,5
"ORI56B - 004 Prime",,Success,16.87,16.87,GBP,20.38,No,5
"ORI70A - 001",,Success,,7.99,GBP,8.67,No,6
"ORI70A - 001 Prime",,Success,,7.99,GBP,8.67,No,6
"ORI70A - 004",,Success,12.49,12.49,GBP,12.49,Yes,1
"ORI70A - 006",,Success,11.96,11.96,GBP,12.49,No,2
"ORI70B - 022",,Success,7.98,7.98,GBP,9.43,No,3
"ORI70B - 023",,Success,13.49,13.45,GBP,14.06,No,3
"ORI81 - 001",,Success,,6.92,GBP,6.92,No,5
"ORI81 - 002",,Success,,6.92,GBP,6.92,No,1
"ORI81 - 003",,Success,,6.92,GBP,6.92,No,5
"ORI81 - 004",,Success,8.75,8.75,GBP,8.99,No,5
"ORI83 - 001",,Success,7.85,7.85,GBP,7.85,Yes,1
"ORI85 - 003",,Success,19.86,19.86,GBP,20.33,No,6
"ORI85 - 004",,Success,,9.63,GBP,9.63,No,3
"ORI85 - 004 Prime",,Success,,9.63,GBP,9.63,No,3
"ORI85 - 005",,Success,13.96,14.26,GBP,14.26,No,5
"ORI85 - 005 Prime",,Success,13.96,14.26,GBP,14.26,No,5
"ORI85 - 006",,Success,14.33,14.33,GBP,14.33,Yes,2
"ORI92 - 001 Prime",,Success,,16,GBP,,No,1
"ORI92 - 002 Prime",,Success,8.52,8.52,GBP,,No,2
"ORI93 - 001 Prime",,Success,,,,,No,0
"ORI94 - 001",,Success,3.98,3.98,GBP,4.85,No,3
"ORI94 - 001 uk shipping",,Success,3.98,3.98,GBP,4.85,No,3
"OSPRIO001 - 001 Prime",,Success,8.29,8.29,GBP,8.29,Yes,1
"OSPRIO007 - 001 Prime",,Success,11.41,11.41,GBP,11.41,Yes,1
"OSPRIO019 - 001",,Success,9.49,9.49,GBP,9.49,Yes,2
"OSPRIO019 - 001 Prime",,Success,9.49,9.49,GBP,9.49,Yes,2
"OSPRIO020 - 001 Prime",,Success,11.4,11.4,GBP,11.4,Yes,1
"OSPRIO021 - 001 Prime",,Success,8.18,8.18,GBP,8.18,Yes,1
"OSPRIO023 - 001 Prime",,Success,9.86,9.86,GBP,9.86,Yes,1
"OSPRIO024 - 001",,Success,12.51,12.51,GBP,12.51,Yes,1
"OSPRIO025 - 001",,Success,20.29,20.29,GBP,20.29,Yes,1
"OUSEV040 - 001 Prime",,Success,,,,,No,0
"OUSEV041 - 001 Prime",,Success,,,,,No,0
"PACKAG011C - 001",,Success,8.94,8.94,GBP,8.94,Yes,1
"PACKAG075 - 001",,Success,11.28,11.28,GBP,11.28,Yes,1
"PACKAG075 - 018",,Success,,,,,No,0
"PANKO003 - 001 Prime",,Success,8.38,8.38,GBP,8.38,Yes,1
"PARSONS001 - 003",,Success,18.67,18.67,GBP,,No,8
"PARSONS001 - 005",,Success,8.59,9.45,GBP,,No,4
"PAS02 - 001",,Success,10.8,10.8,GBP,10.81,No,2
"PAS03 - 001",,Success,10.12,10.12,GBP,,No,1
"PAS03 - 001 Prime",,Success,10.12,10.12,GBP,,No,1
"PAS03 - 002 Prime",,Success,,,,,No,0
"PAS05D - 001",,Success,8.09,8.09,GBP,8.09,Yes,2
"PAS06 - 001",,Success,10.81,10.81,GBP,10.81,Yes,2
"PAS06 - 001 Prime",,Success,10.81,10.81,GBP,10.81,Yes,2
"PAS06D - 001",,Success,5.89,5.89,GBP,5.89,Yes,1
"PAS06D - 002 Prime",,Success,18.32,18.32,GBP,18.32,Yes,1
"PAS06D - 003 Prime",,Success,8.71,8.71,GBP,8.71,Yes,1
"PAS07 - 001",,Success,10.81,10.81,GBP,10.82,No,3
"PAS07 - 003",,Success,,,,,No,0
"PAS08B - 001",,Success,6.6,6.6,GBP,6.6,Yes,1
"PAS11A - 001 Prime",,Success,8.01,8.01,GBP,8.01,Yes,1
"PAS12 - 001",,Success,,5.39,GBP,5.8,No,2
"PAS12 - 002",,Success,16.37,16.37,GBP,16.37,Yes,2
"PAS12 - 003",,Success,7.76,7.76,GBP,7.76,Yes,1
"PAS12 - 004",,Success,7.76,7.76,GBP,7.76,Yes,1
"PAS12 - 005",,Success,7.76,7.76,GBP,7.76,Yes,1
"PAS12A - 001",,Success,6.05,6.05,GBP,6.06,No,3
"PAS12A - 001 Prime",,Success,6.05,6.05,GBP,6.06,No,3
"PAS12A - 012",,Success,20.72,20.72,GBP,20.73,No,3
"PAS12A - 012 Prime",,Success,20.72,20.72,GBP,20.73,No,3
"PAS12A - 017 Prime",,Success,9.22,9.22,GBP,9.22,Yes,1
"PAS66 - 001 Prime",,Success,10.11,10.11,GBP,10.11,Yes,1
"PAS70A - 001",,Success,5.83,5.83,GBP,5.84,No,3
"PAS70A - 001 Prime",,Success,5.83,5.83,GBP,5.84,No,3
