(Parent) ASIN,(Child) ASIN,Title,SKU,Sessions – Mobile app,Sessions – Mobile APP – B2B,Sessions – Browser,Sessions – Browser – B2B,Sessions – Total,Sessions – Total – B2B,Session percentage – Mobile App,Session percentage – Mobile APP – B2B,Session percentage – Browser,Session percentage – Browser – B2B,Session percentage – Total,Session percentage – Total – B2B,Page views – Mobile app,Page views – Mobile APP – B2B,Page views – Browser,Page views – Browser – B2B,Page views – Total,Page views – Total – B2B,Page views percentage – Mobile App,Page views percentage – Mobile app – B2B,Page views percentage – Browser,Page views percentage – Browser – B2B,Page views percentage – Total,Page views percentage – Total – B2B,Featured Offer (Buy Box) percentage,Featured Offer (Buy Box) percentage – B2B,Units ordered,Units ordered – B2B,Unit Session Percentage,Unit session percentage – B2B,Ordered Product Sales,Ordered product sales – B2B,Total order items,Total order items – B2B
B07R8L3QSS,B07R8L3QSS,Premium Vegan Mayo - Mayonnaise Squeezy 1 Litre Bottle,MAY26B - 001,756,2,547,21,"1,303",23,0.05%,0.01%,0.04%,0.02%,0.05%,0.02%,980,4,677,26,"1,657",30,0.05%,0.02%,0.04%,0.02%,0.05%,0.02%,41.83%,52.00%,187,9,14.35%,39.13%,"£1,493.97",£70.49,154,3
B0DVCBHP39,B0DVCBHP39,Callebaut Ruby RB2 & Gold Callets Bundle – 2 x 400g | Fruity & Caramel Couverture Chocolate | 32.8% & 30.4%,Bundle - 215 Prime,610,4,392,10,"1,002",14,0.04%,0.02%,0.03%,0.01%,0.04%,0.01%,824,6,508,14,"1,332",20,0.04%,0.02%,0.03%,0.01%,0.04%,0.01%,92.84%,85.71%,153,7,15.27%,50.00%,"£4,053.36",£184.17,152,7
B005TG9OJI,B005TG9OJI,Pom-Bear Original (Box of 36 x 19g Bags),CRI50 - 002,346,3,325,35,671,38,0.02%,0.02%,0.03%,0.04%,0.02%,0.03%,446,4,432,43,878,47,0.02%,0.02%,0.03%,0.03%,0.02%,0.03%,63.29%,0.00%,157,0,23.40%,0.00%,"£3,673.51",£0.00,151,0
B0D8C3WGTL,B0D8C3WGTL,Nielsen Massey - Pure Almond Extract - 60ml (2),ESS13 - 010 Prime,164,2,163,5,327,7,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,208,4,208,6,416,10,0.01%,0.02%,0.01%,0.00%,0.01%,0.01%,97.88%,100.00%,159,7,48.62%,100.00%,"£1,904.51",£83.85,150,6
B0D5MNHR14,B0D5MMZ5Q5,"Centaur - Gluten Free - Panko Style Crumbs - 1kg (1 Pack, 1000, gram)",BRE03C - 005 Prime,254,6,184,17,438,23,0.02%,0.03%,0.01%,0.02%,0.02%,0.02%,387,13,240,26,627,39,0.02%,0.05%,0.01%,0.02%,0.02%,0.02%,94.86%,100.00%,185,25,42.24%,108.70%,"£1,771.21",£239.71,149,17
B08J856MT8,B08J856MT8,Menz and Gasser Assorted Jam Portions - Individual Portions of Delicious Assorted Jam Perfect for Breakfast Travel - Pack of 100 Portions Exp 04/26,JAM03B - 001 Prime,704,7,651,45,"1,355",52,0.05%,0.04%,0.05%,0.05%,0.05%,0.05%,972,10,824,52,"1,796",62,0.05%,0.04%,0.05%,0.04%,0.05%,0.04%,91.99%,96.00%,287,20,21.18%,38.46%,"£4,577.17",£318.66,147,19
B093C4T4C7,B093C4T4C7,"Luxury Seed Mix - Pumpkin, Sunflower, Linseed & Poppy Seed 1Kg Mix Parkers Foodservice",SEE09 - 001,98,2,75,1,173,3,0.01%,0.01%,0.01%,0.00%,0.01%,0.00%,117,2,101,1,218,3,0.01%,0.01%,0.01%,0.00%,0.01%,0.00%,97.01%,100.00%,157,18,90.75%,600.00%,"£1,504.57",£173.70,146,10
B0CD7WJGVM,B0CD7WHNNJ,"Crusha Milk Shake Syrup 1ltr (Chocolate, 1)",CRUSHA002 - 003 Prime,533,4,397,13,930,17,0.04%,0.02%,0.03%,0.01%,0.03%,0.01%,692,4,503,17,"1,195",21,0.03%,0.02%,0.03%,0.01%,0.03%,0.01%,94.65%,100.00%,163,11,17.53%,64.71%,"£1,499.84",£102.25,144,7
B0BCL8RBPP,B00G6DMN82,Firefly Kiwi Lime and Mint 330 ml (Pack of 12),FIREF003 - 001 Prime,199,4,165,2,364,6,0.01%,0.02%,0.01%,0.00%,0.01%,0.01%,278,5,217,2,495,7,0.01%,0.02%,0.01%,0.00%,0.01%,0.00%,88.41%,50.00%,173,0,47.53%,0.00%,"£4,034.68",£0.00,143,0
B0BDMG238X,B0BDMG238X,Lion French Mustard 2.27 Litres,LIO02 - 001,522,6,502,5,"1,024",11,0.03%,0.03%,0.04%,0.01%,0.04%,0.01%,638,7,577,5,"1,215",12,0.03%,0.03%,0.04%,0.00%,0.03%,0.01%,95.82%,100.00%,151,0,14.75%,0.00%,"£1,960.70",£0.00,143,0
B0CF2GDJ23,B0CF2C7JDG,Borders Mini Pack Assorted Biscuits (5 Variety) 100 x 2 Bisc (1 Box),BORDER002 - 011 Prime,"1,572",26,"1,861",537,"3,433",563,0.10%,0.14%,0.15%,0.56%,0.13%,0.49%,"2,118",46,"2,438",744,"4,556",790,0.10%,0.17%,0.15%,0.56%,0.12%,0.50%,26.60%,2.51%,168,33,4.89%,5.86%,"£5,705.91","£1,134.31",143,18
B08TM1BDC6,B08TM1BDC6,"Lefktro Extra Virgin Olive Oil 5L, Pure Spanish Olive Oil, Perfect For Everyday Cooking, Marinades And Salad Dressings, Great Store Cupboard Staple, 1 x 5 Litre Bottle",OIL02G - 002 Prime,"1,310",37,"1,071",38,"2,381",75,0.09%,0.19%,0.09%,0.04%,0.09%,0.07%,"1,952",56,"1,493",60,"3,445",116,0.10%,0.21%,0.09%,0.05%,0.09%,0.07%,96.69%,100.00%,150,13,6.30%,17.33%,"£5,496.00",£477.95,139,7
B0DFD3HJ7Z,B0DFD3HJ7Z,HAZLEMERE Goose Fat - 1kg,FAT00C - 001 Prime,375,4,348,5,723,9,0.02%,0.02%,0.03%,0.01%,0.03%,0.01%,485,8,416,7,901,15,0.02%,0.03%,0.03%,0.01%,0.02%,0.01%,95.37%,90.00%,167,3,23.10%,33.33%,"£2,919.74",£52.29,138,1
B0B8XHPF85,B09T3GDNGT,Rowse Runny Honey 3.17kg,HON27C - 002,638,8,465,20,"1,103",28,0.04%,0.04%,0.04%,0.02%,0.04%,0.02%,"1,001",10,730,26,"1,731",36,0.05%,0.04%,0.05%,0.02%,0.05%,0.02%,95.72%,96.00%,179,8,16.23%,28.57%,"£3,308.21",£148.27,137,5
B0F7MNF5WY,B0F7MNF5WY,Osprio Gluten Free Panko Breadcrumbs 1kg – Light & Crispy Japanese-Style Coating for Frying & Baking,OSPRIO019 - 001 Prime,198,4,136,4,334,8,0.01%,0.02%,0.01%,0.00%,0.01%,0.01%,278,6,174,4,452,10,0.01%,0.02%,0.01%,0.00%,0.01%,0.01%,97.47%,100.00%,180,22,53.89%,275.00%,"£1,578.92",£192.39,137,10
B015Y1X1D2,B015Y1X1D2,Goldenfry Original Gravy Granules 2kg,GRA05 - 004 Prime,433,6,409,10,842,16,0.03%,0.03%,0.03%,0.01%,0.03%,0.01%,568,8,521,11,"1,089",19,0.03%,0.03%,0.03%,0.01%,0.03%,0.01%,59.70%,25.00%,145,7,17.22%,43.75%,"£2,304.60",£109.44,134,4
B06XT4HPGB,B06XT4HPGB,Callebaut Dark Chocolate Croissant Sticks 8 cm 1.6 Kg,DEC23,852,29,703,36,"1,555",65,0.06%,0.15%,0.06%,0.04%,0.06%,0.06%,"1,168",44,878,42,"2,046",86,0.06%,0.17%,0.05%,0.03%,0.06%,0.05%,56.68%,60.00%,167,45,10.74%,69.23%,"£4,249.56","£1,133.32",134,28
B0CD7WJGVM,B0CD7W81FQ,"Crusha Milk Shake Syrup 1ltr (Strawberry, 1)",CRUSHA003 - 003 Prime,450,5,316,7,766,12,0.03%,0.03%,0.03%,0.01%,0.03%,0.01%,579,8,394,10,973,18,0.03%,0.03%,0.02%,0.01%,0.03%,0.01%,96.95%,76.92%,154,4,20.10%,33.33%,"£1,428.80",£38.08,133,4
B00FXMJ15U,B00FXMJ15U,Valrhona Cacao Powder 250 g,VALRHO002 Prime,285,2,417,8,702,10,0.02%,0.01%,0.03%,0.01%,0.03%,0.01%,418,3,562,10,980,13,0.02%,0.01%,0.03%,0.01%,0.03%,0.01%,88.09%,100.00%,160,6,22.79%,60.00%,"£2,647.80",£98.63,132,5
B0DK253NT9,B0DK253NT9,"Galaxy Hot Chocolate, Add Milk, 2kg",HOT06A - 001 Prime,"1,120",13,941,89,"2,061",102,0.07%,0.07%,0.08%,0.09%,0.08%,0.09%,"1,454",18,"1,209",110,"2,663",128,0.07%,0.07%,0.07%,0.08%,0.07%,0.08%,53.00%,61.40%,156,46,7.57%,45.10%,"£3,214.08",£952.08,130,30
B0BDS1J64S,B0BDS1J64S,"Parkers Katsuobushi Dried Bonito Flakes, 500g, Cream",ORI60 - 001,155,3,147,11,302,14,0.01%,0.02%,0.01%,0.01%,0.01%,0.01%,214,3,175,15,389,18,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,94.20%,93.33%,146,28,48.34%,200.00%,"£5,764.52","£1,104.35",129,20
B0CTQQZLW5,B0CTQQZLW5,Nielsen Massey Vanilla Bean Paste 60ml (Pack of 2),VAN50A - 004 Prime,560,5,436,17,996,22,0.04%,0.03%,0.04%,0.02%,0.04%,0.02%,700,6,531,19,"1,231",25,0.03%,0.02%,0.03%,0.01%,0.03%,0.02%,88.44%,72.73%,140,10,14.06%,45.45%,"£3,463.63",£246.59,128,6
B07T925GN6,B004Y18G8E,French coarse sea salt from Guerande Le Guerandais-gros sel de Guerande - 1000 gr,SAL21 - 001 Prime,353,5,582,14,935,19,0.02%,0.03%,0.05%,0.01%,0.03%,0.02%,516,7,809,17,"1,325",24,0.03%,0.03%,0.05%,0.01%,0.04%,0.02%,94.58%,100.00%,190,3,20.32%,15.79%,"£1,288.49",£20.25,127,2
B0058U93FA,B0058U93FA,"Elsinore - Black Lumpfish Caviar, Medium Size, Salty Flavour, 100g",ELSIN001 - 004,480,6,254,9,734,15,0.03%,0.03%,0.02%,0.01%,0.03%,0.01%,660,10,332,9,992,19,0.03%,0.04%,0.02%,0.01%,0.03%,0.01%,87.09%,0.00%,148,4,20.16%,26.67%,"£1,186.07",£46.89,127,4
B019N2OITO,B019N2OITO,"We Can Source It Ltd - Wrapmaster 3000 Cling Film – 30cm x 300m, 3 Rolls – Premium Kitchen Wrap for Professional Catering, Food Preservation, and Freezing – Compatible with Wrapmaster Dispensers",WRA01 - 001,801,29,840,142,"1,641",171,0.05%,0.15%,0.07%,0.15%,0.06%,0.15%,"1,104",44,"1,117",195,"2,221",239,0.05%,0.17%,0.07%,0.15%,0.06%,0.15%,23.14%,10.00%,135,12,8.23%,7.02%,"£3,471.06",£314.63,127,10
B01B6G5D58,B01B6G5D58,"Callebaut, Milk, Dark & White chocolate chips (3 x 1kg Bundle)",BUNDLE001 - 002,"5,072",70,"2,981",90,"8,053",160,0.34%,0.37%,0.24%,0.09%,0.29%,0.14%,"7,844",107,"4,124",119,"11,968",226,0.39%,0.40%,0.25%,0.09%,0.33%,0.14%,16.03%,16.22%,127,3,1.58%,1.88%,"£7,781.75",£179.33,127,3
B08T5Z2P9Y,B08T5Z2P9Y,Whole Red Glace Cherries 1KG,DRI12,288,2,381,4,669,6,0.02%,0.01%,0.03%,0.00%,0.02%,0.01%,372,2,488,5,860,7,0.02%,0.01%,0.03%,0.00%,0.02%,0.00%,94.06%,100.00%,151,1,22.57%,16.67%,"£1,691.39",£11.82,126,1
B0D6NLB9TW,B0D6NLB9TW,"Crusha Milkshake Bundle - Raspberry, Banana, Chocolate & Strawberry - (4 x 1ltr)",Bundle - 141 Prime,470,3,249,8,719,11,0.03%,0.02%,0.02%,0.01%,0.03%,0.01%,612,3,323,11,935,14,0.03%,0.01%,0.02%,0.01%,0.03%,0.01%,93.61%,100.00%,128,3,17.80%,27.27%,"£3,074.69",£69.12,126,2
B0DDTRT5CB,B0DDTSQC9X,Centaur - French Verjus De Perigord - 500ml (1 Bottle),VIN43A - 001 Prime,160,1,169,21,329,22,0.01%,0.01%,0.01%,0.02%,0.01%,0.02%,213,3,192,22,405,25,0.01%,0.01%,0.01%,0.02%,0.01%,0.02%,95.62%,95.65%,143,30,43.47%,136.36%,"£2,142.23",£449.66,126,20
B07M9WN9JH,B07M9WN9JH,Kewpie Mayonnaise 15.87oz/450g Pack Of 3,MAY25A - 003 Prime,"1,305",15,508,17,"1,813",32,0.09%,0.08%,0.04%,0.02%,0.07%,0.03%,"1,640",17,633,20,"2,273",37,0.08%,0.06%,0.04%,0.02%,0.06%,0.02%,18.75%,21.74%,143,5,7.89%,15.63%,"£2,678.81",£106.00,125,3
B088FRQ5ZW,B088FRQ5ZW,Triple Lion Tapioca Pearl - 1x3kg,CER20,302,6,211,19,513,25,0.02%,0.03%,0.02%,0.02%,0.02%,0.02%,453,10,285,26,738,36,0.02%,0.04%,0.02%,0.02%,0.02%,0.02%,89.28%,100.00%,163,44,31.77%,176.00%,"£2,186.45",£591.04,124,18
B0CW3NMR7N,B0CW3NMR7N,Seasoners Traditional Pickled Onions 2.25kg (Pack of 2),PIC05A - 002 Prime,203,5,124,0,327,5,0.01%,0.03%,0.01%,0.00%,0.01%,0.00%,270,5,149,0,419,5,0.01%,0.02%,0.01%,0.00%,0.01%,0.00%,98.47%,100.00%,128,1,39.14%,20.00%,"£2,536.45",£19.31,124,1
B0D458KDFL,B0D458KDFL,REGGIA - Cannelloni Tubes - 4 x 250gm,37-NYZ2-F3F0,333,1,353,5,686,6,0.02%,0.01%,0.03%,0.01%,0.02%,0.01%,428,1,419,5,847,6,0.02%,0.00%,0.03%,0.00%,0.02%,0.00%,95.23%,100.00%,132,2,19.24%,33.33%,"£1,196.84",£20.50,123,1
B0CRYRZYBW,B001VSO3Y4, ,CAL03,"2,628",18,"3,174",92,"5,802",110,0.17%,0.09%,0.26%,0.10%,0.21%,0.10%,"3,525",22,"3,800",124,"7,325",146,0.17%,0.08%,0.23%,0.09%,0.20%,0.09%,16.46%,9.18%,134,21,2.31%,19.09%,"£5,919.83",£924.65,121,12
B00DUANJ8W,B00DUANJ8W,Wrapmaster 4500 cling film refills 45cm x 300m (3),WRA02,"1,845",114,"2,276",655,"4,121",769,0.12%,0.60%,0.18%,0.69%,0.15%,0.67%,"2,856",183,"3,286","1,038","6,142","1,221",0.14%,0.69%,0.20%,0.78%,0.17%,0.77%,4.87%,0.00%,150,0,3.64%,0.00%,"£4,619.77",£0.00,121,0
B00NU2GEPU,B00NU2GEPU,100 x Meadow Churn UHT Coffee Cream (100 x 10ml pots),UHT02B - 003 Prime,179,1,246,5,425,6,0.01%,0.01%,0.02%,0.01%,0.02%,0.01%,238,2,331,5,569,7,0.01%,0.01%,0.02%,0.00%,0.02%,0.00%,96.03%,100.00%,125,4,29.41%,66.67%,"£1,295.69",£42.16,119,4
B08WHKR88F,B08WHKR88F,Tonka Beans 250g Centaur,KZ-ITK0-EINK,212,10,185,16,397,26,0.01%,0.05%,0.01%,0.02%,0.01%,0.02%,281,12,243,18,524,30,0.01%,0.05%,0.02%,0.01%,0.01%,0.02%,91.79%,100.00%,138,33,34.76%,126.92%,"£3,607.50",£865.01,118,27
B0DXL8V4R1,B0DTV3V3TZ,Jersey Dairy Jersey Dairy Luxury Chocolate Ice Cream Mix x 1 Litre,UHT31C - 001 Prime,618,17,318,13,936,30,0.04%,0.09%,0.03%,0.01%,0.03%,0.03%,806,23,420,18,"1,226",41,0.04%,0.09%,0.03%,0.01%,0.03%,0.03%,44.19%,42.86%,178,40,19.02%,133.33%,"£1,771.54",£408.72,118,6
B01M7539CK,B00DX05G4Y,"CHEF Jus de Veau Lié Thickened Veal Jus, 900 g",CHEFPA06A - PR2,"1,157",20,751,13,"1,908",33,0.08%,0.10%,0.06%,0.01%,0.07%,0.03%,"1,405",23,915,14,"2,320",37,0.07%,0.09%,0.06%,0.01%,0.06%,0.02%,52.23%,24.00%,128,6,6.71%,18.18%,"£2,633.83",£123.01,117,4
B01BTOSIQI,B01BTOSIQI,Nielsen-Massey Peppermint Extract 60 ml,ESS18 - 003,294,2,392,9,686,11,0.02%,0.01%,0.03%,0.01%,0.02%,0.01%,393,2,495,14,888,16,0.02%,0.01%,0.03%,0.01%,0.02%,0.01%,76.06%,70.00%,124,3,18.08%,27.27%,£961.29,£24.87,117,3
B07HZ3PW3Y,B07HZ3PW3Y,Cadburys Drinking Hot Chocolate 2KG,HOT06 - 003,"1,340",23,"1,139",273,"2,479",296,0.09%,0.12%,0.09%,0.29%,0.09%,0.26%,"1,807",36,"1,418",328,"3,225",364,0.09%,0.14%,0.09%,0.25%,0.09%,0.23%,17.83%,13.94%,135,24,5.45%,8.11%,"£3,112.04",£564.47,117,20
B07GSC9MR2,B07GSC9MR2,Callebaut Milk Chocolate Chips (callets) 400g,CAL52A,"3,426",36,"1,543",46,"4,969",82,0.23%,0.19%,0.12%,0.05%,0.18%,0.07%,"4,787",48,"1,962",57,"6,749",105,0.24%,0.18%,0.12%,0.04%,0.18%,0.07%,14.89%,18.87%,122,5,2.46%,6.10%,"£1,538.70",£62.20,116,3
B008X6CR0O,B008X6CR0O,"Monin Vanilla Frappe Mix 1.36kg Tub - Flavoured Coffee Powder for Coffee Shops - Coffee Roast Level, total_eaches",MONINF001 a,"1,826",20,"1,048",40,"2,874",60,0.12%,0.10%,0.08%,0.04%,0.10%,0.05%,"2,555",30,"1,346",47,"3,901",77,0.13%,0.11%,0.08%,0.04%,0.11%,0.05%,27.27%,23.40%,131,11,4.56%,18.33%,"£3,554.59",£297.82,115,8
B07H1HW13V,B07H1HW13V,Puro Balsamic Glaze 500ml,VIN04B,255,4,172,2,427,6,0.02%,0.02%,0.01%,0.00%,0.02%,0.01%,387,4,247,2,634,6,0.02%,0.02%,0.02%,0.00%,0.02%,0.00%,97.82%,100.00%,122,4,28.57%,66.67%,£856.78,£28.64,115,2
B093T7TS2H,B093T7TS2H,Cider Vinegar 5L Lefktro Brand,VIN14 - 001,80,2,106,4,186,6,0.01%,0.01%,0.01%,0.00%,0.01%,0.01%,122,4,142,5,264,9,0.01%,0.02%,0.01%,0.00%,0.01%,0.01%,95.92%,100.00%,169,0,90.86%,0.00%,"£1,686.59",£0.00,114,0
B0D7J2LZYN,B0D7J2JD91,"Cambrook (1kg, Hickory Smoked Almonds)",CAMBR008 - 002 Prime,186,7,122,5,308,12,0.01%,0.04%,0.01%,0.01%,0.01%,0.01%,250,8,169,6,419,14,0.01%,0.03%,0.01%,0.00%,0.01%,0.01%,98.10%,100.00%,120,3,38.96%,25.00%,"£2,515.06",£62.82,114,3
B0CV151M43,B07ZB5K9ZD,Brown Bag Crisps - Rosemary and Sea Salt 40g (Pack of 20),KY-B3GZ-JQ9Y,319,1,293,8,612,9,0.02%,0.01%,0.02%,0.01%,0.02%,0.01%,415,1,360,10,775,11,0.02%,0.00%,0.02%,0.01%,0.02%,0.01%,69.11%,0.00%,117,4,19.12%,44.44%,"£2,137.58",£73.36,113,3
B087BJQVYX,B087BJQVYX,"Cambrook - Dry Roasted Peanuts, 1kg Bag",CAMBR010 - 002,"1,224",26,961,54,"2,185",80,0.08%,0.14%,0.08%,0.06%,0.08%,0.07%,"1,679",40,"1,239",69,"2,918",109,0.08%,0.15%,0.08%,0.05%,0.08%,0.07%,46.99%,0.00%,134,0,6.13%,0.00%,"£1,507.44",£0.00,112,0
B0DCK7QJYP,B0DCK7QJYP,Parkers Dried Sweetened Diced Pineapple 1kg,DRIPINE001 - 001 Prime,188,5,125,2,313,7,0.01%,0.03%,0.01%,0.00%,0.01%,0.01%,272,7,193,3,465,10,0.01%,0.03%,0.01%,0.00%,0.01%,0.01%,99.25%,100.00%,117,7,37.38%,100.00%,"£1,300.07",£75.39,110,3
B0BX3CNRZN,B01E4KIWP6,Fermipan | Dried Yeast | 2 x 500g,BAK01 - 002 Prime,919,19,951,74,"1,870",93,0.06%,0.10%,0.08%,0.08%,0.07%,0.08%,"1,343",29,"1,389",109,"2,732",138,0.07%,0.11%,0.09%,0.08%,0.07%,0.09%,16.46%,23.15%,126,5,6.74%,5.38%,"£1,245.12",£49.30,109,3
B008JYGOPE,B008JYGOPE,forvm chardonnay 500ml,VIN60,157,2,180,8,337,10,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,203,3,225,9,428,12,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,93.80%,100.00%,129,29,38.28%,290.00%,"£2,340.39",£526.89,108,16
B0C6B56HQ6,B0C6B56HQ6,Forvm Cabernet Sauvignon Vinegar 500ml,VIN61 - 001,136,5,240,5,376,10,0.01%,0.03%,0.02%,0.01%,0.01%,0.01%,180,8,343,5,523,13,0.01%,0.03%,0.02%,0.00%,0.01%,0.01%,90.76%,100.00%,124,17,32.98%,170.00%,"£2,059.79",£282.90,108,9
B01IDHVE38,B01IDHVE38,Douwe Egberts Traditional Filter Coffee Sachets Pack of 45. Each Pack 50g (Total 2250g) + Filters. Smooth Coffee Blend.,COF22B - 005 Prime,94,4,315,100,409,104,0.01%,0.02%,0.03%,0.11%,0.01%,0.09%,121,4,394,135,515,139,0.01%,0.02%,0.02%,0.10%,0.01%,0.09%,43.15%,39.69%,147,72,35.94%,69.23%,"£6,611.12","£3,239.33",107,53
B0794ZBTZY,B0794ZBTZY,Callebaut Dark Chocolate Drops 70% 400g Bag,CAL01A - 002,"2,348",28,"1,732",44,"4,080",72,0.16%,0.15%,0.14%,0.05%,0.15%,0.06%,"3,311",44,"2,240",61,"5,551",105,0.16%,0.17%,0.14%,0.05%,0.15%,0.07%,11.45%,9.43%,113,5,2.77%,6.94%,"£1,534.67",£64.85,106,3
B00XP83RPE,B00XP83RPE,Bottlegreen Elderflower Cordial (6 x 500ml Bottles,COR50 - 001 Prime,299,7,248,24,547,31,0.02%,0.04%,0.02%,0.03%,0.02%,0.03%,348,10,280,26,628,36,0.02%,0.04%,0.02%,0.02%,0.02%,0.02%,55.31%,30.43%,113,9,20.66%,29.03%,"£3,505.44",£280.12,105,9
B07PF7X2DP,B07PF7X2DP,"We Can Source It Ltd - Wrapmaster 3000 Cling Film – 30cm x 300m, 3 Rolls – Premium Kitchen Wrap for Professional Catering, Food Preservation, and Freezing – Compatible with Wrapmaster Dispensers",WRA01 - 003,387,8,388,38,775,46,0.03%,0.04%,0.03%,0.04%,0.03%,0.04%,547,11,498,46,"1,045",57,0.03%,0.04%,0.03%,0.03%,0.03%,0.04%,36.96%,4.08%,111,4,14.32%,8.70%,"£2,968.70",£113.18,105,4
B0CBM1ZSKB,B0794VMZ8G,"Callebaut Finest Belgian Dark Chocolate, Brown, 400 g",CAL02B - 003,"5,539",63,"3,267",71,"8,806",134,0.37%,0.33%,0.26%,0.07%,0.32%,0.12%,"7,581",78,"4,206",95,"11,787",173,0.37%,0.29%,0.26%,0.07%,0.32%,0.11%,7.24%,6.74%,107,3,1.22%,2.24%,"£1,431.84",£38.84,104,3
B003ZG3G7U,B003ZG3G7U,La Perruche Rough Sugar Cubes White (1kg),SUG16,924,10,642,95,"1,566",105,0.06%,0.05%,0.05%,0.10%,0.06%,0.09%,"1,156",11,763,123,"1,919",134,0.06%,0.04%,0.05%,0.09%,0.05%,0.08%,17.04%,25.42%,132,57,8.43%,54.29%,"£1,085.28",£472.66,103,37
B0CC2LH9KC,B0CC2KSB8H, ,SWE01 - 007 Prime,184,1,329,93,513,94,0.01%,0.01%,0.03%,0.10%,0.02%,0.08%,227,1,412,113,639,114,0.01%,0.00%,0.03%,0.09%,0.02%,0.07%,88.19%,93.64%,112,49,21.83%,52.13%,"£3,117.63","£1,361.81",102,40
B0DK26LVMM,B0DK26LVMM,Vignola - PAELLA Rice - 1kg,RIC14C - 002 Prime,170,2,135,2,305,4,0.01%,0.01%,0.01%,0.00%,0.01%,0.00%,236,2,149,2,385,4,0.01%,0.01%,0.01%,0.00%,0.01%,0.00%,98.58%,100.00%,105,1,34.43%,25.00%,£744.49,£6.97,100,1
B01MTSFO5Q,B01MTSFO5Q,Pickled Onions in Balsamic Vinegar - Borettane Onions in Balsamic Vinegar - Pickled Onions - 2.5 Kg Tin,MED32B - 002,446,4,391,8,837,12,0.03%,0.02%,0.03%,0.01%,0.03%,0.01%,575,6,512,9,"1,087",15,0.03%,0.02%,0.03%,0.01%,0.03%,0.01%,90.74%,100.00%,135,12,16.13%,100.00%,"£2,215.03",£197.16,99,2
B08TR1N9FX,B08TR1N9FX,Spanish Red Wine Vinegar 5L,VIN12,92,1,86,3,178,4,0.01%,0.01%,0.01%,0.00%,0.01%,0.00%,135,1,110,4,245,5,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,96.76%,100.00%,109,5,61.24%,125.00%,£994.53,£45.83,98,5
B09RV2J5R4,B09RV2J5R4,"Buchanans Whole Pitted Dates 3kg | Perfect for Breakfast, Baking & Cooking | Suitable for Vegans & Vegetarians",DRIDAT001-002,160,4,111,3,271,7,0.01%,0.02%,0.01%,0.00%,0.01%,0.01%,212,4,142,5,354,9,0.01%,0.02%,0.01%,0.00%,0.01%,0.01%,99.69%,100.00%,108,4,39.85%,57.14%,"£1,389.55",£52.00,98,2
B0C5418F7F,B0C5418F7F,Seasoners Traditional Pickled Onions 2.25kg,PIC05A - 001,"1,476",17,"1,169",16,"2,645",33,0.10%,0.09%,0.09%,0.02%,0.10%,0.03%,"2,018",20,"1,485",20,"3,503",40,0.10%,0.08%,0.09%,0.02%,0.10%,0.03%,97.81%,100.00%,109,3,4.12%,9.09%,"£1,287.78",£38.55,98,2
B0CQ2SMNNY,B0CQ2SMNNY,Jantex Kitchen Cleaner & Sanitiser 5ltr (1),CLE13A - 003 Prime,110,9,116,33,226,42,0.01%,0.05%,0.01%,0.03%,0.01%,0.04%,157,13,158,44,315,57,0.01%,0.05%,0.01%,0.03%,0.01%,0.04%,97.54%,100.00%,111,41,49.12%,97.62%,"£2,067.86",£764.31,98,34
B0D184G3RW,B0D184G3RW,Parkers CORE - Salt Sachets - 1 x 2000,CORESA009 - 001 Prime,64,3,83,19,147,22,0.00%,0.02%,0.01%,0.02%,0.01%,0.02%,92,4,99,22,191,26,0.00%,0.02%,0.01%,0.02%,0.01%,0.02%,96.15%,100.00%,104,26,70.75%,118.18%,"£1,086.52",£271.38,98,26
B00BD5Y43K,B00BD5Y43K,Sottaceti Rizzi Borettane Onions in Balsamic Vinegar Tin - 2.5kg,MED32B - 001,499,7,506,16,"1,005",23,0.03%,0.04%,0.04%,0.02%,0.04%,0.02%,700,8,664,24,"1,364",32,0.03%,0.03%,0.04%,0.02%,0.04%,0.02%,38.80%,20.83%,124,10,12.34%,43.48%,"£2,055.86",£178.47,97,5
B09RV19H2N,B09RV19H2N,Buchanans Mixed Dried Fruit Selection with Peel (3kg) | Perfect for Baking Fruit Cakes and Loaves | Suitable for Vegan & Vegetarian,DRIMIX001-002,176,2,183,6,359,8,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,237,2,226,7,463,9,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,96.65%,100.00%,104,10,28.97%,125.00%,"£1,857.89",£178.53,97,7
B0D92Q4179,B0D92Q4179,"Jersey Ice Cream Mix 1ltr (6, Luxury)",UHT31B - 003 Prime,281,11,204,15,485,26,0.02%,0.06%,0.02%,0.02%,0.02%,0.02%,407,16,256,20,663,36,0.02%,0.06%,0.02%,0.02%,0.02%,0.02%,96.19%,85.00%,125,35,25.77%,134.62%,"£3,777.22","£1,039.36",97,14
