(Parent) ASIN,(Child) ASIN,Title,SKU,Sessions – Mobile app,Sessions – Mobile APP – B2B,Sessions – Browser,Sessions – Browser – B2B,Sessions – Total,Sessions – Total – B2B,Session percentage – Mobile App,Session percentage – Mobile APP – B2B,Session percentage – Browser,Session percentage – Browser – B2B,Session percentage – Total,Session percentage – Total – B2B,Page views – Mobile app,Page views – Mobile APP – B2B,Page views – Browser,Page views – Browser – B2B,Page views – Total,Page views – Total – B2B,Page views percentage – Mobile App,Page views percentage – Mobile app – B2B,Page views percentage – Browser,Page views percentage – Browser – B2B,Page views percentage – Total,Page views percentage – Total – B2B,Featured Offer (Buy Box) percentage,Featured Offer (Buy Box) percentage – B2B,Units ordered,Units ordered – B2B,Unit Session Percentage,Unit session percentage – B2B,Ordered Product Sales,Ordered product sales – B2B,Total order items,Total order items – B2B
B005TG9OJI,B005TG9OJI,Pom-Bear Original (Box of 36 x 19g Bags),CRI50 - 002 uk shipping,346,3,325,35,671,38,0.02%,0.02%,0.03%,0.04%,0.02%,0.03%,446,4,432,43,878,47,0.02%,0.02%,0.03%,0.03%,0.02%,0.03%,63.29%,0.00%,81,0,12.07%,0.00%,"£1,860.17",£0.00,76,0
B0087OSN0A,B0087OSN0A,Sosa Airbag Flour Air Bag Porc Farina Crispy Pork Flour 600 g,SOS06D - 001 Prime,159,6,169,27,328,33,0.01%,0.03%,0.01%,0.03%,0.01%,0.03%,203,9,208,33,411,42,0.01%,0.03%,0.01%,0.02%,0.01%,0.03%,86.79%,73.53%,99,30,30.18%,90.91%,"£2,402.14",£726.77,76,22
B086R2WZDT,B086R2WZDT,Dried Currants 3kg,DRICUR001 - 001,57,0,103,4,160,4,0.00%,0.00%,0.01%,0.00%,0.01%,0.00%,79,0,141,14,220,14,0.00%,0.00%,0.01%,0.01%,0.01%,0.01%,90.69%,50.00%,100,5,62.50%,125.00%,"£2,055.29",£103.15,76,1
B091B1367D,B091B1367D, ,FLO05A - 002,80,4,82,10,162,14,0.01%,0.02%,0.01%,0.01%,0.01%,0.01%,120,4,115,16,235,20,0.01%,0.02%,0.01%,0.01%,0.01%,0.01%,95.37%,100.00%,96,29,59.26%,207.14%,£992.17,£304.44,76,19
B0CFB8YHPN,B0CFBDD529,"Mars, Kinder, Cadbury and Nestle Chocolate Bulk Buy (Kit Kat 4 Finger 24 x 41.5g Box, (1 Pack))",CHO30A - 002 Prime,"3,348",40,"3,287",238,"6,635",278,0.22%,0.21%,0.27%,0.25%,0.24%,0.24%,"4,431",57,"4,318",330,"8,749",387,0.22%,0.21%,0.27%,0.25%,0.24%,0.24%,11.71%,2.33%,99,10,1.49%,3.60%,"£1,900.40",£190.00,76,7
B0CM9WJ7TB,B0CM9WJ7TB,Bulky Soft White 2ply Napkins 2000 x 40cm x 40cm / 8 fold (32042),NAPKIN103 - 001 Prime,93,7,201,93,294,100,0.01%,0.04%,0.02%,0.10%,0.01%,0.09%,128,10,255,111,383,121,0.01%,0.04%,0.02%,0.08%,0.01%,0.08%,49.04%,2.73%,96,2,32.65%,2.00%,"£4,257.56",£89.26,76,2
B0DXL8V4R1,B0DTV3Q76H,Jersey Dairy Jersey Dairy Luxury Dairy Ice Cream Mix x 1 Litre,UHT31B - 005 prime,"2,143",41,"1,178",38,"3,321",79,0.14%,0.22%,0.10%,0.04%,0.12%,0.07%,"2,929",57,"1,615",54,"4,544",111,0.14%,0.21%,0.10%,0.04%,0.12%,0.07%,23.69%,13.21%,92,3,2.77%,3.80%,£781.20,£26.13,76,2
B07SSCJ7JR,B07SSCJ7JR,"Monin Chai Tea Coffee & Cocktail Syrup Glass Bottle 700ml (1 Bottle, No Pump)",MONINS07I,236,2,127,6,363,8,0.02%,0.01%,0.01%,0.01%,0.01%,0.01%,335,2,163,6,498,8,0.02%,0.01%,0.01%,0.00%,0.01%,0.01%,99.07%,100.00%,87,3,23.97%,37.50%,"£1,217.00",£41.96,75,3
B0CTMW5SHC,B0CTMW5SHC,Ballerina Tinned Sweetcorn 2.125kg (Pack of 2),VEG13B - 002 Prime,217,1,128,3,345,4,0.01%,0.01%,0.01%,0.00%,0.01%,0.00%,279,1,159,3,438,4,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,98.27%,100.00%,89,0,25.80%,0.00%,"£1,368.34",£0.00,74,0
B00P6WJ3TG,B00P6WJ3TG,"Valrhona Praline Paste Baking Dessert Sauce, Almond and Hazelnut 300g",VALRHO009A,382,8,280,8,662,16,0.03%,0.04%,0.02%,0.01%,0.02%,0.01%,467,9,325,12,792,21,0.02%,0.03%,0.02%,0.01%,0.02%,0.01%,95.82%,100.00%,79,3,11.93%,18.75%,"£1,526.83",£57.87,73,2
B0128MOFY4,B0128MOFY4,Kewpie Japanese Mayonnaise 17.64 Oz (17.6 ounce),MAY25 - 007 Prime,820,6,352,4,"1,172",10,0.05%,0.03%,0.03%,0.00%,0.04%,0.01%,"1,183",8,463,4,"1,646",12,0.06%,0.03%,0.03%,0.00%,0.05%,0.01%,20.05%,0.00%,85,0,7.25%,0.00%,£712.52,£0.00,73,0
B092VK9ZFS,B092VK9ZFS,Mixed Nuts Kernels 1kg Parkers Foodservice,NUT25 - 001,98,0,82,0,180,0,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,122,0,94,0,216,0,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,98.44%,0.00%,79,0,43.89%,0.00%,"£1,090.51",£0.00,73,0
B0CN3NRK7H,B0CN3KYG4D,"Fresher's Juice Drinks 5ltr (No Added Sugar Orange, 1)",COR34A - 004,542,7,581,23,"1,123",30,0.04%,0.04%,0.05%,0.02%,0.04%,0.03%,748,8,694,31,"1,442",39,0.04%,0.03%,0.04%,0.02%,0.04%,0.02%,96.06%,95.83%,96,10,8.55%,33.33%,£971.17,£101.71,73,9
B0CQ7MV5CF,B000I6PJ0C,Cadbury Instant Hot Chocolate 2 kg (Pack of 1),HOT07 - 001,"2,697",42,"3,485",513,"6,182",555,0.18%,0.22%,0.28%,0.54%,0.23%,0.49%,"4,089",56,"4,987",769,"9,076",825,0.20%,0.21%,0.31%,0.58%,0.25%,0.52%,1.54%,1.49%,87,13,1.41%,2.34%,"£2,402.72",£358.40,72,8
B007R1I1JM,B007R1I1JM,Bennett Opies Pickled Walnuts In Malt Vinegar 390 g (Pack of 3),PIC06Q,250,3,407,7,657,10,0.02%,0.02%,0.03%,0.01%,0.02%,0.01%,334,4,541,12,875,16,0.02%,0.02%,0.03%,0.01%,0.02%,0.01%,22.68%,9.09%,74,2,11.26%,20.00%,"£1,144.58",£31.44,72,2
B0CF8BK9N9,B009T90HV0,Bovril Beef Flavoured Drink - 450gm,HOT04B - 001,"3,455",24,"3,221",64,"6,676",88,0.23%,0.13%,0.26%,0.07%,0.24%,0.08%,"4,421",34,"4,202",93,"8,623",127,0.22%,0.13%,0.26%,0.07%,0.24%,0.08%,0.16%,0.00%,80,0,1.20%,0.00%,"£1,388.00",£0.00,72,0
B0CBLYF4Y3,B01AAABOF4,Callebaut Select White Chocolate Baking Callets 1 kg,CAL04A - 007,"2,746",32,"1,317",37,"4,063",69,0.18%,0.17%,0.11%,0.04%,0.15%,0.06%,"3,763",45,"1,766",55,"5,529",100,0.18%,0.17%,0.11%,0.04%,0.15%,0.06%,10.58%,3.51%,72,1,1.77%,1.45%,"£1,667.33",£21.78,72,1
B079H32ZJ8,B079H32ZJ8,"Saver Bundle Callebaut, Milk Chocolate Chips (2 x 2.5kg Bundle)",CAL03P,265,6,157,16,422,22,0.02%,0.03%,0.01%,0.02%,0.02%,0.02%,337,9,212,25,549,34,0.02%,0.03%,0.01%,0.02%,0.02%,0.02%,71.12%,76.00%,76,22,18.01%,100.00%,"£6,870.22","£2,034.23",72,19
B0CLM75717,B0CLM8LTHB,"Buchanan Dried Fruits (Glace Cherries 1kg, Pack of 1)",DRI12B - 001 Prime,84,1,84,5,168,6,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,107,1,103,6,210,7,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,95.29%,100.00%,73,4,43.45%,66.67%,£847.18,£45.86,72,4
B0CV19WHFW,B0CV19WHFW,Meadowchurn - UHT SEMI SKIMMED Milk Portions - 150 x 13.5ml (BBE 11/08/2025),UHT01BB - 002 Prime,113,3,153,27,266,30,0.01%,0.02%,0.01%,0.03%,0.01%,0.03%,160,5,174,30,334,35,0.01%,0.02%,0.01%,0.02%,0.01%,0.02%,95.89%,100.00%,82,19,30.83%,63.33%,£930.64,£211.81,72,14
B01B7GJWSQ,B01B7GJWSQ,Tate and Lyle Fairtrade Light Soft Brown Sugar 25 kg,TATESO002B - 002,115,13,120,14,235,27,0.01%,0.07%,0.01%,0.01%,0.01%,0.02%,150,17,184,23,334,40,0.01%,0.06%,0.01%,0.02%,0.01%,0.03%,93.61%,100.00%,96,15,40.85%,55.56%,"£3,733.55",£577.84,71,12
B077P8VZGM,B077P8VZGM,Tate And Lyle Golden Caster Sug Fair Trade 1Kg,TATECA003 - 004,48,2,36,3,84,5,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,70,2,37,3,107,5,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,86.87%,100.00%,78,8,92.86%,160.00%,£518.07,£51.03,71,6
B079H4HJYB,B079H4HJYB, ,CAL101,268,2,136,6,404,8,0.02%,0.01%,0.01%,0.01%,0.01%,0.01%,371,4,189,7,560,11,0.02%,0.02%,0.01%,0.01%,0.02%,0.01%,91.88%,85.71%,71,2,17.57%,25.00%,"£6,183.62",£169.39,71,2
B0CP9MCTJ1,B0CP9MCTJ1,Ranson Roasted Nibbed Hazelnuts 1kg 2-4MM,NUT02 - 001 Prime,76,3,60,13,136,16,0.01%,0.02%,0.00%,0.01%,0.00%,0.01%,104,3,76,18,180,21,0.01%,0.01%,0.00%,0.01%,0.00%,0.01%,99.39%,93.33%,86,14,63.24%,87.50%,"£1,868.89",£303.85,71,12
B0CZ15S5GP,B0CZ15S5GP,Parkers Centaur - WALNUT Oil - 500ml (1),OIL08A - 001 Prime,202,2,223,5,425,7,0.01%,0.01%,0.02%,0.01%,0.02%,0.01%,284,2,266,5,550,7,0.01%,0.01%,0.02%,0.00%,0.02%,0.00%,97.75%,100.00%,76,6,17.88%,85.71%,£985.96,£78.14,71,3
B0D2S5WFM1,B0D2RWKJHW,Parkers - CHOCOLATE mini EGGS - 1kg (1 Pack),DEC01 - 001 Prime,969,8,743,24,"1,712",32,0.06%,0.04%,0.06%,0.03%,0.06%,0.03%,"1,166",8,887,29,"2,053",37,0.06%,0.03%,0.05%,0.02%,0.06%,0.02%,95.67%,96.67%,76,3,4.44%,9.38%,"£1,365.98",£53.94,71,3
B0104R0FRG,B0104R0FRG,Dijona French Dijon Mustard 5kg Box Tub Authentic Chefs Quality Catering Size (Product of France),MUSTAR01,75,2,119,15,194,17,0.00%,0.01%,0.01%,0.02%,0.01%,0.01%,97,3,165,26,262,29,0.00%,0.01%,0.01%,0.02%,0.01%,0.02%,91.32%,96.55%,125,91,64.43%,535.29%,"£2,768.89","£2,014.92",70,38
B015Q9KRHK,B015Q9KRHK,Tate & Lyle Fairtrade Light Brown Sugar 1kg,TATESO002A - 002 Prime,82,3,79,16,161,19,0.01%,0.02%,0.01%,0.02%,0.01%,0.02%,101,3,100,18,201,21,0.00%,0.01%,0.01%,0.01%,0.01%,0.01%,84.86%,85.00%,73,12,45.34%,63.16%,£470.31,£76.71,70,11
B0CP9QLBRW,B0CP9QLBRW,Leblanc Grapeseed Oil 1ltr,OIL28 - 001 Prime,122,2,108,4,230,6,0.01%,0.01%,0.01%,0.00%,0.01%,0.01%,165,6,137,4,302,10,0.01%,0.02%,0.01%,0.00%,0.01%,0.01%,97.35%,100.00%,94,1,40.87%,16.67%,"£1,895.02",£20.10,70,1
B0D9HPY6SZ,B0D9HPY6SZ,Ready Brek Original 750gm,CER27 - 002 Prime,367,3,450,2,817,5,0.02%,0.02%,0.04%,0.00%,0.03%,0.00%,469,4,524,2,993,6,0.02%,0.02%,0.03%,0.00%,0.03%,0.00%,74.08%,100.00%,78,0,9.55%,0.00%,£678.32,£0.00,70,0
B00JNGDCLG,B00JNGDCLG,Beetroot Juice Pressed (500g) - x 2 *Twin DEAL Pack*,JUI18A - 001 Prime,216,2,219,4,435,6,0.01%,0.01%,0.02%,0.00%,0.02%,0.01%,305,2,274,5,579,7,0.01%,0.01%,0.02%,0.00%,0.02%,0.00%,48.46%,0.00%,72,0,16.55%,0.00%,£664.28,£0.00,69,0
B08TMMR32J,B08TMMR32J,Caperberries in Brine 1.58KG Lefktro,CAP03A,188,6,181,7,369,13,0.01%,0.03%,0.01%,0.01%,0.01%,0.01%,254,7,235,7,489,14,0.01%,0.03%,0.01%,0.01%,0.01%,0.01%,98.01%,100.00%,87,8,23.58%,61.54%,"£1,173.49",£108.42,69,7
B0BLW2232P,B0BLW2232P,Centaur Tonka Beans 50g,SPI56A - 001 uk shipping,832,18,825,46,"1,657",64,0.06%,0.09%,0.07%,0.05%,0.06%,0.06%,"1,081",22,"1,011",58,"2,092",80,0.05%,0.08%,0.06%,0.04%,0.06%,0.05%,95.48%,95.92%,73,10,4.41%,15.63%,£677.87,£91.92,69,9
B0DQ1BG9JQ,B0DQ1BG9JQ,"Alexander Brass Mill Salt and Pepper Grinders, 20.32 cm, Set of 2",Alexander Bundle - 001 Prime,"5,796",63,"6,095",27,"11,891",90,0.38%,0.33%,0.49%,0.03%,0.43%,0.08%,"7,099",83,"6,974",33,"14,073",116,0.35%,0.31%,0.43%,0.02%,0.39%,0.07%,63.77%,84.44%,70,5,0.59%,5.56%,"£8,534.82",£631.67,69,5
B004BTED72,B004BTED72,Pidy Zakouski Mini Round Vol Au Vent Cases - 96 Portions,TAR31-001,"1,249",29,"1,327",51,"2,576",80,0.08%,0.15%,0.11%,0.05%,0.09%,0.07%,"1,868",41,"1,733",69,"3,601",110,0.09%,0.15%,0.11%,0.05%,0.10%,0.07%,96.91%,98.57%,83,8,3.22%,10.00%,"£1,810.14",£173.36,68,5
B00DI7Y2W4,B00DI7Y2W4,LEFKTRO LILLIPUT Capers 1kg Drained Weight,CAP02C - 001,88,1,121,5,209,6,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,111,1,151,7,262,8,0.01%,0.00%,0.01%,0.01%,0.01%,0.01%,98.37%,100.00%,82,13,39.23%,216.67%,"£1,454.99",£231.09,68,7
B00JC9E7PY,B00JC9E7PY,Doves Farm Organic & Gluten Free Baking Powder 1kg,BAK06C - 002,161,0,189,9,350,9,0.01%,0.00%,0.02%,0.01%,0.01%,0.01%,227,0,270,14,497,14,0.01%,0.00%,0.02%,0.01%,0.01%,0.01%,78.05%,100.00%,75,10,21.43%,111.11%,£851.07,£115.92,68,5
B08TMV1CGB,B08TMV1CGB,Capers in Brine 1.7KG Lefktro,CAP02B,202,4,235,4,437,8,0.01%,0.02%,0.02%,0.00%,0.02%,0.01%,261,4,298,5,559,9,0.01%,0.02%,0.02%,0.00%,0.02%,0.01%,92.86%,100.00%,78,11,17.85%,137.50%,"£1,098.16",£154.76,68,10
B0C3MHTFHM,B0C3MHTFHM,Callebaut Milk Couverture Power 41 Chocolate 2.5kg,CAL09 - 002 prime,"1,495",21,"1,060",40,"2,555",61,0.10%,0.11%,0.09%,0.04%,0.09%,0.05%,"1,952",25,"1,360",45,"3,312",70,0.10%,0.09%,0.08%,0.03%,0.09%,0.04%,41.03%,32.08%,77,9,3.01%,14.75%,"£3,997.46",£454.71,68,4
B0DBM79FNT,B0DBM79FNT,Chef William - Panko Breadcrumbs (Sack) - 10kg,PANKO004 - 001 Prime,55,4,57,11,112,15,0.00%,0.02%,0.00%,0.01%,0.00%,0.01%,74,6,80,15,154,21,0.00%,0.02%,0.00%,0.01%,0.00%,0.01%,96.55%,100.00%,83,21,74.11%,140.00%,"£2,511.27",£644.43,68,20
B07PF88F7L,B07PF88F7L,"We Can Source It Ltd - Wrapmaster 4500 Kitchen Foil - Aluminium Foil - Foil Wrap - For Catering, Packing, Cooking, Baking, Roasting - Foil Paper - Multipurpose Silver Foil Wrap - 45cm x 90m - Box of 3",WRA04 - 002,253,10,280,61,533,71,0.02%,0.05%,0.02%,0.06%,0.02%,0.06%,345,14,347,71,692,85,0.02%,0.05%,0.02%,0.05%,0.02%,0.05%,38.64%,1.27%,69,1,12.95%,1.41%,"£3,774.09",£53.89,67,1
B08874BVLT,B08874BVLT,Triple Lion Short Grain Pudding Rice - 1x3kg,RIC08 Prime,227,0,258,3,485,3,0.02%,0.00%,0.02%,0.00%,0.02%,0.00%,289,0,311,4,600,4,0.01%,0.00%,0.02%,0.00%,0.02%,0.00%,92.64%,100.00%,70,10,14.43%,333.33%,£747.04,£109.52,67,8
B0CVLDYH8J,B0CVLDYH8J, ,TAYLOR005 - 001 Prime,91,1,55,2,146,3,0.01%,0.01%,0.00%,0.00%,0.01%,0.00%,116,2,81,2,197,4,0.01%,0.01%,0.01%,0.00%,0.01%,0.00%,98.38%,100.00%,72,6,49.32%,200.00%,£457.68,£38.31,67,3
B07T925GN6,B004Y18G8E,French coarse sea salt from Guerande Le Guerandais-gros sel de Guerande - 1000 gr,SAL21 - 001,353,5,582,14,935,19,0.02%,0.03%,0.05%,0.01%,0.03%,0.02%,516,7,809,17,"1,325",24,0.03%,0.03%,0.05%,0.01%,0.04%,0.02%,94.58%,100.00%,87,0,9.30%,0.00%,£536.57,£0.00,66,0
B06XT4HPGB,B06XT4HPGB,Callebaut Dark Chocolate Croissant Sticks 8 cm 1.6 Kg,DEC23 uk shipping,852,29,703,36,"1,555",65,0.06%,0.15%,0.06%,0.04%,0.06%,0.06%,"1,168",44,878,42,"2,046",86,0.06%,0.17%,0.05%,0.03%,0.06%,0.05%,56.68%,60.00%,82,17,5.27%,26.15%,"£1,976.04",£419.85,66,11
B0CXF15W1M,B0CXF15W1M, ,CLE22F - 001 Prime,550,5,558,21,"1,108",26,0.04%,0.03%,0.05%,0.02%,0.04%,0.02%,727,5,728,38,"1,455",43,0.04%,0.02%,0.05%,0.03%,0.04%,0.03%,51.06%,40.63%,76,10,6.86%,38.46%,"£2,311.84",£300.90,66,1
B0062IB652,B0062IB652,"Heinz Salad Cream, 2.15Ltr",HEI04 - 001,547,3,356,5,903,8,0.04%,0.02%,0.03%,0.01%,0.03%,0.01%,714,3,459,6,"1,173",9,0.04%,0.01%,0.03%,0.00%,0.03%,0.01%,31.98%,0.00%,69,0,7.64%,0.00%,"£1,350.24",£0.00,65,0
B075CQZMJ3,B075CQZMJ3,Tate & Lyle Fairtrade Dark Muscovado - 500g (1.1lbs),TATEMU001 - 005 Prime,77,0,48,1,125,1,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,98,0,60,2,158,2,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,97.24%,0.00%,70,4,56.00%,400.00%,£388.53,£22.76,65,2
B0CRL2H2RB,B0CRL2H2RB,Flora Plant Based Double Cream Alternative 1ltr,FLORA004 - 001,427,6,460,13,887,19,0.03%,0.03%,0.04%,0.01%,0.03%,0.02%,550,8,580,15,"1,130",23,0.03%,0.03%,0.04%,0.01%,0.03%,0.01%,93.91%,100.00%,90,2,10.15%,10.53%,£830.63,£17.74,65,2
B016AH1U9G,B016AH1U9G,"Acquerello Carnaroli Risotto Rice, 2.5kg",RIC17,132,5,200,8,332,13,0.01%,0.03%,0.02%,0.01%,0.01%,0.01%,197,8,261,10,458,18,0.01%,0.03%,0.02%,0.01%,0.01%,0.01%,89.08%,84.62%,68,3,20.48%,23.08%,"£2,163.39",£95.50,64,3
B0D9HMD78B,B0D9HMD78B,Ready Brek Original 750gm (Pack of 2),F6-5ZX6-SKG8,222,5,316,2,538,7,0.01%,0.03%,0.03%,0.00%,0.02%,0.01%,264,5,359,2,623,7,0.01%,0.02%,0.02%,0.00%,0.02%,0.00%,84.63%,100.00%,72,2,13.38%,28.57%,"£1,000.98",£27.80,64,1
B006LJ0RR0,B006LJ0RR0,"Forno Bonomi Savoiardi Lady Fingers, 400g",SWE07B - 001,273,4,260,11,533,15,0.02%,0.02%,0.02%,0.01%,0.02%,0.01%,439,9,314,16,753,25,0.02%,0.03%,0.02%,0.01%,0.02%,0.02%,53.97%,69.23%,88,3,16.51%,20.00%,£529.55,£18.95,63,2
B00BKXR158,B00BKXR158,Callebaut Hazelnut Praline Paste 1 kg,BAK13 - 001 Prime,167,6,120,10,287,16,0.01%,0.03%,0.01%,0.01%,0.01%,0.01%,217,6,163,11,380,17,0.01%,0.02%,0.01%,0.01%,0.01%,0.01%,91.69%,100.00%,70,13,24.39%,81.25%,"£1,661.15",£316.25,63,11
B01122TCFI,B01122TCFI,Bottlegreen Lemongrass with Ginger Cordial (500ml) - Pack of 2,COR51 - 001 Prime,115,1,89,2,204,3,0.01%,0.01%,0.01%,0.00%,0.01%,0.00%,146,1,118,3,264,4,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,90.79%,100.00%,72,1,35.29%,33.33%,"£1,065.91",£13.84,63,1
B01FR0OGNY,B01FR0OGNY,Taylor & Colledge Vanilla Bean Paste 65g (Pack of 4),VAN07 - 011,188,1,129,7,317,8,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,255,1,170,8,425,9,0.01%,0.00%,0.01%,0.01%,0.01%,0.01%,91.34%,100.00%,76,17,23.97%,212.50%,"£2,287.93",£512.55,63,14
B0D6W3QM9G,B004TEZJPE,"Eager Cloudy Pineapple Juice 100% Pressed, Refreshing Fruit Drink, NFC Not From Concentrate, 1 Litre (Pack of 8)",EAGERP001 - 001,"1,802",38,"1,760",125,"3,562",163,0.12%,0.20%,0.14%,0.13%,0.13%,0.14%,"2,377",51,"2,341",178,"4,718",229,0.12%,0.19%,0.14%,0.13%,0.13%,0.14%,16.45%,0.58%,72,0,2.02%,0.00%,"£2,168.75",£0.00,62,0
B00JR794KE,B00JR794KE,SAXA Table Salt 6kg Tub,SAL02 - 002,185,2,281,29,466,31,0.01%,0.01%,0.02%,0.03%,0.02%,0.03%,232,2,346,32,578,34,0.01%,0.01%,0.02%,0.02%,0.02%,0.02%,49.25%,41.18%,73,12,15.67%,38.71%,"£1,176.93",£192.45,62,11
B00M46V7SM,B00M46V7SM,Global Harvest Wild Fennel Pollen Spice 28 g,SPI70 - 001,87,4,103,10,190,14,0.01%,0.02%,0.01%,0.01%,0.01%,0.01%,132,8,131,14,263,22,0.01%,0.03%,0.01%,0.01%,0.01%,0.01%,95.32%,100.00%,78,14,41.05%,100.00%,"£1,963.10",£353.18,62,11
B0B9FZK2GX,B09T3D914S,Bisto Gravy Granules 1.9kg,GRA02 - 005,127,0,143,1,270,1,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,174,0,186,1,360,1,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,81.06%,0.00%,67,0,24.81%,0.00%,"£1,259.79",£0.00,62,0
B0096POXXA,B0096POXXA,La Perruche brown and white sugar cubes individually wrapped 2.5 kilograms,SUG31,218,15,358,57,576,72,0.01%,0.08%,0.03%,0.06%,0.02%,0.06%,294,16,515,75,809,91,0.01%,0.06%,0.03%,0.06%,0.02%,0.06%,40.85%,24.29%,67,11,11.63%,15.28%,"£1,878.89",£308.13,61,7
B01LZC3A8G,B01LZC3A8G,"Robert Scott CICS009G Microfibre Cloth, Contract, 40 cm x 40 cm, Green (Pack of 10)",CLOTHM001 - 001 Prime,423,8,350,76,773,84,0.03%,0.04%,0.03%,0.08%,0.03%,0.07%,638,10,522,117,"1,160",127,0.03%,0.04%,0.03%,0.09%,0.03%,0.08%,28.81%,1.67%,73,2,9.44%,2.38%,£626.54,£21.02,61,1
B0865SRC76,B0865SRC76,Freshers Blackcurrant Squash Drink No Added Sugar 5 Litre,COR21A - 004 Prime,132,1,103,31,235,32,0.01%,0.01%,0.01%,0.03%,0.01%,0.03%,175,1,134,46,309,47,0.01%,0.00%,0.01%,0.03%,0.01%,0.03%,68.82%,21.95%,79,14,33.62%,43.75%,£933.26,£165.62,61,8
B0887CXKPY,B0887CXKPY,Chefs Brigade Cooked and Peeled Quail Eggs - 1x48,EGG04,923,15,997,13,"1,920",28,0.06%,0.08%,0.08%,0.01%,0.07%,0.02%,"1,231",22,"1,252",22,"2,483",44,0.06%,0.08%,0.08%,0.02%,0.07%,0.03%,72.65%,40.00%,81,0,4.22%,0.00%,"£1,950.96",£0.00,61,0
B0CCPPX8N1,B0CCPQ9FK2,Whirl Butter Substitute 4ltr,BUT25 - 001 Prime,286,3,317,15,603,18,0.02%,0.02%,0.03%,0.02%,0.02%,0.02%,382,3,365,16,747,19,0.02%,0.01%,0.02%,0.01%,0.02%,0.01%,95.45%,100.00%,76,18,12.60%,100.00%,"£1,763.91",£417.77,61,9
B0D1878TX3,B0D1878TX3,Parkers CORE - Black Pepper Sachets - 1 x 2000,CORESA008 - 001 Prime,33,1,47,17,80,18,0.00%,0.01%,0.00%,0.02%,0.00%,0.02%,44,1,63,22,107,23,0.00%,0.00%,0.00%,0.02%,0.00%,0.01%,92.86%,100.00%,64,23,80.00%,127.78%,£967.58,£348.01,61,21
B0DFHLHT1M,B0DFHLHT1M,"Parkers Foodservice Robert Scott - Microfibre Cloth Bundle - PINK, GREEN, BLUE - 3 x 10 x 40cm x 40cm",Bundle - 195 Prime,132,4,102,13,234,17,0.01%,0.02%,0.01%,0.01%,0.01%,0.01%,220,7,143,23,363,30,0.01%,0.03%,0.01%,0.02%,0.01%,0.02%,98.15%,100.00%,95,23,40.60%,135.29%,"£1,613.63",£394.20,61,12
B0DN1S1HK2,B0DN1S1HK2,Dairy Milk Kids Bar 6 x 18gm - (Pack of 3),CHO04A - 004 Prime,125,0,69,3,194,3,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,157,0,86,3,243,3,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,95.11%,100.00%,70,8,36.08%,266.67%,£608.12,£69.88,61,5
B082YP6NZ3,B003TJATBY,"Kewpie Mayonnaise, 500 g, Pack of 2",MAY25 - 004 uk shipping,"3,449",32,"2,355",32,"5,804",64,0.23%,0.17%,0.19%,0.03%,0.21%,0.06%,"4,683",39,"2,952",42,"7,635",81,0.23%,0.15%,0.18%,0.03%,0.21%,0.05%,24.33%,37.04%,63,0,1.09%,0.00%,£798.38,£0.00,60,0
B00E7P9ZGO,B00E7P9ZGO,Batchelors Original Mushy Peas - 1x3kg,VEG06B - 005 Prime,224,1,255,6,479,7,0.01%,0.01%,0.02%,0.01%,0.02%,0.01%,304,1,314,6,618,7,0.01%,0.00%,0.02%,0.00%,0.02%,0.00%,95.23%,100.00%,112,8,23.38%,114.29%,"£1,088.71",£77.30,60,4
B00R3DNDVK,B00R3DNDVK,Cornish Sea Salt - Flakes - 1Kg,SALCOR003 - 003 Prime,172,2,124,3,296,5,0.01%,0.01%,0.01%,0.00%,0.01%,0.00%,233,2,165,3,398,5,0.01%,0.01%,0.01%,0.00%,0.01%,0.00%,52.39%,75.00%,66,9,22.30%,180.00%,£881.64,£119.88,60,5
B09PGZ9FJG,B01DDG8PQI,Callebaut Select Dark 54.5 Percent Chocolate 811 Callets 2.5 kg,CAL02 - 010,"3,105",89,"2,614",180,"5,719",269,0.21%,0.47%,0.21%,0.19%,0.21%,0.24%,"4,308",140,"3,520",289,"7,828",429,0.21%,0.53%,0.22%,0.22%,0.21%,0.27%,3.51%,1.58%,65,5,1.14%,1.86%,"£2,837.07",£218.01,60,4
