(Parent) ASIN,(Child) ASIN,Title,SKU,Sessions – Total,Sessions – Total – B2B,Session percentage – Total,Session percentage – Total – B2B,Page views – Total,Page views – Total – B2B,Page views percentage – Total,Page views percentage – Total – B2B,Featured Offer (Buy Box) percentage,Featured Offer (Buy Box) percentage – B2B,Units ordered,Units ordered – B2B,Unit Session Percentage,Unit session percentage – B2B,Ordered Product Sales,Ordered product sales – B2B,Total order items,Total order items – B2B
B0D3M1H571,B0D3M1H571,"Bulldog Tonkatsu Sauce 500ml - Japanese Flavours with Premium Ingredients - Perfect for Tonkatsu, Katsu Curry, and More!",ORI85 - 004,102,2,0.05%,0.03%,126,2,0.04%,0.02%,47.86%,0.00%,3,0,2.94%,0.00%,£28.41,£0.00,3,0
B0D3QRL9D1,B0D3QHY5RN,Lion - PRAWN Cocktail Sauce - 2.27ltr (2),LIO09 - 002 Prime,2,0,0.00%,0.00%,3,0,0.00%,0.00%,33.33%,0.00%,3,0,150.00%,0.00%,£75.39,£0.00,3,0
B0D3QSTX58,B0D3QHYD26,Lion - CAESAR Dressing - 2.27ltr (1),DRE07 - 001 Prime,18,1,0.01%,0.02%,22,2,0.01%,0.02%,100.00%,100.00%,3,0,16.67%,0.00%,£50.13,£0.00,3,0
B0D463WH7C,B0D45YY543,"Global Farm Hand Picked Wild Fennel Pollen (2, 5gm)",SPI71 - 002 Prime,23,1,0.01%,0.02%,29,2,0.01%,0.02%,89.29%,100.00%,3,1,13.04%,100.00%,£46.92,£15.50,3,1
B0D76RTJ81,B0D76RTJ81,ICE VALLEY Spring Water Still 500ml - Case of 24,WATER003 - 004 One Day,26,1,0.01%,0.02%,28,1,0.01%,0.01%,100.00%,0.00%,3,0,11.54%,0.00%,£39.72,£0.00,3,0
B0D81CZHRD,B0D81CZHRD,"Milkshake Mix Bundle with Crusha Milkshake Mix, Banana, 500ml (no added sugar) 2 Pack + Brightdale Kitchen Card",CRUSHA007 - 002,224,1,0.10%,0.02%,280,2,0.10%,0.02%,29.34%,0.00%,3,0,1.34%,0.00%,£27.87,£0.00,3,0
B0D9MF15XJ,B0D9MF15XJ,"Centaur Bundle - Tarragon, Raspberry & Champagne Vinegar - 3 x 750ml",Bundle - 158 Prime,15,0,0.01%,0.00%,18,0,0.01%,0.00%,100.00%,0.00%,3,0,20.00%,0.00%,£64.41,£0.00,3,0
B0DBM8JNJJ,B0DBM8JNJJ,Chef William - Panko Breadcrumbs - 1kg - (Pack of 10),PANKO003 - 002 Prime,10,0,0.00%,0.00%,11,0,0.00%,0.00%,81.82%,0.00%,4,0,40.00%,0.00%,£145.04,£0.00,3,0
B0DDXX812Z,B0DDXX812Z,"Anti-Bacterial Probe Wipes, Alcohol-Free, Quat-Free, 200 Wipes, Sheet Size: 12cm x 15cm",NON40B - 001 Prime,9,1,0.00%,0.02%,12,1,0.00%,0.01%,100.00%,100.00%,3,1,33.33%,100.00%,£32.97,£10.99,3,1
B0DFCRKYSR,B0DFCRKYSR,Bulk Golden Syrup & Black Treacle Bundle – 2 × 7.257 kg Catering Containers – Tate & Lyle Original Cane Syrup,Bundle - 190 Prime,20,0,0.01%,0.00%,23,0,0.01%,0.00%,86.36%,0.00%,3,0,15.00%,0.00%,£133.01,£0.00,3,0
B0DHD2H45F,B0DHD2H45F,Fondant Patissier (Belgofondant) 1kg,BAK30 - 001 uk shipping,107,5,0.05%,0.08%,159,6,0.06%,0.07%,99.26%,100.00%,6,4,5.61%,80.00%,£57.90,£37.92,3,1
B0DHVZRSR2,B0DHVZRSR2,"Rummo Premium Italian Gluten-Free Pasta Bundle | Elbows, Spaghetti & Penne 3 x 400g | Healthy Pasta Pack",28-U59T-IUF2,88,1,0.04%,0.02%,98,1,0.03%,0.01%,100.00%,100.00%,3,0,3.41%,0.00%,£41.90,£0.00,3,0
B0DK26LVMM,B0DK26LVMM,Vignola - PAELLA Rice - 1kg,RIC14C - 002 Prime,14,0,0.01%,0.00%,20,0,0.01%,0.00%,100.00%,0.00%,3,0,21.43%,0.00%,£24.80,£0.00,3,0
B0DXLH1R6G,B0DXLH1R6G,"Essential Cuisine Premier Lamb Jus Paste, Gourmet Sauce - Intense Flavour, Ready in Minutes - Gluten-Free. - 1Kg",JUS02 - 003 - Prime,17,2,0.01%,0.03%,18,3,0.01%,0.04%,27.78%,0.00%,5,0,29.41%,0.00%,£169.90,£0.00,3,0
B0F3XQ44NT,B0F3XQ44NT,Centaur - Dulce De Leche - 1kg,SWE10B - 001 Prime,27,2,0.01%,0.03%,31,2,0.01%,0.02%,89.29%,100.00%,16,16,59.26%,800.00%,£234.40,£234.40,3,3
B0F45BR6ZM,B0F45BR6ZM,Wadakyu Katsuobushi Bonito Dried And Smoked Tuna Flakes 500g,ORI60 - 002 Prime,100,3,0.05%,0.05%,116,3,0.04%,0.04%,22.32%,33.33%,3,1,3.00%,33.33%,£119.61,£39.87,3,1
B0F4KZVCDF,B0F4KZVCDF,Lion Burger Sauce 1 Litre,LIO06 - 001 Prime,11,0,0.00%,0.00%,12,0,0.00%,0.00%,100.00%,0.00%,7,1,63.64%,0.00%,£68.88,£9.84,3,1
B0F4XL1S6N,B0F4XL1S6N,Full Box of Assorted Chocolate Bars – 24 Full-Size Packs | Favourite Flavours & Textures (Snicker's 24 x 50g),CHO28A - 004,435,15,0.20%,0.24%,546,15,0.19%,0.18%,10.02%,0.00%,3,0,0.69%,0.00%,£61.95,£0.00,3,0
B0F8R9G1TV,B0F8R9G1TV,"Centaur/Hazlemere Premium Duck Fat – 1kg - (Pack of 6) | Ideal for Roasting, Frying & Gourmet Cooking",FAT03C - 002,11,1,0.00%,0.02%,17,2,0.01%,0.02%,93.33%,50.00%,5,3,45.45%,300.00%,£297.00,£178.20,3,1
B0FGYFCX8T,B0FGYBLWGS,Caterwrap Silicon Coated Baking Parchment Paper 300mm x 50m (2 Rolls),CATER003 - 004,4,1,0.00%,0.02%,4,1,0.00%,0.01%,50.00%,100.00%,4,2,100.00%,200.00%,£55.91,£27.90,3,1
B0FJ2XHN8Z,B0FJ2XHN8Z,Pitted Mammoth Black Olives in Brine – Large Black Olives with Olive Oil & Salt – 2kg Drained Weight Tin,OLI02A - 001,36,0,0.02%,0.00%,46,0,0.02%,0.00%,100.00%,0.00%,3,0,8.33%,0.00%,£58.77,£0.00,3,0
B0FJMRL5P1,B0FJMRL5P1,"Extra Heavy Duty Clear Compactor Sacks – 100-Pack (170L, 20kg Load Capacity) (YES3CBA4A220) (508 x838 x 1168mm)",REFUSE04B - 001,4,1,0.00%,0.02%,4,1,0.00%,0.01%,100.00%,100.00%,5,4,125.00%,400.00%,£103.20,£82.56,3,2
B0FJSH2R54,B0FJSH2R54,Chilli Flavoured Extra Virgin Olive Oil – 250 ml – Infused with Spicy Chilli Pepper colavita,COLAVI010 - 002 Prime,26,0,0.01%,0.00%,30,0,0.01%,0.00%,100.00%,0.00%,3,0,11.54%,0.00%,£30.84,£0.00,3,0
B0FL2WNNGW,B0FL2WNNGW,Callebaut W2 Finest Belgian White Chocolate Couverture Callets 28.0% Cocoa 1kg,CAL04A - 008,746,14,0.34%,0.23%,986,20,0.35%,0.24%,0.11%,0.00%,3,0,0.40%,0.00%,£51.51,£0.00,3,0
B0FL3HCHRV,B0FL3HCHRV,Callebaut High‑Quality White Chocolate Mousse Mix – 800 g Bag – 58.5% White Chocolate Base – Easy-to-Use Dessert Mix for Chefs,DES04 - 003,63,0,0.03%,0.00%,74,0,0.03%,0.00%,66.67%,0.00%,3,0,4.76%,0.00%,£51.62,£0.00,3,0
B0FL83LB57,B0FL83LB57,Fontinella/Sombrero Pear Halves in Light Syrup – 820g Tin – Catering Pack (Packaging May Vary),FRU02B - 001,18,1,0.01%,0.02%,28,1,0.01%,0.01%,100.00%,0.00%,5,0,27.78%,0.00%,£31.60,£0.00,3,0
B0FLKHZYLT,B0FLKHZYLT,"Garlic Granules 700g – Triple Lion Dehydrated Garlic for Cooking & Seasoning – Strong Flavour, Free-Flowing, Catering Size",GAR10A - 001,37,0,0.02%,0.00%,48,0,0.02%,0.00%,95.56%,0.00%,3,0,8.11%,0.00%,£30.20,£0.00,3,0
B0FMYLX927,B0FMYLX927,"Shaws Huddersfield Caramelised Red Onion Chutney – 1.3kg Catering Tub | Sweet Onion Relish for Cheese, Burgers & Cooking",SHAW002 - 003 Prime,22,0,0.01%,0.00%,29,0,0.01%,0.00%,93.10%,0.00%,7,0,31.82%,0.00%,£76.98,£0.00,3,0
B0FMYMNZMP,B0FMYMNZMP,Belvoir Pink Lady Presse 12 x 275ml – Refreshing Apple & Elderflower Drink,BEL05A - 001 Prime,34,0,0.02%,0.00%,48,0,0.02%,0.00%,95.24%,0.00%,9,0,26.47%,0.00%,£229.41,£0.00,3,0
B0FNNCVPG4,B0FNNCVPG4,"Mousline Mashed Potato Mix 4kg – Instant Creamy Potato Flakes, Vegetarian, Made from Selected Potatoes",POT04 - 003 Prime,49,2,0.02%,0.03%,65,2,0.02%,0.02%,66.10%,100.00%,3,0,6.12%,0.00%,£122.97,£0.00,3,0
B0FPGK976K,B0FPGK976K,"Callebaut Dark Chocolate Croissant Sticks 8 cm, 1.6 kg – Premium Belgian Baking Chocolate for Pastries & Desserts - Sold by Parkers Foodservice",DEC23 - 006,202,1,0.09%,0.02%,264,4,0.09%,0.05%,76.99%,0.00%,3,0,1.49%,0.00%,£68.03,£0.00,3,0
B0FY3JTC1X,B0FY3JTC1X,Callebaut Belgian Milk Chocolate Spring Shavings 2.5 kg – Premium Milk Chocolate Decorations for Cakes & Pastries,CALSHA002 - 001 One Day,19,2,0.01%,0.03%,27,2,0.01%,0.02%,90.91%,100.00%,4,3,21.05%,150.00%,£154.26,£117.95,3,2
B0FZD1V8K1,B0FZD1V8K1,"Callebaut Alkalised 'Extra Brute' Deep Dark Red Cocoa Powder (22-24% Fat), 1kg",CALCHO002 - 001,158,11,0.07%,0.18%,213,12,0.07%,0.14%,37.56%,11.11%,3,0,1.90%,0.00%,£54.96,£0.00,3,0
B0G15VK16P,B0G15VK16P,"Bako Strong Wholemeal Flour 16kg – Baking bread, rolls, bulk pack",FLO07D - 001,18,1,0.01%,0.02%,20,1,0.01%,0.01%,90.00%,0.00%,3,0,16.67%,0.00%,£63.47,£0.00,3,0
B0G4XJ1LMJ,B0G4XJ1LMJ,"Callebaut Gold Chocolate Crispearls – 800 g Bag – Salted Caramel Chocolate Crisp Pearls for Desserts, Ice Cream & Pastry Decoration - Sold by Parkers Foodservice",CALCRI005 - 001 One,73,0,0.03%,0.00%,95,0,0.03%,0.00%,28.74%,0.00%,4,0,5.48%,0.00%,£82.24,£0.00,3,0
B0G6FDG2FJ,B0G6FDG2FJ,"Curtis Dried Pitted Prunes 3kg – Premium Whole Pitted Prunes – Naturally Sweet, Soft & Ready to Eat – Bulk Catering Pack",DRIPRU003 - 001 Prime,5,0,0.00%,0.00%,10,0,0.00%,0.00%,100.00%,0.00%,4,0,80.00%,0.00%,£93.96,£0.00,3,0
B0G7M1FJ2Z,B0G7M1FJ2Z,"Parkers House of Lords BBQ Sauce 3.78 L – Sweet & Smoky Barbecue Condiment for Grill, Marinade & Catering",CON75 - 003,24,0,0.01%,0.00%,32,0,0.01%,0.00%,100.00%,0.00%,3,0,12.50%,0.00%,£80.98,£0.00,3,0
B0G81C3239,B0G81C3239,"Kenny’s Vegan Mayonnaise 5 L – Plant-Based Mayo for Catering, Sandwiches & Salads",MAY26C - 001,11,1,0.00%,0.02%,11,1,0.00%,0.01%,90.91%,100.00%,3,2,27.27%,200.00%,£84.69,£55.84,3,2
B0GF3DQZ14,B0GF3DQZ14,"Chefs' Selections Vegetable Bouillon Paste 1kg – Concentrated Vegetable Stock Base for Soups, Sauces & Cooking",BOU50 - 001 Prime,11,0,0.00%,0.00%,14,0,0.00%,0.00%,85.71%,0.00%,3,0,27.27%,0.00%,£44.97,£0.00,3,0
B0GJ6Y3D37,B0GJ6Y3D37,Queenswood Light Muscovado Sugar 500g – Unrefined Cane Sugar from Mauritius,TATEMU002B - 001,7,0,0.00%,0.00%,9,0,0.00%,0.00%,100.00%,0.00%,3,0,42.86%,0.00%,£17.97,£0.00,3,0
B0GQVGQ9Q2,B0GQVGQ9Q2,"French's Classic Yellow Mustard, Deep & Tangy Flavour, Versatile Condiment, Bulk Container, Food Service Size, 3.37L",CON32C - 002,28,5,0.01%,0.08%,42,11,0.01%,0.13%,42.50%,20.00%,3,1,10.71%,20.00%,£63.27,£21.09,3,1
B001AO2HCO,B001AO2HCO,Nielsen-massey Pure Peppermint Extract 60 ml,ESS18 - 002,38,0,0.02%,0.00%,50,0,0.02%,0.00%,78.26%,0.00%,2,0,5.26%,0.00%,£18.15,£0.00,2,0
B001UOW6I4,B001UOW6I4,Valrhona Cocoa Powder - 3 kg,VALRHO003 - 002 Prime,185,2,0.08%,0.03%,261,3,0.09%,0.04%,3.46%,0.00%,2,0,1.08%,0.00%,£218.08,£0.00,2,0
B002WTDZXG,B002WTDZXG,Sosa Powdered Egg White Albumina 500 g,SOSAEG01 - 001,23,2,0.01%,0.03%,32,3,0.01%,0.04%,82.14%,100.00%,2,1,8.70%,50.00%,£83.84,£41.92,2,1
B0CH1LNQ4Y,B0049DMHEG,"MONIN Premium Cherry Syrup 700 ml for Cocktails and Mocktails. Vegan-Friendly, Allergen-Free, 100% Natural Flavours and Colourings",MONINS28 - 005,"1,333",23,0.60%,0.37%,"1,679",32,0.59%,0.38%,0.00%,0.00%,2,0,0.15%,0.00%,£29.20,£0.00,2,0
B0CQMF91J1,B004TEPULM,"Eager Cranberry Juice Naturally Sweetened, Refreshing Fruit Drink, 1 Litre (Pack of 8)",EAGERC001 - 001,608,11,0.28%,0.18%,749,14,0.26%,0.17%,0.57%,0.00%,2,0,0.33%,0.00%,£64.64,£0.00,2,0
B0D6W22ZM5,B004TEZHWE,"Eager Smooth Orange Juice 100% Squeezed, Refreshing Fruit Drink, No Bits, NFC Not From Concentrate, 1 Litre (Pack of 8)",EAGERO001 - 001,473,56,0.21%,0.90%,618,81,0.22%,0.97%,1.19%,9.72%,14,14,2.96%,25.00%,£509.60,£509.60,2,2
B07T925GN6,B004Y18G8E,French coarse sea salt from Guerande Le Guerandais-gros sel de Guerande - 1000 gr,SAL21 - 001 Prime,21,0,0.01%,0.00%,27,0,0.01%,0.00%,86.96%,0.00%,2,0,9.52%,0.00%,£16.27,£0.00,2,0
B07L5B68RN,B0058J49T6,HARIBO Mini CHAMALLOWS 1KG X 8S,TOP05 - 005,"2,186",60,0.99%,0.97%,"2,681",80,0.94%,0.95%,0.40%,0.00%,2,2,0.09%,3.33%,£28.22,£28.22,2,2
B005KLWD3G,B005KLWD3G,"Monin Premium Vanilla Sugar Free Syrup 1L For Coffee And Cocktails. Vegan-Friendly, Allergen-Free, 100 Percent Natural Flavours And Colourings. Sugar-Free Vanilla Coffee Syrup",MONINS101 - 007,"9,146",223,4.14%,3.60%,"11,889",283,4.18%,3.38%,0.02%,0.00%,2,0,0.02%,0.00%,£33.94,£0.00,2,0
B005TG9OJI,B005TG9OJI,Pom-Bear Original (Box of 36 x 19g Bags),CRI50 - 002,174,8,0.08%,0.13%,229,9,0.08%,0.11%,0.00%,0.00%,2,0,1.15%,0.00%,£47.74,£0.00,2,0
B082YPRCFS,B007OTVFOA,Hikari Shinshu Awase Miso 1 Kg (Pack of 2),ORI52B - 003,47,1,0.02%,0.02%,62,2,0.02%,0.02%,65.00%,0.00%,2,0,4.26%,0.00%,£25.24,£0.00,2,0
B0893J69DV,B008B39Q3A,Lazy Lemon Juice 1 Litre (Pack of 6),JUI01 - 001 uk shipping,104,6,0.05%,0.10%,138,8,0.05%,0.10%,27.56%,0.00%,2,1,1.92%,16.67%,£47.10,£22.31,2,1
B008F66BK4,B008F66BK4,"Valrhona Chocolat Noir, Guanaja 70%, 1kg",VALRHO010 - 001,387,10,0.18%,0.16%,561,14,0.20%,0.17%,1.21%,33.33%,3,2,0.78%,20.00%,£113.97,£75.98,2,1
B07TLDK9XJ,B008SAUDEM,"Yutaka Wasabi Peas 2kg | Authentic Japanese Snack | Spicy & Crunchy | Perfect for Parties or as a Beer Snack | Vegan, Gluten-Free & High in Fibre",BAR04A - 001 uk shipping,510,16,0.23%,0.26%,687,20,0.24%,0.24%,2.35%,0.00%,2,0,0.39%,0.00%,£39.26,£0.00,2,0
B0096POXXA,B0096POXXA,La Perruche brown and white sugar cubes individually wrapped 2.5 kilograms,SUG31,75,13,0.03%,0.21%,115,15,0.04%,0.18%,9.43%,0.00%,2,0,2.67%,0.00%,£62.40,£0.00,2,0
B009RK9XUW,B009RK9XUW,"Pom-Bear Cheese & Onion - Crisps 19g - Light and Crispy Bear-Shaped Potato Snacks - Gluten free, No Artificial Colours or Flavours, Suitable for Vegetarians",CRI50 - 005 x2,35,0,0.02%,0.00%,41,0,0.01%,0.00%,92.50%,0.00%,2,0,5.71%,0.00%,£46.38,£0.00,2,0
B00AZL7UES,B00AZL7UES,Cadbury Instant Hot Chocolate Sachets 28 g (Pack of 50),HOT19 Prime,457,52,0.21%,0.84%,570,66,0.20%,0.79%,0.78%,0.00%,2,0,0.44%,0.00%,£57.74,£0.00,2,0
B00BKXR158,B00BKXR158,Callebaut Hazelnut Praline Paste 1 kg,BAK13 - 001,166,1,0.08%,0.02%,229,1,0.08%,0.01%,19.80%,0.00%,2,0,1.20%,0.00%,£49.78,£0.00,2,0
B00BOO74EQ,B00BOO74EQ,CaterWrap Catering Quality Baking Parchment 300mm x 50m,CATER003 - 001 Prime,147,13,0.07%,0.21%,172,17,0.06%,0.20%,11.52%,14.29%,2,0,1.36%,0.00%,£23.98,£0.00,2,0
B0G3PLGHYT,B00CBJX9V0,Folkingtons Pure Pressed Valencia Orange Juice - 12 x 250ml Bottles,FOL05 - 001,197,24,0.09%,0.39%,247,31,0.09%,0.37%,0.00%,0.00%,2,0,1.02%,0.00%,£52.24,£0.00,2,0
B0F59VV357,B00CCG7XQO,Callebaut Dark Chocolate Mousse Powder 800 g (Pack of 2),DES05 - 004,12,0,0.01%,0.00%,16,0,0.01%,0.00%,76.92%,0.00%,6,6,50.00%,0.00%,£193.61,£193.61,2,2
B00DI7Y2W4,B00DI7Y2W4,LEFKTRO LILLIPUT Capers 1kg Drained Weight,CAP02C - 001 one day,37,5,0.02%,0.08%,50,5,0.02%,0.06%,90.00%,100.00%,3,3,8.11%,60.00%,£60.09,£60.09,2,2
B0F9FSJF6G,B00DJ5T7A2,"Lee Kum Kee Char Siu Sauce, Honey Barbeque, Vegetarian, No Added MSG, 225 g (Pack of 6)",ORI27 - 006,"2,994",26,1.36%,0.42%,"3,948",35,1.39%,0.42%,0.11%,5.56%,2,0,0.07%,0.00%,£31.62,£0.00,2,0
B0FM4HNCPW,B00DYQ6HPO,"Bisto Flavoursome & Delicious Chicken Gravy Granules For Hearty Family Mealtimes, 1.8 kg Tub (Pack of 1)",GRA03 - 001,235,6,0.11%,0.10%,273,8,0.10%,0.10%,12.92%,20.00%,2,0,0.85%,0.00%,£37.00,£0.00,2,0
B00EOSDJA2,B00EOSDJA2,"Taylors of Harrogate Earl Grey Tea, 20 Tea Bags (Pack of 6, Total 120 Teabags)",TAYLOR003 - 001,5,0,0.00%,0.00%,5,0,0.00%,0.00%,80.00%,0.00%,2,0,40.00%,0.00%,£37.24,£0.00,2,0
B0CF54WCRQ,B00GLRYQ2O,"MONIN 10ml Pump. Compatible with 700ml Glass MONIN Syrup Bottles for Easy Use. Use 2 Pumps for Coffee, 3 Pumps for Frappes, 1-2 Pumps for Cocktails",MONINS50 - 001 Prime,997,34,0.45%,0.55%,"1,419",44,0.50%,0.53%,1.42%,0.00%,3,0,0.30%,0.00%,£28.77,£0.00,2,0
B00IIK9B3Q,B00IIK9B3Q,Monin Chocolate 700ml,MONINS05 - 004,18,2,0.01%,0.03%,22,2,0.01%,0.02%,10.53%,0.00%,2,0,11.11%,0.00%,£30.00,£0.00,2,0
B099RWKZN2,B00IZHCTO0,"Twinings English Breakfast Tea Enveloped Tea Bags, 6 Boxes of 50 Individually Wrapped Tea Bags",TWIN001 - 003,175,38,0.08%,0.61%,242,64,0.09%,0.76%,3.57%,13.46%,9,9,5.14%,23.68%,£311.94,£311.94,2,2
B00JMHSGL2,B00JMHSGL2,Chefs William Bicarbonate of Soda 1 x 1kg,BAK05C - 001,13,1,0.01%,0.02%,16,1,0.01%,0.01%,92.86%,0.00%,2,0,15.38%,0.00%,£13.98,£0.00,2,0
B0F59VV357,B00JRCFRWS,Callebaut White Chocolate Mousse Powder 800 g,PRIME004,55,1,0.02%,0.02%,74,1,0.03%,0.01%,26.47%,0.00%,3,0,5.45%,0.00%,£52.77,£0.00,2,0
B00K2DULIG,B00K2DULIG,Tate & Lyle Caster Sugar ( 2Kg x 1 ),TATECA001 - 010 Prime,14,1,0.01%,0.02%,16,1,0.01%,0.01%,15.38%,0.00%,2,0,14.29%,0.00%,£18.82,£0.00,2,0
B00L4A7K2Q,B00L4A7K2Q,Buchanans Raisins 3kg,DRIRAI001-002,3,1,0.00%,0.02%,3,1,0.00%,0.01%,100.00%,100.00%,2,2,66.67%,200.00%,£36.66,£36.66,2,2
B0CHW3HGWD,B00LJXQID0,"Special Ingredients Crackle Crystals Popping Candy 500g - Suitable for Vegetarians, Non-GMO, Gluten Free, Non-Irradiated",SWE21 - 001,"1,749",23,0.79%,0.37%,"2,022",28,0.71%,0.33%,9.69%,26.67%,2,2,0.11%,8.70%,£40.24,£40.24,2,2
B00LQTBX46,B00LQTBX46,Lee Kum Kee Char Siu Sauce,ORI27 - 007,13,0,0.01%,0.00%,18,0,0.01%,0.00%,6.25%,0.00%,2,0,15.38%,0.00%,£12.98,£0.00,2,0
B00NQY4V70,B00NQY4V70,"Nihon Shokken Japanese Classic Dressing, 1000 millilitre",ORI100,12,1,0.01%,0.02%,13,1,0.00%,0.01%,92.31%,0.00%,2,0,16.67%,0.00%,£40.98,£0.00,2,0
B00OPYLXBW,B00OPYLXBW,Béghin Say La Perruche Pure Cane Rough Cut Cubes 1kg SUBR1K Case Of 8,SUG17E,5,0,0.00%,0.00%,8,0,0.00%,0.00%,100.00%,0.00%,2,0,40.00%,0.00%,£78.74,£0.00,2,0
B00OR9Y8JY,B00OR9Y8JY,Lyle's Black Treacle 7.25kg Case of 2,TATESY002 - 001,8,2,0.00%,0.03%,8,2,0.00%,0.02%,100.00%,100.00%,4,3,50.00%,150.00%,£179.56,£134.67,2,1
B00OWB6T9O,B00OWB6T9O,Yutaka Soba Noodles (10 x 250G),NOO05W,81,0,0.04%,0.00%,92,0,0.03%,0.00%,76.67%,0.00%,2,0,2.47%,0.00%,£39.04,£0.00,2,0
B00PCE78GI,B00PCE78GI,"Japanese Wasabi & Citrus Dressing, 1L",ORI100A,4,0,0.00%,0.00%,4,0,0.00%,0.00%,100.00%,0.00%,3,0,75.00%,0.00%,£61.35,£0.00,2,0
B00PCN326O,B00PCN326O,Bovril Beef Flavoured Drink 450g,HOT04B - 014,21,0,0.01%,0.00%,25,0,0.01%,0.00%,95.83%,0.00%,2,0,9.52%,0.00%,£35.35,£0.00,2,0
B00RPCYKSE,B00RPCYKSE,Monin Caramel Flavoured Sauce - 2 x 500ml,MONINT02 - 002,57,1,0.03%,0.02%,69,1,0.02%,0.01%,17.74%,0.00%,2,0,3.51%,0.00%,£40.28,£0.00,2,0
B082YQ7CHV,B00TZT4ABM,Squid Brand Fish Sauce 700 ml (Pack of 6),ORI18 - 002,24,2,0.01%,0.03%,34,3,0.01%,0.04%,16.67%,100.00%,2,1,8.33%,50.00%,£52.76,£26.38,2,1
B00XUFNSVK,B00XUFNSVK,"Tate Tate & Lyle Fairtrade Jam Sugar, 1Kg",TATEJA001 - 004,110,0,0.05%,0.00%,146,0,0.05%,0.00%,5.34%,0.00%,2,0,1.82%,0.00%,£15.32,£0.00,2,0
B00YALCLGQ,B00YALCLGQ,Cooks & Co Anchovy Fillets in Sunflower Oil (365g) - Pack of 2,FIS10A - 008,6,0,0.00%,0.00%,6,0,0.00%,0.00%,83.33%,0.00%,2,2,33.33%,0.00%,£41.57,£41.57,2,2
B00Z69RBGQ,B00Z69RBGQ,Thai Taste Folded Rice Noodles (200g) - Pack of 6,THAITA006 - 003,28,0,0.01%,0.00%,37,0,0.01%,0.00%,71.88%,0.00%,2,0,7.14%,0.00%,£26.98,£0.00,2,0
B01067HVQM,B01067HVQM,Luscombe Drinks | Wild Elderflower Bubbly | 24 x 270ml,LUSCOM001 - 002,9,0,0.00%,0.00%,13,0,0.00%,0.00%,100.00%,0.00%,2,0,22.22%,0.00%,£109.88,£0.00,2,0
B010E0MRJ2,B010E0MRJ2,Essential Cuisine Number 1 Savory Gravy 1.5 kg,GRA15 - 001,13,0,0.01%,0.00%,17,0,0.01%,0.00%,23.53%,0.00%,2,0,15.38%,0.00%,£49.42,£0.00,2,0
B011LP0QQU,B011LP0QQU,Golden Swan Water Chestnuts Whole in Water 227g,ORI13D - 002 Prime,9,0,0.00%,0.00%,9,0,0.00%,0.00%,88.89%,0.00%,5,0,55.56%,0.00%,£31.95,£0.00,2,0
B016AH1U9G,B016AH1U9G,"Acquerello Carnaroli Risotto Rice, 2.5kg",RIC17,26,0,0.01%,0.00%,32,0,0.01%,0.00%,100.00%,0.00%,2,1,7.69%,0.00%,£68.22,£34.11,2,1
B018X9DB5K,B018X9DB5K,Merchant Gourmet Chestnut Puree - 200g (5 x 200g),NUT12C - 009 Prime,10,0,0.00%,0.00%,13,0,0.00%,0.00%,100.00%,0.00%,2,0,20.00%,0.00%,£29.78,£0.00,2,0
B019A58DUY,B019A58DUY,Nielsen Massey - Pure Almond Extract - 60ml x 8,ESS13 - 002,5,1,0.00%,0.02%,6,1,0.00%,0.01%,80.00%,100.00%,2,0,40.00%,0.00%,£63.16,£0.00,2,0
B01A5WY2MY,B01A5WY2MY,"Taylors of Harrogate Assam Tea, 20 Individually Wrapped & Tagged Tea Bags",TAYLOR009 - 004,14,0,0.01%,0.00%,18,0,0.01%,0.00%,100.00%,0.00%,2,0,14.29%,0.00%,£13.48,£0.00,2,0
B0CBLYF4Y3,B01AAABOF4,Callebaut W2 Finest Belgian White Chocolate Couverture Callets 28.0% Cocoa 1kg,CAL04A - 007,770,18,0.35%,0.29%,"1,066",24,0.37%,0.29%,0.10%,0.00%,2,0,0.26%,0.00%,£35.50,£0.00,2,0
B01ASEJCPG,B01ASEJCPG,- Meridian - Natural Barley Malt Extract | 370g | BUNDLE by Meridian Foods,BAK21A - 014,32,0,0.01%,0.00%,39,0,0.01%,0.00%,79.41%,0.00%,2,0,6.25%,0.00%,£17.98,£0.00,2,0
B08QDX4141,B01B2VQ84W,"Folkington's Ginger Beer, 12 Cans, Sparkling Soft Drink, Traditionally Hot, Great Gin Mixer, 12 x 250 ml",FOL11 - 001,104,4,0.05%,0.06%,137,4,0.05%,0.05%,17.07%,0.00%,2,0,1.92%,0.00%,£39.31,£0.00,2,0
B01B7GJX5I,B01B7GJX5I,Tate & Lyle - Caster Sugar - Fine Crystals for Smooth Blending and Baking - Perfect for Sponge Cakes & Pastries - Available in Different Sizes - 1 x 25kg,TATECA002 - 001,104,9,0.05%,0.15%,127,9,0.04%,0.11%,14.53%,14.29%,2,0,1.92%,0.00%,£70.66,£0.00,2,0
B01B86GEGI,B01B86GEGI,Whirl Vegetable Oil Butter Flavour - 5 x 4LTR,BUT25C,12,0,0.01%,0.00%,14,0,0.00%,0.00%,28.57%,0.00%,2,1,16.67%,0.00%,£199.08,£99.54,2,1
B01BTORYIQ,B01BTORYIQ,Nielsen-Massey Pure Coffee Extract 60 ml,ESS12 - 005,15,0,0.01%,0.00%,16,0,0.01%,0.00%,0.00%,0.00%,2,0,13.33%,0.00%,£16.90,£0.00,2,0
