parent_asin,child_asin,title,sku,sessions_total,sessions_b2b,session_percentage_total,session_percentage_b2b,page_views_total,page_views_b2b,page_views_percentage_total,page_views_percentage_b2b,buy_box_percentage,buy_box_percentage_b2b,units_ordered,units_ordered_b2b,unit_session_percentage,unit_session_percentage_b2b,sales_total,sales_b2b,order_items_total,order_items_b2b,conversion_rate,avg_order_value,revenue_per_session,is_prime,sku_category
B0DBVT82KP,B0DBVTQSFM,Tate and Lyle - WHITE Sugar SACHETS (1000 x 2.5gm),TATESA002 - 007 Prime,4,0,0.0,0.0,4,0,0.0,0.0,50.0,0.0,2,1,50.0,0.0,23.1,11.55,2,1,50.0,11.55,5.775,True,TATESA
B0DCGQ5K82,B0DCGQ5K82,Tate and Lyle - 4 x White & 4 x Brown sugar cubes - 8 x 1kg,Bundle - 180 Prime,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,2,2,0.0,0.0,72.8,72.8,2,2,0.0,36.4,0.0,True,B
B0DCK6B77Y,B0DCK6B77Y,Parkers Double Cut Mixed Peel 1kg,DRIMIX003 - 001 Prime,3,0,0.0,0.0,5,0,0.0,0.0,100.0,0.0,7,0,233.33,0.0,68.39,0.0,2,0,233.33333333333334,9.77,22.796666666666667,True,DRIMIX
B0DF2WCSM2,B0DF2WCSM2,Chef William Table Salt 6kg - (Pack of 2),SAL02B - 002 Prime,7,0,0.0,0.0,8,0,0.0,0.0,100.0,0.0,2,0,28.57,0.0,41.36,0.0,2,0,28.57142857142857,20.68,5.908571428571428,True,SAL
B0DFHDD923,B0DFHDD923,Tate and Lyle - LIGHT Muscovado Sugar - 500gm - (Pack of 3),TATEMU002 - 003 Prime,2,1,0.0,0.02,3,1,0.0,0.02,100.0,100.0,3,2,150.0,200.0,25.53,17.02,2,1,150.0,8.51,12.765,True,TATEMU
B0DGH1YGSF,B0DGH1YGSF,Lazy Bundle - LIME & LEMON Juice - 2 packs of 6 x 1ltr,Bundle - 198 Prime,1,0,0.0,0.0,1,0,0.0,0.0,100.0,0.0,2,0,200.0,0.0,85.98,0.0,2,0,200.0,42.99,85.98,True,B
B0DGH29C6Q,B0DGH29C6Q,Lazy - LIME - Juice 1 Litre - (Pack of 2),JUI02C - 003 Prime,2,1,0.0,0.02,2,1,0.0,0.02,100.0,100.0,2,0,100.0,0.0,26.16,0.0,2,0,100.0,13.08,13.08,True,JUI
B0DMTFV3PY,B0DMTFV3PY,Brover - Sour Cherries (Griottes) - 1L - Jar,FRU18B - 001 Prime,17,0,0.01,0.0,18,0,0.01,0.0,100.0,0.0,2,0,11.76,0.0,40.62,0.0,2,0,11.76470588235294,20.31,2.389411764705882,True,FRU
B0DP2T7VYD,B0DP2T7VYD,"Snickers Caramel Peanut Chocolate Bars 50g - Pack of 24 (1 Box) | Delicious Chocolate, Caramel & Peanuts | Ideal Snack for Energy & Indulgence",CHO28A - 005,368,10,0.21,0.22,486,15,0.21,0.23,8.26,0.0,2,0,0.54,0.0,56.0,0.0,2,0,0.5434782608695652,28.0,0.15217391304347827,False,CHO
B0DP2T7VYD,B0DP2T7VYD,"Snickers Caramel Peanut Chocolate Bars 50g - Pack of 24 (1 Box) | Delicious Chocolate, Caramel & Peanuts | Ideal Snack for Energy & Indulgence",CHO28A - 003,368,10,0.21,0.22,486,15,0.21,0.23,8.26,0.0,2,0,0.54,0.0,44.0,0.0,2,0,0.5434782608695652,22.0,0.11956521739130435,False,CHO
B0DW4DHZWG,B0DW4DHZWG,Sun Pat - CRUNCHY Peanut Butter - 1kg - (Pack of 3),SPR26B - 002 Prime,3,0,0.0,0.0,4,0,0.0,0.0,100.0,0.0,2,0,66.67,0.0,60.12,0.0,2,0,66.66666666666666,30.06,20.04,True,SPR
B0F3JSPDPQ,B0F3JSPDPQ,South Downs Water Sparkling Glass 12 x 750ml,SOUTHD004 - 001,29,1,0.02,0.02,37,2,0.02,0.03,100.0,100.0,3,0,10.34,0.0,62.76,0.0,2,0,10.344827586206897,20.919999999999998,2.1641379310344826,False,SOUTHD
B0F3JV7J2R,B0F3JV7J2R,South Downs Water Still Glass 24 x 330ml,SOUTHD001 - 001,20,0,0.01,0.0,26,0,0.01,0.0,100.0,0.0,5,0,25.0,0.0,113.95,0.0,2,0,25.0,22.79,5.6975,False,SOUTHD
B0F445TJ4G,B0F445TJ4G,Caterers Pride - GRAPEFRUIT Segments In Light Syrup - 540gm - (Pack of 12),FRU07B - 002,8,0,0.0,0.0,11,0,0.0,0.0,90.0,0.0,3,0,37.5,0.0,82.62,0.0,2,0,37.5,27.540000000000003,10.3275,False,FRU
B0F48SVGLB,B0F48SVGLB,Opies Stem Ginger in Syrup 1.35kg,GIN01B - 001 Prime,25,1,0.01,0.02,31,1,0.01,0.02,16.13,0.0,2,0,8.0,0.0,31.16,0.0,2,0,8.0,15.58,1.2464,True,GIN
B0F4KMTMDN,B0F4KMTMDN,Caterers Pride Baked Beans 2.62kg - (Pack of 6),BEA17B - 001,14,1,0.01,0.02,15,2,0.01,0.03,100.0,100.0,2,1,14.29,100.0,60.02,30.01,2,1,14.285714285714285,30.01,4.287142857142857,False,BEA
B0F4XGGV55,B0F4XGGV55,"Chef William Gluten Free Baking Powder, 900g – Aluminium-Free Double-Acting Raising Agent, Ideal for Gluten-Free Cakes, Breads, Pastries, and General Baking, Resealable Catering Pack",BAK06G - 001,11,1,0.01,0.02,19,1,0.01,0.02,94.12,0.0,2,0,18.18,0.0,15.98,0.0,2,0,18.181818181818183,7.99,1.4527272727272729,False,BAK
B0F5HX89WW,B0F5HX89WW,OSCAR Mushroom Liquid Concentrate 980ml,CHEFCO06 - 001,3,0,0.0,0.0,4,0,0.0,0.0,66.67,0.0,2,0,66.67,0.0,45.16,0.0,2,0,66.66666666666666,22.58,15.053333333333333,False,CHEFCO
B0F6NJCKGT,B0F6NJCKGT,50 x Earl Grey Black Tea Individually Wrapped Tea Sachets Envelopes | Compatible For Twinings By Luxe Bitez,TWIN002 - 012,9,0,0.01,0.0,11,0,0.0,0.0,66.67,0.0,2,0,22.22,0.0,18.38,0.0,2,0,22.22222222222222,9.19,2.042222222222222,False,TWIN
B0F6TP6WCD,B0F6TP6WCD,La Perruche - Wrapped MIXED Individual Sugar Cubes 2.5kg - (Pack of 4),SUG31 - 004,22,1,0.01,0.02,24,1,0.01,0.02,95.83,100.0,2,1,9.09,100.0,229.04,114.52,2,1,9.090909090909092,114.52,10.41090909090909,False,SUG
B0F74KQJLS,B0F74KQJLS,Triple Lion - Garlic Puree - 1kg,GAR01AA - 001 Prime,13,0,0.01,0.0,16,0,0.01,0.0,100.0,0.0,2,0,15.38,0.0,18.76,0.0,2,0,15.384615384615385,9.38,1.4430769230769231,True,GAR
B0F7M3Z79Z,B0F7M3Z79Z,Osprio Corn Flour 3.5kg – Case of 4 (Total 14kg) – Premium Culinary-Grade Cornflour,OSPRIO007 - 002,4,1,0.0,0.02,5,1,0.0,0.02,100.0,100.0,3,2,75.0,200.0,84.06,56.04,2,1,75.0,28.02,21.015,False,OSPRIO
B0F7M4YBQF,B0F7M4YBQF,"Osprio Yellow Split Peas 3kg – Premium Pulses for Cooking, Soups & Curries",OSPRIO023 - 001 Prime,7,1,0.0,0.02,10,2,0.0,0.03,100.0,100.0,3,2,42.86,200.0,29.67,19.78,2,1,42.857142857142854,9.89,4.238571428571428,True,OSPRIO
B0F7YW7WGM,B0F7YW7WGM,Nestlé GoFree Rice Pops Gluten-Free Cereal – 4 x 350g | Light & Crispy Breakfast Cereal | Suitable for Gluten-Free Diets,CER38 - 002 Prime,9,0,0.01,0.0,11,0,0.0,0.0,77.78,0.0,3,0,33.33,0.0,46.86,0.0,2,0,33.33333333333333,15.62,5.206666666666667,True,CER
B0F8W5NS5Z,B0F8W5NS5Z,Belvoir - Freshly Squeezed Lemonade - 12 x 275ml,BEL03A - 001,29,0,0.02,0.0,35,0,0.02,0.0,97.14,0.0,2,0,6.9,0.0,52.98,0.0,2,0,6.896551724137931,26.49,1.8268965517241378,False,BEL
B0F8W88SKH,B0F8W88SKH,Belvoir - GINGER Beer - 12 x 275ml,BEL04A - 001,8,0,0.0,0.0,9,0,0.0,0.0,100.0,0.0,2,0,25.0,0.0,51.98,0.0,2,0,25.0,25.99,6.4975,False,BEL
B0FBS2X2ZC,B0FBS2X2ZC,Penn State Sour Cream & Chive Pretzels – 33 x 30g | Baked Wheat & Potato Snacks | Vegetarian | Individually Wrapped,PRETZEL001 - 002,136,4,0.08,0.09,170,5,0.07,0.08,10.63,0.0,2,0,1.47,0.0,52.63,0.0,2,0,1.4705882352941175,26.315,0.3869852941176471,False,PRETZEL
B0FBS35F4F,B0FBS35F4F,Gale's Lemon Curd 3.18kg – Premium Catering-Grade Spread,PRE09C - 003 Prime,11,2,0.01,0.04,12,2,0.01,0.03,100.0,100.0,2,0,18.18,0.0,31.98,0.0,2,0,18.181818181818183,15.99,2.9072727272727272,True,PRE
B0FCMYY351,B0FCMYY351,Folkington's - Sparkling ELDERFLOWER Presse (Glass) - 12 x 330ml,FOL21 - 002,9,0,0.01,0.0,9,0,0.0,0.0,100.0,0.0,2,0,22.22,0.0,51.98,0.0,2,0,22.22222222222222,25.99,5.775555555555555,False,FOL
B0FD4534J5,B0FD4534J5,"OSCAR Chicken Liquid Concentrate 1 L – Premium Stock Base for Soups, Sauces, Gravies & Cooking",CHEFCO04A - 0001,5,0,0.0,0.0,7,0,0.0,0.0,100.0,0.0,2,0,40.0,0.0,43.18,0.0,2,0,40.0,21.59,8.636,False,CHEFCO
B0FGY9BWNZ,B0FGY9BWNZ,Lion Buttermilk Ranch Dressing – 2 × 2.27 L Pack | Creamy Garlic & Herb Catering Sauce,DRE10 - 002,8,0,0.0,0.0,11,0,0.0,0.0,100.0,0.0,2,0,25.0,0.0,53.98,0.0,2,0,25.0,26.99,6.7475,False,DRE
B0FH317Q4R,B0FH317Q4R,Boudin Noire (Black Pudding) 370g – Traditional French Pork Sausage – Shelf Stable – by Centaur Foods,BLA03 - 001 Prime,15,1,0.01,0.02,17,2,0.01,0.03,93.75,0.0,2,0,13.33,0.0,25.98,0.0,2,0,13.333333333333334,12.99,1.732,True,BLA
B000J4DSGK,B000J4DSGK,fattoria estense balsamic vinegar silver 25cl,VIN25,9,0,0.01,0.0,10,0,0.0,0.0,100.0,0.0,1,0,11.11,0.0,11.93,0.0,1,0,11.11111111111111,11.93,1.3255555555555556,False,VIN
B000YBJ9I4,B000YBJ9I4,"Merchant Gourmet One Minute Polenta, 500g",CER02H,10,0,0.01,0.0,13,0,0.01,0.0,100.0,0.0,1,0,10.0,0.0,5.85,0.0,1,0,10.0,5.85,0.585,False,CER
B001AO2HEM,B001AO2HEM,"Nielsen Massey Rose Water, 60ml",ESS20 - 002,10,0,0.01,0.0,11,0,0.0,0.0,0.0,0.0,1,0,10.0,0.0,8.26,0.0,1,0,10.0,8.26,0.826,False,ESS
B0BW39RBFN,B001QJCRUK,"FAIRY PX03351 Original Hand Dish Washing Liquid, 5 L",CLE01B - 008,539,37,0.3,0.8,695,44,0.3,0.69,0.0,0.0,1,0,0.19,0.0,20.69,0.0,1,0,0.1855287569573284,20.69,0.03838589981447125,False,CLE
B0CBBSJ1SY,B00237NU3C,Jantex Coppercote Scourer (Pack 20),CLOTHS004 - 002,34,0,0.02,0.0,51,0,0.02,0.0,9.76,0.0,1,0,2.94,0.0,9.03,0.0,1,0,2.941176470588235,9.03,0.2655882352941176,False,CLOTHS
B003CZ5Y0Q,B003CZ5Y0Q,Birds Custard Powder - 4x3kg,CUS04 - 003,3,0,0.0,0.0,4,0,0.0,0.0,100.0,0.0,1,0,33.33,0.0,79.52,0.0,1,0,33.33333333333333,79.52,26.506666666666664,False,CUS
B003QNVCEG,B003QNVCEG,Callebaut Mycryo Cocoa Butter Powder 600 g,BAK24 - 001 not prime,87,2,0.05,0.04,117,2,0.05,0.03,84.4,0.0,1,0,1.15,0.0,35.54,0.0,1,0,1.1494252873563218,35.54,0.4085057471264368,True,BAK
B0F9ZSK739,B003U2DC0U,"Lee Kum Kee Plum Sauce, Vegan, 2.6 kg (Pack of 1)",ORI03B Prime,155,2,0.09,0.04,183,2,0.08,0.03,2.34,0.0,4,0,2.58,0.0,69.4,0.0,1,0,2.5806451612903225,17.35,0.447741935483871,True,ORI
B003XNHP40,B003XNHP40,"Doves Farm Gluten Free White Bread Flour, 1kg",FLO19B - 002 Prime,83,0,0.05,0.0,105,0,0.05,0.0,0.0,0.0,1,0,1.2,0.0,7.53,0.0,1,0,1.2048192771084338,7.53,0.09072289156626506,True,FLO
B00465G0DG,B00465G0DG,Thai Taste Green Curry Paste in Tub 400 g (Pack of 3),THAITA014 - 002 Prime,3,0,0.0,0.0,3,0,0.0,0.0,100.0,0.0,1,0,33.33,0.0,15.0,0.0,1,0,33.33333333333333,15.0,5.0,True,THAITA
B004AVG4Y6,B004AVG4Y6,"Colman's English Squeezable Mustard , 150g",COL10A - 001,3,0,0.0,0.0,3,0,0.0,0.0,0.0,0.0,1,0,33.33,0.0,6.92,0.0,1,0,33.33333333333333,6.92,2.3066666666666666,False,COL
B0DFVLC2J7,B004CVF526,Fentimans Traditional Victorian Lemonade - Botanically Brewed Lemonade with Lemon Juice - Exquisitely Crafted & Refreshing Soft Drinks - Gluten-Free and Vegan Friendly Soft Drinks - 12 x 275ml Bottles,FENTIM010 - 001 Prime,946,25,0.53,0.54,1139,38,0.5,0.59,0.0,0.0,1,1,0.11,4.0,22.92,22.92,1,1,0.10570824524312897,22.92,0.024228329809725162,True,FENTIM
B0F9ZSK739,B004L5EP8I,"Lee Kum Kee Sweet and Sour Sauce, Professional Range Bulk Size, Vegan, 2.3 kg (Pack of 1)",ORI06B,1248,19,0.7,0.41,1643,22,0.71,0.34,0.07,0.0,1,0,0.08,0.0,16.54,0.0,1,0,0.08012820512820512,16.54,0.013253205128205128,False,ORI
B004LSGEXY,B004LSGEXY,Truvia Sweetener from the Stevia Leaf 2 x 270g,SUG34 - 005 Prime,34,0,0.02,0.0,54,0,0.02,0.0,0.0,0.0,1,0,2.94,0.0,15.49,0.0,1,0,2.941176470588235,15.49,0.4555882352941176,True,SUG
B004NJ6JTK,B004NJ6JTK,Manora Shrimp Chips (Uncooked),ACC02 - 003,7,1,0.0,0.02,9,2,0.0,0.03,100.0,100.0,1,0,14.29,0.0,8.16,0.0,1,0,14.285714285714285,8.16,1.1657142857142857,False,ACC
B0C5K3S5RS,B004RAOUUU,"Epicure Black Beans in Salted Water, 400 g (Pack of 12) – Plant-Based Protein & Fibre in Every Tin, Staple Ingredient for Tasty, Healthy Dishes",BEA20A - 001,79,1,0.04,0.02,101,1,0.04,0.02,0.0,0.0,1,0,1.27,0.0,15.45,0.0,1,0,1.2658227848101267,15.45,0.19556962025316454,False,BEA
B0CQMF91J1,B004TEZJ5O,"Eager Tomato Juice 100% Pressed, Refreshing Fruit Drink, NFC Not From Concentrate, 1 Litre (Pack of 8)",EAGERT001 - 001 uk shipping,308,8,0.17,0.17,466,17,0.2,0.27,0.46,0.0,1,0,0.32,0.0,24.39,0.0,1,0,0.3246753246753247,24.39,0.0791883116883117,False,EAGERT
B0D6W3QM9G,B004TEZJPE,"Eager Cloudy Pineapple Juice 100% Pressed, Refreshing Fruit Drink, NFC Not From Concentrate, 1 Litre (Pack of 8)",EAGERP001 - 001,363,22,0.2,0.48,478,36,0.21,0.56,2.47,0.0,2,0,0.55,0.0,65.98,0.0,1,0,0.5509641873278237,32.99,0.18176308539944905,False,EAGERP
B004Y0OIGO,B004Y0OIGO,Acquerello Carnaroli Rice Aged 1 Year – 2.5kg Vacuum Pack – Premium Italian Risotto Rice,RIC17C,39,0,0.02,0.0,46,0,0.02,0.0,0.0,0.0,1,0,2.56,0.0,29.39,0.0,1,0,2.564102564102564,29.39,0.7535897435897436,False,RIC
B004ZELKQU,B004ZELKQU,Valrhona Caramelia 36 Percent Chocolate Beans Bag 3 Kg,VALRHO016,5,0,0.0,0.0,6,0,0.0,0.0,16.67,0.0,1,0,20.0,0.0,118.78,0.0,1,0,20.0,118.78,23.756,False,VALRHO
B0051GGUQG,B0051GGUQG,Douwe Egberts 1Kg Roast and Ground Filter Coffee,COF22C - 004 Prime,12,0,0.01,0.0,17,0,0.01,0.0,33.33,0.0,2,0,16.67,0.0,55.22,0.0,1,0,16.666666666666664,27.61,4.601666666666667,True,COF
B0051GN3MK,B0051GN3MK,Cafe Maid Luxury Coffee Creamer Pots 12 ml (Pack of 120),UHT02C - 002,629,15,0.35,0.32,877,23,0.38,0.36,0.13,0.0,1,0,0.16,0.0,14.8,0.0,1,0,0.1589825119236884,14.8,0.023529411764705882,False,UHT
B005R05XAA,B005R05XAA,"Weetabix, Breakfast, Packed with Fibre, High in Vitamin D, Source of Iron, 96 Portions of 1 Biscuit (18g)",CER21A - 001,555,18,0.31,0.39,666,20,0.29,0.31,1.1,0.0,1,0,0.18,0.0,28.25,0.0,1,0,0.18018018018018017,28.25,0.0509009009009009,False,CER
B0061KW8OY,B0061KW8OY,Askeys Café Society Café Curls 320 Rolled Wafers with a Chocolate Flavoured Lining,WAF04 - 001,11,1,0.01,0.02,15,1,0.01,0.02,0.0,0.0,1,1,9.09,100.0,37.82,37.82,1,1,9.090909090909092,37.82,3.438181818181818,False,WAF
B0069KOICQ,B0069KOICQ,Doves Farm Baking Powder Bulk 1 kg (Pack of 3),BAK06C - 003,11,1,0.01,0.02,12,1,0.01,0.02,8.33,0.0,1,1,9.09,100.0,28.81,28.81,1,1,9.090909090909092,28.81,2.619090909090909,False,BAK
B0069KOLY6,B0069KOLY6,Taylor and Colledge Queen Vanilla Bean Extract 100 ml (Pack of 3),VAN07 x 3 uk shipping,11,0,0.01,0.0,14,0,0.01,0.0,0.0,0.0,1,0,9.09,0.0,29.84,0.0,1,0,9.090909090909092,29.84,2.712727272727273,False,VAN
B0069KRB6Q,B0069KRB6Q,Fermipan Dried Yeast 500 g (Pack of 4),BAK01 - 012 Prime,45,2,0.03,0.04,60,2,0.03,0.03,3.57,0.0,1,0,2.22,0.0,18.16,0.0,1,0,2.2222222222222223,18.16,0.40355555555555556,True,BAK
B006DI0DJ6,B006DI0DJ6,Morning Foods Stabilised Oats 25 kg,CER05A - 001 Prime,26,1,0.01,0.02,32,1,0.01,0.02,85.71,100.0,1,0,3.85,0.0,33.59,0.0,1,0,3.8461538461538463,33.59,1.291923076923077,True,CER
B006KRHTSI,B006KRHTSI,Lee Kum Kee Double Deluxe Soy Sauce 500ml | Naturally Brewed with Double Fermentation,SOY01 - 001,24,0,0.01,0.0,33,0,0.01,0.0,6.67,0.0,1,0,4.17,0.0,8.43,0.0,1,0,4.166666666666666,8.43,0.35125,False,SOY
B0D1QKM8LL,B006VD14BO,Mae Ploy Masaman Curry Paste 400 g (Pack of 4),ORI23 - 002 Prime,19,1,0.01,0.02,21,1,0.01,0.02,47.06,0.0,1,0,5.26,0.0,15.45,0.0,1,0,5.263157894736842,15.45,0.8131578947368421,True,ORI
B007R1I1JM,B007R1I1JM,Bennett Opies Pickled Walnuts In Malt Vinegar 390 g (Pack of 3),PIC06Q uk shipping,38,1,0.02,0.02,57,1,0.02,0.02,39.62,100.0,1,0,2.63,0.0,15.38,0.0,1,0,2.631578947368421,15.38,0.4047368421052632,False,PIC
B07TLDK9XJ,B008SAUDEM,Yutaka Wasabi Peas 2kg | Crunchy Japanese Snack with Spicy Wasabi Kick – Gluten-Free,BAR04A - 001 uk shipping,371,11,0.21,0.24,514,16,0.22,0.25,15.64,0.0,1,0,0.27,0.0,18.57,0.0,1,0,0.2695417789757413,18.57,0.05005390835579515,False,BAR
B009HQA2W4,B009HQA2W4,morel dried mushrooms 100g,MUS05,5,0,0.0,0.0,6,0,0.0,0.0,33.33,0.0,1,0,20.0,0.0,43.45,0.0,1,0,20.0,43.45,8.690000000000001,False,MUS
B00A480634,B00A480634,Le Guerandais Fleur De Sel From Guerande 125 g,SAL20 - 001,40,1,0.02,0.02,63,5,0.03,0.08,0.0,0.0,1,0,2.5,0.0,10.8,0.0,1,0,2.5,10.8,0.27,False,SAL
B0C3CV8DRB,B00AE1UGTU,"Colman's Fresh Garden Mint Sauce, 2.25 Litre",COL05 - 009,169,2,0.09,0.04,206,2,0.09,0.03,20.94,0.0,1,0,0.59,0.0,21.44,0.0,1,0,0.591715976331361,21.44,0.12686390532544378,False,COL
B0C3CV8DRB,B00AE1UGTU,"Colman's Fresh Garden Mint Sauce, 2.25 Litre",COL05 - 009 uk shipping,169,2,0.09,0.04,206,2,0.09,0.03,20.94,0.0,1,0,0.59,0.0,20.86,0.0,1,0,0.591715976331361,20.86,0.12343195266272189,False,COL
B00AYY4TAE,B00AYY4TAE,G/Swan Water Chestnut Whole - 227G,ORI13D - 001 Prime,8,0,0.0,0.0,8,0,0.0,0.0,100.0,0.0,2,0,25.0,0.0,11.08,0.0,1,0,25.0,5.54,1.385,True,ORI
B00AZL7UES,B00AZL7UES,Cadbury Instant Hot Chocolate Sachets 28 g (Pack of 50),HOT19 Prime,372,53,0.21,1.15,439,61,0.19,0.95,0.0,0.0,1,0,0.27,0.0,27.51,0.0,1,0,0.2688172043010753,27.51,0.07395161290322581,True,HOT
B00B80FFOM,B00B80FFOM,"Kuhne Sauerkraut, 810g",PIC09A,41,0,0.02,0.0,49,0,0.02,0.0,0.0,0.0,1,0,2.44,0.0,6.95,0.0,1,0,2.4390243902439024,6.95,0.16951219512195123,False,PIC
B00BEVX006,B00BEVX006,Valrhona White Baking Chocolate Chips 35% (Ivory) 1 kg,VALRHO017 - 001,49,1,0.03,0.02,59,1,0.03,0.02,87.5,100.0,3,0,6.12,0.0,123.93,0.0,1,0,6.122448979591836,41.31,2.529183673469388,False,VALRHO
B00BIEE34Q,B00BIEE34Q,BÚghin Say La Perruche Pure Cane White Rough Cut Cubes 1kg SUWH1K,SUG16 - 003 Prime,31,4,0.02,0.09,43,6,0.02,0.09,5.26,40.0,1,1,3.23,25.0,8.69,8.69,1,1,3.225806451612903,8.69,0.2803225806451613,True,SUG
B00BKXR158,B00BKXR158,Callebaut Hazelnut Praline Paste 1 kg,BAK13 - 001,93,3,0.05,0.06,129,3,0.06,0.05,95.61,100.0,1,0,1.08,0.0,24.35,0.0,1,0,1.0752688172043012,24.35,0.2618279569892473,False,BAK
B00BLTNL4Q,B00BLTNL4Q,Cacao Barry Amber Cocoa Powder Extra Brute 1kg,CHO00 - 001,1110,18,0.62,0.39,1459,19,0.63,0.3,40.98,58.33,1,0,0.09,0.0,27.24,0.0,1,0,0.09009009009009009,27.24,0.02454054054054054,False,CHO
B00C2P746O,B00C2P746O,"Chef William Bicarbonate of Soda, 1kg",BAK05C - 003 Prime,15,0,0.01,0.0,17,0,0.01,0.0,37.5,0.0,1,1,6.67,0.0,6.9,6.9,1,1,6.666666666666667,6.9,0.46,True,BAK
B00CCG7ZOO,B00CCG7ZOO,Callebaut White Chocolate Rubens Pencils 20 cm 900 g,DEC10A - 001,8,0,0.0,0.0,11,0,0.0,0.0,100.0,0.0,1,1,12.5,0.0,41.25,41.25,1,1,12.5,41.25,5.15625,False,DEC
B00CCG80JI,B00CCG80JI,Callebaut Dark Chocolate Shavings 2.5 Kg,DEC20,10,2,0.01,0.04,13,3,0.01,0.05,0.0,0.0,3,3,30.0,150.0,146.16,146.16,1,1,30.0,48.72,14.616,False,DEC
B0CH1LNQ4Y,B00DI4ZS2A,"MONIN Premium Tiramisu Syrup 700ml for Coffee, Baking and Cocktails. Vegan-Friendly, Allergen-Free, 100% Natural Flavours and Colourings",MONINS21,861,12,0.48,0.26,1123,15,0.49,0.23,0.49,0.0,1,0,0.12,0.0,13.68,0.0,1,0,0.11614401858304298,13.68,0.015888501742160277,False,MONINS
B0F8P4WLBQ,B00DUSKC4S,"Lee Kum Kee Gluten Free Oyster Sauce, 2.31 kg (Pack of 1)",ORI08C - 001,1257,18,0.7,0.39,1630,23,0.71,0.36,0.0,0.0,1,0,0.08,0.0,16.7,0.0,1,0,0.07955449482895784,16.7,0.013285600636435958,False,ORI
B08LDWS275,B00E7P9ODI,Nielsen-Massey Pure Almond Extract 60 ml (Pack of 8),ESS13 - 013,22,0,0.01,0.0,30,0,0.01,0.0,22.22,0.0,1,0,4.55,0.0,33.27,0.0,1,0,4.545454545454546,33.27,1.5122727272727274,False,ESS
B00EOSDJA2,B00EOSDJA2,"Taylors of Harrogate Earl Grey Tea, 20 Tea Bags (Pack of 6, Total 120 Teabags)",TAYLOR003 - 001,4,0,0.0,0.0,4,0,0.0,0.0,75.0,0.0,1,0,25.0,0.0,18.09,0.0,1,0,25.0,18.09,4.5225,False,TAYLOR
B00FR9X8RG,B00FR9X8RG,Callebaut White Chocolate Couverture 5 kg,CAL07,29,1,0.02,0.02,33,1,0.01,0.02,3.23,0.0,1,0,3.45,0.0,100.21,0.0,1,0,3.4482758620689653,100.21,3.4555172413793103,False,CAL
B0CBLYF4Y3,B00H7XB0MA,Callebaut White Chocolate Callets 2.5 kg,CAL04 - 001,14,1,0.01,0.02,16,1,0.01,0.02,46.67,0.0,1,0,7.14,0.0,46.06,0.0,1,0,7.142857142857142,46.06,3.29,False,CAL
B00HGQI4YK,B00HGQI4YK,Bird's Custard Powder 3kg (Pack of 4 x 3kg),CUS04 - 004 Prime,5,0,0.0,0.0,5,0,0.0,0.0,80.0,0.0,1,0,20.0,0.0,80.42,0.0,1,0,20.0,80.42,16.084,True,CUS
B00HGQIALM,B00HGQIALM,Macphie Créme Brulée 1 Litre,MACPHI006 x 1,129,3,0.07,0.06,171,6,0.07,0.09,0.66,0.0,1,0,0.78,0.0,10.1,0.0,1,0,0.7751937984496124,10.1,0.07829457364341084,False,MACPHI
B00IXJOOIO,B00IXJOOIO,"Heinz HP The Original Brown Sauce, 285 g (Pack of 8)",HEI40 - 001,22,1,0.01,0.02,25,1,0.01,0.02,12.0,100.0,1,1,4.55,100.0,26.23,26.23,1,1,4.545454545454546,26.23,1.1922727272727274,False,HEI
B0F4JT5VF9,B00IXJSS22,"Heinz Tomato Squeezy Ketchup, 342 g (Pack of 10)",HEI02 - 001,33,1,0.02,0.02,41,1,0.02,0.02,72.97,100.0,2,2,6.06,200.0,46.16,46.16,1,1,6.0606060606060606,23.08,1.3987878787878787,False,HEI
B00J2AH72I,B00J2AH72I,Dr Schar Gluten Free Digestive Biscuits 150g (Pack of 6),BIS09 - 008,9,1,0.01,0.02,13,1,0.01,0.02,100.0,100.0,1,0,11.11,0.0,22.32,0.0,1,0,11.11111111111111,22.32,2.48,False,BIS
B00J9E3IQG,B00J9E3IQG,Douwe Egberts Roast & Ground Filter Coffee 1kg Ref 536600,COF22C - 007 Prime,12,2,0.01,0.04,15,2,0.01,0.03,20.0,0.0,2,0,16.67,0.0,55.22,0.0,1,0,16.666666666666664,27.61,4.601666666666667,True,COF
B0F59VV357,B00JRCFRWS,Callebaut White Chocolate Mousse Powder 800 g,DES04,26,0,0.01,0.0,32,0,0.01,0.0,75.86,0.0,1,0,3.85,0.0,24.62,0.0,1,0,3.8461538461538463,24.62,0.946923076923077,False,DES
B00JRCZ6CY,B00JRCZ6CY,Callebaut Milk Chocolate Mousse Powder x 800g bag,DES03 - 007,25,1,0.01,0.02,32,3,0.01,0.05,63.33,0.0,1,0,4.0,0.0,23.23,0.0,1,0,4.0,23.23,0.9292,False,DES
B00K2DULIG,B00K2DULIG,Tate & Lyle Caster Sugar ( 2Kg x 1 ),TATECA001 - 010 Prime,16,0,0.01,0.0,19,0,0.01,0.0,5.26,0.0,1,0,6.25,0.0,8.46,0.0,1,0,6.25,8.46,0.52875,True,TATECA
