SKU,Title,Sessions,Units,Conversion_%,Revenue_£,AOV_£
DRICUR001 - 003 Prime,"Buchanan Dried Fruits (Currants 3kg, Pack of 4)",1.0,6.0,600.0,403.8,67.3
FINECO001 - 001,The Fine Cookie Co. Chocolate Box Brownie Cookie 1 x 36,1.0,6.0,600.0,257.4,42.9
CORECH003 - 002,CORE 10% - Washing Up Liquid 5ltr - (Pack of 2),2.0,11.0,550.0,159.06,14.46
FINECO003 - 001,The Fine Cookie Co. Power Breakfast Cookie 1 x 36,1.0,3.0,300.0,128.91,42.97
CAW06 - 004 Prime,Cawston Kids Apple & Mango 4 x 18 x 200ml (4 Packs),2.0,6.0,300.0,436.32,72.72
CHEFPA06 - 003 Prime,CHEF Thickened Veal Jus 900gm (Pack of 4),12.0,27.0,225.0,1919.57,71.1
SWE41A - 003 Prime,EP!C Giant Marshmallows 500gm (1 Pack),9.0,19.0,211.11,164.16,8.64
Bundle - 180 Prime,Tate and Lyle - 4 x White & 4 x Brown sugar cubes - 8 x 1kg,1.0,2.0,200.0,72.8,36.4
CUR06 - 003 Prime,"Knorr Curry Paste (4, Madras)",1.0,2.0,200.0,134.72,67.36
BUT25 - 004,Whirl Butter Substitute 4ltr (Pack of 4),1.0,2.0,200.0,155.54,77.77
NON38M - 001 Prime,Case Teppo Gushi Bamboo Gun Shaped Skewers 100 (90mm),19.0,37.0,194.74,201.23,5.44
TATEMU002 - 003 Prime,Tate and Lyle - LIGHT Muscovado Sugar - 500gm - (Pack of 3),2.0,3.0,150.0,25.53,8.51
FENTIM004 - 001 Prime,Fentimans - Wild English Elderflower - 275ml x 12,2.0,3.0,150.0,68.97,22.99
BEA11B - 001 Prime,Caterers Pride Red Kidney Beans 2.5 kg,5.0,7.0,140.0,73.57,10.51
BAK06B - 003 Prime,( 6 Pack ) Chef William Baking Powder 800g,5.0,7.0,140.0,205.24,29.32
FINECO002 - 001,Parkers The Fine Cookie Rainbow Nation Cookie 1 x 36,6.0,8.0,133.33,343.55,42.94
NP-19QN-731U,Chef William Baking Powder 800gm (Pack of 6),10.0,13.0,130.0,360.36,27.72
DEC22 - 001,Mona Lisa White Chocolate Shavings 2.5kg,4.0,5.0,125.0,243.16,48.63
SEE09 - 001,"Luxury Seed Mix - Pumpkin, Sunflower, Linseed & Poppy Seed 1Kg Mix Parkers Foodservice",41.0,46.0,112.2,469.2,10.2
FRU19A,Whole Baby Apples in Syrup,50.0,56.0,112.0,356.92,6.37
CORESA008 - 001 Prime,Parkers CORE - Black Pepper Sachets - 1 x 2000,21.0,22.0,104.76,331.1,15.05
HERORE001 - 001,Oregano 150g | Triple Lion | Herbs & Seasoning,1.0,1.0,100.0,6.64,6.64
OIL24 - 001 Prime,"Wignalls Yallo Ltd|Wignalls Yallo - Cold Pressed Rape Seed Oil, 5 Litre",1.0,1.0,100.0,26.38,26.38
MONINS12 - 005,Monin Raspberry Syrup 70cl Case of 6,1.0,1.0,100.0,58.04,58.04
COMPOT02 - 002 Prime,Opies Raspberry Compote - 4x1.2kg,1.0,1.0,100.0,57.22,57.22
CAMBR006 - prime,Cambrook Baked & Salted Cashews 45g (Pack of 24),1.0,1.0,100.0,33.43,33.43
PIPING01 - 001 Prime,Disposable Blue Piping Bags 100 x 21inch,1.0,1.0,100.0,12.64,12.64
SAL05 - 005,Maldon Sea Salt Flakes - 6x570g,1.0,1.0,100.0,49.03,49.03
CAS009 - 001,"Chef Approved Tartare Sauce Sachets – 200 × 9 g Portions – Creamy, Tangy Condiment Sachets",1.0,1.0,100.0,13.99,13.99
TATEJA001 - 004,"Tate Tate & Lyle Fairtrade Jam Sugar, 1Kg",4.0,4.0,100.0,26.36,6.59
HOT08 - 004 Prime,Drink Me - Chai ARTISAN Blend Chai Latte - 1kg (4),2.0,2.0,100.0,129.05,64.53
COMPOU011 - 001 Prime,Dawn - CARAMEL Compound - 1kg,2.0,2.0,100.0,71.66,35.83
DEC22 - 004 Prime,"Mona Lisa Chocolate Shavings 2.5kg (1 Box, White Chocolate)",2.0,2.0,100.0,97.84,48.92
BAK01 - 007 Prime,Dried Fermipan Yeast 500gm (Pack of 20),2.0,2.0,100.0,142.54,71.27
MUS010 - 001,Craic Cep Powder 250gm,2.0,2.0,100.0,66.02,33.01
CORECH003,Confex 1x Core 10% Washing Up Liquid 5 Litre,2.0,2.0,100.0,18.04,9.02
JAM01C - 002,Hartley's Strawberry Jam 2 × 3.18 kg – Bulk Foodservice Tub | Smooth & Fruity Spread (Compatible Hartley's),3.0,3.0,100.0,74.97,24.99
SOY30 - 003,"Kikkoman soy sauce sweet, naturally brewed - 250ml - 2x",6.0,6.0,100.0,83.94,13.99
JUI02C - 003 Prime,Lazy - LIME - Juice 1 Litre - (Pack of 2),7.0,7.0,100.0,91.56,13.08
MED03D - 006,Chefs Brigade Sundried Tomatoes NO OIL 1kg (6),1.0,1.0,100.0,70.49,70.49
TAYLOR003 - 004 Prime,"Tea 1 x 20 Bags (1, Earl Grey)",8.0,8.0,100.0,49.88,6.24
HERPAR02 - 002 Prime,Chef William - Dried Parsley - 100gm,3.0,3.0,100.0,21.27,7.09
SAL04A - 003 Prime,Smoked Maldon Sea Salt 500gm (Pack of 6),2.0,2.0,100.0,141.98,70.99
MCD01 - 005 Prime,Scone Mix - 3.5kg (2),2.0,2.0,100.0,63.46,31.73
DRE07 - 002 Prime,Lion - CAESAR Dressing - 2.27ltr (2),1.0,1.0,100.0,27.62,27.62
RIC16A - 003 Prime,"TILDA rice 5kg (2, Long Grain Rice (RED))",2.0,2.0,100.0,67.62,33.81
BEA12A - 002 Prime,Riverdene Butter Beans 800gm (Pack of 6),1.0,1.0,100.0,15.65,15.65
CLOTHM002 - 003 Prime,Parkers Foodservice Robert Scott - BLUE - Microfibre Cloth - 10 x 40cm x 40cm (10),1.0,1.0,100.0,47.66,47.66
DEC21 - 003 Prime,"Mona Lisa Chocolate Shavings 2.5kg (2 Boxes, Milk Chocolate)",1.0,1.0,100.0,89.44,89.44
BAK22A - 003 Prime,Biona Squeezy Blackstrap Molasses 350gm (Pack of 6),1.0,1.0,100.0,23.46,23.46
PUL01 - 004 Prime,Triple Lion Dried Butter Beans 3kg (Pack of 2),1.0,1.0,100.0,28.9,28.9
TATECA003 - 004,Tate And Lyle Golden Caster Sug Fair Trade 1Kg,40.0,39.0,97.5,271.05,6.95
DRISUL001 - 001,Dried Sultanas 3kg,17.0,16.0,94.12,275.99,17.25
COR20A - 001,Freshers Lime 5ltr Juice Cordial,44.0,41.0,93.18,454.43,11.08
GRA07 - 002,McDougalls Thickening Granules Sweet and Savory Instant Thickener 1.5kg British Food Shop,25.0,23.0,92.0,546.6,23.77
CORESA009 - 001 Prime,Parkers CORE - Salt Sachets - 1 x 2000,31.0,28.0,90.32,304.92,10.89
JUD82 - 001 Prime,Jude's | Flat White Coffee Milkshake | 250ml x 12 Cans,19.0,17.0,89.47,351.56,20.68
MUSTAR01,Dijona French Dijon Mustard 5kg Box Tub Authentic Chefs Quality Catering Size (Product of France),56.0,50.0,89.29,1148.5,22.97
VIN14 - 001,Cider Vinegar 5L Lefktro Brand,63.0,56.0,88.89,591.94,10.57
TAYLOR012 - 001 Prime,"Taylors Tea 1 x 20 Bags (1, Chamomile)",70.0,61.0,87.14,415.41,6.81
TATECU002 - 002,Tate and Lyle Fairtrade White Rough Cut Sugar Cubes 1 kg (Pack of 4),13.0,11.0,84.62,214.94,19.54
TATESO001A - 004 Prime,Tate & Lyle Fairtrade Dark Brown Soft Sugar (1Kg) - Pack of 2,6.0,5.0,83.33,52.3,10.46
